OID,SIM_ANTI,UCS,UCS_F,PAISAJE,CLIMA,TIPO_RELIE,LITOLOGÍA,CARACTERÍ,CARACTER_1,COMPONENTE,PERFIL,PORCENTAJE,FASES,Conteo,Suelo1,Suelo2,Suelo3,Suelo4,Suelo5,Suelo6,Suelo7,Suelo8,Perfil1,Perfil2,Perfil3,Perfil4,Perfil5,Perfil6,Perfil7,Perfil8,Porcent1,Porcent2,Porcent3,Porcent4,Porcent5,Porcent6,Porcent7,Porcent8,Index_Taxo,Index_Prop,Unit_Carto,Departamen
-1, ,ZU,ZU, ,Zona urbana,Zona urbana,Zona urbana,Zona urbana, ,Zona urbana,Zona urbana,Zona urbana, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Cordoba
-1, ,MVA,MVAf, ,Calido humedo,"Espinazos, filas y vigas",Rocas igneas ultrabasicas y sedimentarias (arcillolitas y areniscas arcillosas),"Superficiales y moderadamente profundos, texturas medias y finas, bien y excesivamente drenados, erosion ligera, movimientos en masa, fertilidad moderada a alta", ,Asociacion: Typic Dystrustepts; Lithic Udorthents; Lithic Dystrustepts,PM-44; PM-45; PM-47,"40, 30, 30", ,3,Typic_Dystrustepts,Lithic_Udorthents,Lithic_Dystrustepts,NA,NA,NA,NA,NA,PM-44,PM-45,PM-47,NA,NA,NA,NA,NA,40,30,30,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,MVB,MVBf1, ,Calido humedo,"Espinazos, filas y vigas","Complejo de areniscas calcareas, arcillolitas y limolitas","Moderadamente profundos a superficiales, drenaje artificial moderadamente excesivo, texturas moderadamente gruesas y medias, generalmente gravillas y fragmentos gruesos en la superficie y dentro del perfil, fertilidad baja a moderada, erosion ligera a m", ,Asociacion: Typic Eutrudepts; Lithic Dystrustepts; Typic Dystrustepts; Lithic Udorthents,CT-5; CT-30; CT-39; CT-26,"35, 30, 20, 15", ,4,Typic_Eutrudepts,Lithic_Dystrustepts,Typic_Dystrustepts,Lithic_Udorthents,NA,NA,NA,NA,CT-5,CT-30,CT-39,CT-26,NA,NA,NA,NA,35,30,20,15,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,MVB,MVBd, ,Calido humedo,"Espinazos, filas y vigas","Complejo de areniscas calcareas, arcillolitas y limolitas","Moderadamente profundos a superficiales, drenaje artificial moderadamente excesivo, texturas moderadamente gruesas y medias, generalmente gravillas y fragmentos gruesos en la superficie y dentro del perfil, fertilidad baja a moderada, erosion ligera a m", ,Asociacion: Typic Eutrudepts; Lithic Dystrustepts; Typic Dystrustepts; Lithic Udorthents,CT-5; CT-30; CT-39; CT-26,"35, 30, 20, 15", ,4,Typic_Eutrudepts,Lithic_Dystrustepts,Typic_Dystrustepts,Lithic_Udorthents,NA,NA,NA,NA,CT-5,CT-30,CT-39,CT-26,NA,NA,NA,NA,35,30,20,15,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,LVB,LVBd1, ,Calido humedo,Lomas y colinas,"Arcillolitas, areniscas y conglomerados, con lentes calcareos","Muy superficiales a profundos, bien drenados, texturas medias en la parte superior y finas en los horizontes profundos, ocasionalmente gravilla y piedra en la superficie y dentro del perfil, algunos tienen alta saturacion de aluminio, fertilidad moderad", ,Asociacion: Typic Eutrudepts; Lithic Udorthents; Typic Dystrudepts; Typic Udorthents; Dystric Eutrudepts; Fluventic Dystrudepts; Vertyc Dystrudepts,"CT-35; CR-0, C-48, CT-8; C-21, C-22, CT-46; C-23, CT-7; CR-07, C-50; CT-53; C-45","30, 20, 20, 10, 5, 5", ,7,Typic_Eutrudepts,Lithic_Udorthents,Typic_Dystrudepts,Typic_Udorthents,Dystric_Eutrudepts,Fluventic_Dystrudepts,Vertyc_Dystrudepts,NA,CT-35,"CR-0, C-48, CT-8","C-21, C-22, CT-46","C-23, CT-7","CR-07, C-50",CT-53,C-45,NA,30,20,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,LVB,LVBd1, ,Calido humedo,Lomas y colinas,"Arcillolitas, areniscas y conglomerados, con lentes calcareos","Muy superficiales a profundos, bien drenados, texturas medias en la parte superior y finas en los horizontes profundos, ocasionalmente gravilla y piedra en la superficie y dentro del perfil, algunos tienen alta saturacion de aluminio, fertilidad moderad", ,Asociacion: Typic Eutrudepts; Lithic Udorthents; Typic Dystrudepts; Typic Udorthents; Dystric Eutrudepts; Fluventic Dystrudepts; Vertyc Dystrudepts,"CT-35; CR-0, C-48, CT-8; C-21, C-22, CT-46; C-23, CT-7; CR-07, C-50; CT-53; C-45","30, 20, 20, 10, 5, 5", ,7,Typic_Eutrudepts,Lithic_Udorthents,Typic_Dystrudepts,Typic_Udorthents,Dystric_Eutrudepts,Fluventic_Dystrudepts,Vertyc_Dystrudepts,NA,CT-35,"CR-0, C-48, CT-8","C-21, C-22, CT-46","C-23, CT-7","CR-07, C-50",CT-53,C-45,NA,30,20,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,MVE,MVEb, ,Calido humedo,Vallecitos aluvio-coluviales,Sedimentos coluvio-aluviales,"Superficiales y moderadamente profundos, bien a imperfectamente drenados, con inundaciones periodicas, texturas variadas, fertilidad baja a alta", ,Complejo: Typic Udorthents; Entic Haplustolls; Fluventic Haplustolls; Deposito de cauce,"A411, A73; A72; A74, A22","50, 25, 20, 5", ,4,Typic_Udorthents,Entic_Haplustolls,Fluventic_Haplustolls,Deposito_de_cauce,NA,NA,NA,NA,"A411, A73",A72,"A74, A22",NA,NA,NA,NA,NA,50,25,20,5,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Cordoba
-1, ,PVE,PVEa, ,Calido humedo,Abanicos y/o glacis,Sedimentos finos,"Moderadamente profundos a superficiales drenaje moderado a pobre, encharcamientos periodicos, texturas finas, fertilidad muy baja a moderada", ,Asociacion: Vertic Dystrudepts; Aquic Dystrudepts; Oxyaquic Udifluvents; Typic Endoaquepts; Vertic Eutrudepts,C-54; CT-22; CT-40; P-35; CT-31,"30, 25, 25, 10, 10", ,5,Vertic_Dystrudepts,Aquic_Dystrudepts,Oxyaquic_Udifluvents,Typic_Endoaquepts,Vertic_Eutrudepts,NA,NA,NA,C-54,CT-22,CT-40,P-35,CT-31,NA,NA,NA,30,25,25,10,10,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,PVF,PVFb, ,Calido humedo,Abanicos y/o glacis,Sedimentos medios con substrato arcilloso,"Moderadamente profundos y profundos, moderada e imperfectamente drenados, texturas medias en superficie y finas en la profundidad, en algunos sectores se encuentra gravilla y sodio, erosion ligera, fertilidad moderada a muy baja", ,Asociacion: Fluventic Eutrudepts; Typic Udilfluvents; Fluventic Dystrudepts,CT-29; CT-28; CT-21,"50, 30, 20", ,3,Fluventic_Eutrudepts,Typic_Udilfluvents,Fluventic_Dystrudepts,NA,NA,NA,NA,NA,CT-29,CT-28,CT-21,NA,NA,NA,NA,NA,50,30,20,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,MVB,MVBf1, ,Calido humedo,"Espinazos, filas y vigas","Complejo de areniscas calcareas, arcillolitas y limolitas","Moderadamente profundos a superficiales, drenaje artificial moderadamente excesivo, texturas moderadamente gruesas y medias, generalmente gravillas y fragmentos gruesos en la superficie y dentro del perfil, fertilidad baja a moderada, erosion ligera a m", ,Asociacion: Typic Eutrudepts; Lithic Dystrustepts; Typic Dystrustepts; Lithic Udorthents,CT-5; CT-30; CT-39; CT-26,"35, 30, 20, 15", ,4,Typic_Eutrudepts,Lithic_Dystrustepts,Typic_Dystrustepts,Lithic_Udorthents,NA,NA,NA,NA,CT-5,CT-30,CT-39,CT-26,NA,NA,NA,NA,35,30,20,15,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,LVG,LVGa, ,Calido seco,Vallecitos aluvio-coluviales,Sedimentos heterogeneos,"Moderadamente profundos, drenaje natural moderado a imperfecto, texturas medias y finas, fertilidad alta a baja", ,Asociacion: Typic Udilfluvents; Aquic Udilfluvents; Fluventic Eutrudepts; Aquertic Eutrudepts; Fluventic Hapludolls; Fluvaquentic Eutrudepts,"CT-52; CT-6; C-30, CT-2; CT-44; C-24; C-44","35, 25, 20, 10, 5, 5", ,6,Typic_Udilfluvents,Aquic_Udilfluvents,Fluventic_Eutrudepts,Aquertic_Eutrudepts,Fluventic_Hapludolls,Fluvaquentic_Eutrudepts,NA,NA,CT-52,CT-6,"C-30, CT-2",CT-44,C-24,C-44,NA,NA,35,25,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,PVD,PVDa, ,Calido humedo,Abanicos y/o glacis,Sedimentos mixtos,"Moderadamente profundos y superficiales, drenaje excesivo a pobre, texturas gruesas y finas, fertilidad baja", ,Asociacion: Aquic Dystrudepts; Typic Udipsamments; Typic Udorthents; Typic Endoaquepts; Typic Eutrudepts; Typic Dystrudepts,C-49; CT-48; CR-04; CT-49; CT-50; CT-51,"35, 25, 20, 10, 5, 5", ,6,Aquic_Dystrudepts,Typic_Udipsamments,Typic_Udorthents,Typic_Endoaquepts,Typic_Eutrudepts,Typic_Dystrudepts,NA,NA,C-49,CT-48,CR-04,CT-49,CT-50,CT-51,NA,NA,35,25,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,MVB,MVBf1, ,Calido humedo,"Espinazos, filas y vigas","Complejo de areniscas calcareas, arcillolitas y limolitas","Moderadamente profundos a superficiales, drenaje artificial moderadamente excesivo, texturas moderadamente gruesas y medias, generalmente gravillas y fragmentos gruesos en la superficie y dentro del perfil, fertilidad baja a moderada, erosion ligera a m", ,Asociacion: Typic Eutrudepts; Lithic Dystrustepts; Typic Dystrustepts; Lithic Udorthents,CT-5; CT-30; CT-39; CT-26,"35, 30, 20, 15", ,4,Typic_Eutrudepts,Lithic_Dystrustepts,Typic_Dystrustepts,Lithic_Udorthents,NA,NA,NA,NA,CT-5,CT-30,CT-39,CT-26,NA,NA,NA,NA,35,30,20,15,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,PVD,PVDa, ,Calido humedo,Abanicos y/o glacis,Sedimentos mixtos,"Moderadamente profundos y superficiales, drenaje excesivo a pobre, texturas gruesas y finas, fertilidad baja", ,Asociacion: Aquic Dystrudepts; Typic Udipsamments; Typic Udorthents; Typic Endoaquepts; Typic Eutrudepts; Typic Dystrudepts,C-49; CT-48; CR-04; CT-49; CT-50; CT-51,"35, 25, 20, 10, 5, 5", ,6,Aquic_Dystrudepts,Typic_Udipsamments,Typic_Udorthents,Typic_Endoaquepts,Typic_Eutrudepts,Typic_Dystrudepts,NA,NA,C-49,CT-48,CR-04,CT-49,CT-50,CT-51,NA,NA,35,25,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,LVB,LVBe2, ,Calido humedo,Lomas y colinas,"Arcillolitas, areniscas y conglomerados, con lentes calcareos","Muy superficiales a profundos, bien drenados, texturas medias en la parte superior y finas en los horizontes profundos, ocasionalmente gravilla y piedra en la superficie y dentro del perfil, algunos tienen alta saturacion de aluminio, fertilidad moderad", ,Asociacion: Typic Eutrudepts; Lithic Udorthents; Typic Dystrudepts; Typic Udorthents; Dystric Eutrudepts; Fluventic Dystrudepts; Vertyc Dystrudepts,"CT-35; CR-0, C-48, CT-8; C-21, C-22, CT-46; C-23, CT-7; CR-07, C-50; CT-53; C-45","30, 20, 20, 10, 5, 5", ,7,Typic_Eutrudepts,Lithic_Udorthents,Typic_Dystrudepts,Typic_Udorthents,Dystric_Eutrudepts,Fluventic_Dystrudepts,Vertyc_Dystrudepts,NA,CT-35,"CR-0, C-48, CT-8","C-21, C-22, CT-46","C-23, CT-7","CR-07, C-50",CT-53,C-45,NA,30,20,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,LVB,LVBd1, ,Calido humedo,Lomas y colinas,"Arcillolitas, areniscas y conglomerados, con lentes calcareos","Muy superficiales a profundos, bien drenados, texturas medias en la parte superior y finas en los horizontes profundos, ocasionalmente gravilla y piedra en la superficie y dentro del perfil, algunos tienen alta saturacion de aluminio, fertilidad moderad", ,Asociacion: Typic Eutrudepts; Lithic Udorthents; Typic Dystrudepts; Typic Udorthents; Dystric Eutrudepts; Fluventic Dystrudepts; Vertyc Dystrudepts,"CT-35; CR-0, C-48, CT-8; C-21, C-22, CT-46; C-23, CT-7; CR-07, C-50; CT-53; C-45","30, 20, 20, 10, 5, 5", ,7,Typic_Eutrudepts,Lithic_Udorthents,Typic_Dystrudepts,Typic_Udorthents,Dystric_Eutrudepts,Fluventic_Dystrudepts,Vertyc_Dystrudepts,NA,CT-35,"CR-0, C-48, CT-8","C-21, C-22, CT-46","C-23, CT-7","CR-07, C-50",CT-53,C-45,NA,30,20,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,LVB,LVBd1, ,Calido humedo,Lomas y colinas,"Arcillolitas, areniscas y conglomerados, con lentes calcareos","Muy superficiales a profundos, bien drenados, texturas medias en la parte superior y finas en los horizontes profundos, ocasionalmente gravilla y piedra en la superficie y dentro del perfil, algunos tienen alta saturacion de aluminio, fertilidad moderad", ,Asociacion: Typic Eutrudepts; Lithic Udorthents; Typic Dystrudepts; Typic Udorthents; Dystric Eutrudepts; Fluventic Dystrudepts; Vertyc Dystrudepts,"CT-35; CR-0, C-48, CT-8; C-21, C-22, CT-46; C-23, CT-7; CR-07, C-50; CT-53; C-45","30, 20, 20, 10, 5, 5", ,7,Typic_Eutrudepts,Lithic_Udorthents,Typic_Dystrudepts,Typic_Udorthents,Dystric_Eutrudepts,Fluventic_Dystrudepts,Vertyc_Dystrudepts,NA,CT-35,"CR-0, C-48, CT-8","C-21, C-22, CT-46","C-23, CT-7","CR-07, C-50",CT-53,C-45,NA,30,20,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,PVF,PVFc1, ,Calido humedo,Abanicos y/o glacis,Sedimentos medios con substrato arcilloso,"Moderadamente profundos y profundos, moderada e imperfectamente drenados, texturas medias en superficie y finas en la profundidad, en algunos sectores se encuentra gravilla y sodio, erosion ligera, fertilidad moderada a muy baja", ,Asociacion: Fluventic Eutrudepts; Typic Udilfluvents; Fluventic Dystrudepts,CT-29; CT-28; CT-21,"50, 30, 20", ,3,Fluventic_Eutrudepts,Typic_Udilfluvents,Fluventic_Dystrudepts,NA,NA,NA,NA,NA,CT-29,CT-28,CT-21,NA,NA,NA,NA,NA,50,30,20,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,LVB,LVBc2, ,Calido humedo,Lomas y colinas,"Arcillolitas, areniscas y conglomerados, con lentes calcareos","Muy superficiales a profundos, bien drenados, texturas medias en la parte superior y finas en los horizontes profundos, ocasionalmente gravilla y piedra en la superficie y dentro del perfil, algunos tienen alta saturacion de aluminio, fertilidad moderad", ,Asociacion: Typic Eutrudepts; Lithic Udorthents; Typic Dystrudepts; Typic Udorthents; Dystric Eutrudepts; Fluventic Dystrudepts; Vertyc Dystrudepts,"CT-35; CR-0, C-48, CT-8; C-21, C-22, CT-46; C-23, CT-7; CR-07, C-50; CT-53; C-45","30, 20, 20, 10, 5, 5", ,7,Typic_Eutrudepts,Lithic_Udorthents,Typic_Dystrudepts,Typic_Udorthents,Dystric_Eutrudepts,Fluventic_Dystrudepts,Vertyc_Dystrudepts,NA,CT-35,"CR-0, C-48, CT-8","C-21, C-22, CT-46","C-23, CT-7","CR-07, C-50",CT-53,C-45,NA,30,20,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,LVB,LVBc2, ,Calido humedo,Lomas y colinas,"Arcillolitas, areniscas y conglomerados, con lentes calcareos","Muy superficiales a profundos, bien drenados, texturas medias en la parte superior y finas en los horizontes profundos, ocasionalmente gravilla y piedra en la superficie y dentro del perfil, algunos tienen alta saturacion de aluminio, fertilidad moderad", ,Asociacion: Typic Eutrudepts; Lithic Udorthents; Typic Dystrudepts; Typic Udorthents; Dystric Eutrudepts; Fluventic Dystrudepts; Vertyc Dystrudepts,"CT-35; CR-0, C-48, CT-8; C-21, C-22, CT-46; C-23, CT-7; CR-07, C-50; CT-53; C-45","30, 20, 20, 10, 5, 5", ,7,Typic_Eutrudepts,Lithic_Udorthents,Typic_Dystrudepts,Typic_Udorthents,Dystric_Eutrudepts,Fluventic_Dystrudepts,Vertyc_Dystrudepts,NA,CT-35,"CR-0, C-48, CT-8","C-21, C-22, CT-46","C-23, CT-7","CR-07, C-50",CT-53,C-45,NA,30,20,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,PVF,PVFb, ,Calido humedo,Abanicos y/o glacis,Sedimentos medios con substrato arcilloso,"Moderadamente profundos y profundos, moderada e imperfectamente drenados, texturas medias en superficie y finas en la profundidad, en algunos sectores se encuentra gravilla y sodio, erosion ligera, fertilidad moderada a muy baja", ,Asociacion: Fluventic Eutrudepts; Typic Udilfluvents; Fluventic Dystrudepts,CT-29; CT-28; CT-21,"50, 30, 20", ,3,Fluventic_Eutrudepts,Typic_Udilfluvents,Fluventic_Dystrudepts,NA,NA,NA,NA,NA,CT-29,CT-28,CT-21,NA,NA,NA,NA,NA,50,30,20,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,MVE,MVEb, ,Calido humedo,Vallecitos aluvio-coluviales,Sedimentos coluvio-aluviales,"Superficiales y moderadamente profundos, bien a imperfectamente drenados, con inundaciones periodicas, texturas variadas, fertilidad baja a alta", ,Complejo: Typic Udorthents; Entic Haplustolls; Fluventic Haplustolls; Deposito de cauce,"A411, A73; A72; A74, A22","50, 25, 20, 5", ,4,Typic_Udorthents,Entic_Haplustolls,Fluventic_Haplustolls,Deposito_de_cauce,NA,NA,NA,NA,"A411, A73",A72,"A74, A22",NA,NA,NA,NA,NA,50,25,20,5,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Cordoba
-1, ,LVB,LVBe2, ,Calido humedo,Lomas y colinas,"Arcillolitas, areniscas y conglomerados, con lentes calcareos","Muy superficiales a profundos, bien drenados, texturas medias en la parte superior y finas en los horizontes profundos, ocasionalmente gravilla y piedra en la superficie y dentro del perfil, algunos tienen alta saturacion de aluminio, fertilidad moderad", ,Asociacion: Typic Eutrudepts; Lithic Udorthents; Typic Dystrudepts; Typic Udorthents; Dystric Eutrudepts; Fluventic Dystrudepts; Vertyc Dystrudepts,"CT-35; CR-0, C-48, CT-8; C-21, C-22, CT-46; C-23, CT-7; CR-07, C-50; CT-53; C-45","30, 20, 20, 10, 5, 5", ,7,Typic_Eutrudepts,Lithic_Udorthents,Typic_Dystrudepts,Typic_Udorthents,Dystric_Eutrudepts,Fluventic_Dystrudepts,Vertyc_Dystrudepts,NA,CT-35,"CR-0, C-48, CT-8","C-21, C-22, CT-46","C-23, CT-7","CR-07, C-50",CT-53,C-45,NA,30,20,20,10,5,5,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,MVB,MVBf, ,Calido humedo,"Espinazos, filas y vigas","Complejo de areniscas calcareas, arcillolitas y limolitas","Moderadamente profundos a superficiales, drenaje artificial moderadamente excesivo, texturas moderadamente gruesas y medias, generalmente gravillas y fragmentos gruesos en la superficie y dentro del perfil, fertilidad baja a moderada, erosion ligera a m", ,Asociacion: Typic Eutrudepts; Lithic Dystrustepts; Typic Dystrustepts; Lithic Udorthents,CT-5; CT-30; CT-39; CT-26,"35, 30, 20, 15", ,4,Typic_Eutrudepts,Lithic_Dystrustepts,Typic_Dystrustepts,Lithic_Udorthents,NA,NA,NA,NA,CT-5,CT-30,CT-39,CT-26,NA,NA,NA,NA,35,30,20,15,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Cordoba
-1, ,RVK,RVKa, ,Calido humedo,Plano de inundacion,Sedimentos mixtos,"Muy superficiales a profundos, texturas gruesas y finas, buen drenaje en los bancos e imperfecto en arenas concavas, sujetos a inundaciones periodicas y encharcamientos de corta duracion, fertilidad alta a moderada", ,Complejo: Aquic Udifluvents; Typic Udifluvents; Fluvaquentic Eutrudepts; Fluventic Eutrudepts; Typic Udorthents,"PM-4; CT-43; CT-42, PM-5; C-31, C-18; PM-25","30, 30, 20, 10, 10", ,5,Aquic_Udifluvents,Typic_Udifluvents,Fluvaquentic_Eutrudepts,Fluventic_Eutrudepts,Typic_Udorthents,NA,NA,NA,PM-4,CT-43,"CT-42, PM-5","C-31, C-18",PM-25,NA,NA,NA,30,30,20,10,10,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Cordoba
-1, ,RVK,RVKa, ,Calido humedo,Plano de inundacion,Sedimentos mixtos,"Muy superficiales a profundos, texturas gruesas y finas, buen drenaje en los bancos e imperfecto en arenas concavas, sujetos a inundaciones periodicas y encharcamientos de corta duracion, fertilidad alta a moderada", ,Complejo: Aquic Udifluvents; Typic Udifluvents; Fluvaquentic Eutrudepts; Fluventic Eutrudepts; Typic Udorthents,"PM-4; CT-43; CT-42, PM-5; C-31, C-18; PM-25","30, 30, 20, 10, 10", ,5,Aquic_Udifluvents,Typic_Udifluvents,Fluvaquentic_Eutrudepts,Fluventic_Eutrudepts,Typic_Udorthents,NA,NA,NA,PM-4,CT-43,"CT-42, PM-5","C-31, C-18",PM-25,NA,NA,NA,30,30,20,10,10,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Cordoba
-1, ,RVK,RVKa, ,Calido humedo,Plano de inundacion,Sedimentos mixtos,"Muy superficiales a profundos, texturas gruesas y finas, buen drenaje en los bancos e imperfecto en arenas concavas, sujetos a inundaciones periodicas y encharcamientos de corta duracion, fertilidad alta a moderada", ,Complejo: Aquic Udifluvents; Typic Udifluvents; Fluvaquentic Eutrudepts; Fluventic Eutrudepts; Typic Udorthents,"PM-4; CT-43; CT-42, PM-5; C-31, C-18; PM-25","30, 30, 20, 10, 10", ,5,Aquic_Udifluvents,Typic_Udifluvents,Fluvaquentic_Eutrudepts,Fluventic_Eutrudepts,Typic_Udorthents,NA,NA,NA,PM-4,CT-43,"CT-42, PM-5","C-31, C-18",PM-25,NA,NA,NA,30,30,20,10,10,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Cordoba
-1, ,RVK,RVKa, ,Calido humedo,Plano de inundacion,Sedimentos mixtos,"Muy superficiales a profundos, texturas gruesas y finas, buen drenaje en los bancos e imperfecto en arenas concavas, sujetos a inundaciones periodicas y encharcamientos de corta duracion, fertilidad alta a moderada", ,Complejo: Aquic Udifluvents; Typic Udifluvents; Fluvaquentic Eutrudepts; Fluventic Eutrudepts; Typic Udorthents,"PM-4; CT-43; CT-42, PM-5; C-31, C-18; PM-25","30, 30, 20, 10, 10", ,5,Aquic_Udifluvents,Typic_Udifluvents,Fluvaquentic_Eutrudepts,Fluventic_Eutrudepts,Typic_Udorthents,NA,NA,NA,PM-4,CT-43,"CT-42, PM-5","C-31, C-18",PM-25,NA,NA,NA,30,30,20,10,10,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Cordoba
-1, ,RVK,RVKa, ,Calido humedo,Plano de inundacion,Sedimentos mixtos,"Muy superficiales a profundos, texturas gruesas y finas, buen drenaje en los bancos e imperfecto en arenas concavas, sujetos a inundaciones periodicas y encharcamientos de corta duracion, fertilidad alta a moderada", ,Complejo: Aquic Udifluvents; Typic Udifluvents; Fluvaquentic Eutrudepts; Fluventic Eutrudepts; Typic Udorthents,"PM-4; CT-43; CT-42, PM-5; C-31, C-18; PM-25","30, 30, 20, 10, 10", ,5,Aquic_Udifluvents,Typic_Udifluvents,Fluvaquentic_Eutrudepts,Fluventic_Eutrudepts,Typic_Udorthents,NA,NA,NA,PM-4,CT-43,"CT-42, PM-5","C-31, C-18",PM-25,NA,NA,NA,30,30,20,10,10,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Cordoba
-1, ,RVK,RVKa, ,Calido humedo,Plano de inundacion,Sedimentos mixtos,"Muy superficiales a profundos, texturas gruesas y finas, buen drenaje en los bancos e imperfecto en arenas concavas, sujetos a inundaciones periodicas y encharcamientos de corta duracion, fertilidad alta a moderada", ,Complejo: Aquic Udifluvents; Typic Udifluvents; Fluvaquentic Eutrudepts; Fluventic Eutrudepts; Typic Udorthents,"PM-4; CT-43; CT-42, PM-5; C-31, C-18; PM-25","30, 30, 20, 10, 10", ,5,Aquic_Udifluvents,Typic_Udifluvents,Fluvaquentic_Eutrudepts,Fluventic_Eutrudepts,Typic_Udorthents,NA,NA,NA,PM-4,CT-43,"CT-42, PM-5","C-31, C-18",PM-25,NA,NA,NA,30,30,20,10,10,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Cordoba
-1, ,RVK,RVKa, ,Calido humedo,Plano de inundacion,Sedimentos mixtos,"Muy superficiales a profundos, texturas gruesas y finas, buen drenaje en los bancos e imperfecto en arenas concavas, sujetos a inundaciones periodicas y encharcamientos de corta duracion, fertilidad alta a moderada", ,Complejo: Aquic Udifluvents; Typic Udifluvents; Fluvaquentic Eutrudepts; Fluventic Eutrudepts; Typic Udorthents,"PM-4; CT-43; CT-42, PM-5; C-31, C-18; PM-25","30, 30, 20, 10, 10", ,5,Aquic_Udifluvents,Typic_Udifluvents,Fluvaquentic_Eutrudepts,Fluventic_Eutrudepts,Typic_Udorthents,NA,NA,NA,PM-4,CT-43,"CT-42, PM-5","C-31, C-18",PM-25,NA,NA,NA,30,30,20,10,10,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Cordoba
-1, ,RVK,RVKa, ,Calido humedo,Plano de inundacion,Sedimentos mixtos,"Muy superficiales a profundos, texturas gruesas y finas, buen drenaje en los bancos e imperfecto en arenas concavas, sujetos a inundaciones periodicas y encharcamientos de corta duracion, fertilidad alta a moderada", ,Complejo: Aquic Udifluvents; Typic Udifluvents; Fluvaquentic Eutrudepts; Fluventic Eutrudepts; Typic Udorthents,"PM-4; CT-43; CT-42, PM-5; C-31, C-18; PM-25","30, 30, 20, 10, 10", ,5,Aquic_Udifluvents,Typic_Udifluvents,Fluvaquentic_Eutrudepts,Fluventic_Eutrudepts,Typic_Udorthents,NA,NA,NA,PM-4,CT-43,"CT-42, PM-5","C-31, C-18",PM-25,NA,NA,NA,30,30,20,10,10,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Cordoba
-1, ,ZU,ZU, ,Zona urbana,Zona urbana,Zona urbana,Zona urbana, ,Zona urbana,Zona urbana,Zona urbana, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Cordoba
-1, ,ZU,ZU, ,Zona urbana,Zona urbana,Zona urbana,Zona urbana, ,Zona urbana,Zona urbana,Zona urbana, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Cordoba
-1, ,ZU,ZU, ,Zona urbana,Zona urbana,Zona urbana,Zona urbana, ,Zona urbana,Zona urbana,Zona urbana, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Cordoba
