OID,SIM_ANTI,UCS,UCS_F,PAISAJE,CLIMA,TIPO_RELIE,LITOLOGÍA,CARACTERÍ,CARACTER_1,COMPONENTE,PERFIL,PORCENTAJE,FASES,Conteo,Suelo1,Suelo2,Suelo3,Suelo4,Suelo5,Suelo6,Suelo7,Suelo8,Perfil1,Perfil2,Perfil3,Perfil4,Perfil5,Perfil6,Perfil7,Perfil8,Porcent1,Porcent2,Porcent3,Porcent4,Porcent5,Porcent6,Porcent7,Porcent8,Index_Taxo,Index_Prop,Unit_Carto,Departamen
-1,RVEa,RVE,RVE,Planicie,Calido humedo,Llanura fluvio deltaica,Depositos aluviales mezclados,Relieve plano convexo y concavo; reciben aportes periodicos de materiales,"Textura arcillosa neutros, pobremente drenados. Textura franca neutros, imperfectamente drenados. Textura fina, ligeramente acidos y ligera a moderadamente alcalinos; pobremente drenados. Superficiales, fertilidad moderada",Complejo: Aeric Tropic Fluvaquents; Aquic Tropopsamments; Aeric Tropaquepts,SM-45; N-12; E-21,"40, 30, 30",a,3,Aeric_Tropic_Fluvaquents,Aquic_Tropopsamments,Aeric_Tropaquepts,NA,NA,NA,NA,NA,SM-45,N-12,E-21,NA,NA,NA,NA,NA,40,30,30,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Sucre
-1,RVEa,RVE,RVE,Planicie,Calido humedo,Llanura fluvio deltaica,Depositos aluviales mezclados,Relieve plano convexo y concavo; reciben aportes periodicos de materiales,"Textura arcillosa neutros, pobremente drenados. Textura franca neutros, imperfectamente drenados. Textura fina, ligeramente acidos y ligera a moderadamente alcalinos; pobremente drenados. Superficiales, fertilidad moderada",Complejo: Aeric Tropic Fluvaquents; Aquic Tropopsamments; Aeric Tropaquepts,SM-45; N-12; E-21,"40, 30, 30",a,3,Aeric_Tropic_Fluvaquents,Aquic_Tropopsamments,Aeric_Tropaquepts,NA,NA,NA,NA,NA,SM-45,N-12,E-21,NA,NA,NA,NA,NA,40,30,30,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Sucre
-1,RVBa,RVB,RVB,Planicie,Calido humedo,Llanura fluvio deltaica,Depositos aluviales mezclados,Relieve plano concavo y convexo; areas depositacionales,"Pobremente drenados, muy superficiales, acidos. Bien drenados, profundos, neutros. Muy pobremente drenados, muy superficiales, moderadamente acidos. Textura arcillosa, fertilidad moderada",Complejo: Aeric Tropaquepts; Fluventic Eutropepts; Vertic Fluvaquents,E-16; SM-39; SM-38,"40, 30, 30","a, ax",3,Aeric_Tropaquepts,Fluventic_Eutropepts,Vertic_Fluvaquents,NA,NA,NA,NA,NA,E-16,SM-39,SM-38,NA,NA,NA,NA,NA,40,30,30,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Sucre
-1,RVAa,RVA,RVA,Planicie,Calido humedo,Terraza baja,Depositos aluviales finos,"Relieve plano, afectado por escurrimiento difuso","Pobremente drenados, fertilidad moderada. Imperfectamente drenados, fertilidad alta. Textura arcillosa muy fina, fuertemente acidos, muy superficiales",Asociacion: Vertic Tropaquepts; Aquic Hapluderts,SM-4; SM-2,"50, 50",a,2,Vertic_Tropaquepts,Aquic_Hapluderts,NA,NA,NA,NA,NA,NA,SM-4,SM-2,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Sucre
-1, ,RVB,RVBa,Planicie,"Calido, humedo y muy humedo",Plano deltaico,Aluviones,"Relieve ligeramente plano con pendientes 1-3%; muy superficiales; texturas arcillo limosa, franco limosa, franca; reaccion neutra a ligeramente alcalina; fertilidad natural moderada", ,Consociacion: Tropic Fluvaquents,PS-629,75, ,1,Tropic_Fluvaquents,NA,NA,NA,NA,NA,NA,NA,PS-629,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Santander
-1, ,PVA,PVAa,Piedemonte,"Calido, humedo y muy humedo",Abanicos torrenciales,"Arcillas, areniscas, arenas y cantos","Relieve ligeramente plano con pendientes 1-3% y ligeramente inclinado 3-7-12%; profundos; texturas franco limosa, franco arcillo limosa, arcillo limosa, arcillosa, franca, franco arcillo arenosa; reaccion extremada a fuertemente acida; saturaciones de", ,Consociacion: Oxic Dystropepts,PS-559,75, ,1,Oxic_Dystropepts,NA,NA,NA,NA,NA,NA,NA,PS-559,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,PVC,PVCb2,Piedemonte,"Calido, humedo y muy humedo",Abanicos torrenciales,"Arcillas, areniscas, arenas y cantos","Relieve ligeramente plano y ligeramente inclinado con pendientes 1-3-7%; profundos y moderadamente profundos; texturas franco arenosa, franco arcillo arenosa, arcillosa, arenosa franca, franco limosa; reaccion extremada a fuertemente acida; fertilidad", ,Asociacion: Oxic Dystropepts; Typic Tropopsamments; Fluventic Dystropepts,"ST-75, ST-105, ST-52","35, 30, 25", ,3,Oxic_Dystropepts,Typic_Tropopsamments,Fluventic_Dystropepts,NA,NA,NA,NA,NA,"ST-75, ST-105, ST-52",NA,NA,NA,NA,NA,NA,NA,35,30,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Santander
-1, ,RVB,RVBa,Planicie,"Calido, humedo y muy humedo",Plano deltaico,Aluviones,"Relieve ligeramente plano con pendientes 1-3%; muy superficiales; texturas arcillo limosa, franco limosa, franca; reaccion neutra a ligeramente alcalina; fertilidad natural moderada", ,Consociacion: Tropic Fluvaquents,PS-629,75, ,1,Tropic_Fluvaquents,NA,NA,NA,NA,NA,NA,NA,PS-629,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Santander
-1, ,RVC,RVCa,Planicie,"Calido, humedo y muy humedo",Plano deltaico,Aluviones,"Relieve ligeramente plano con pendientes 1-3%; muy superficiales, superficiales y moderadamente profundos; texturas arcillosa, franco arcillo limosa, franco limosa, arcillo limosa, franca, franco arcillosa; reaccion extremada a fuertemente acida y neut", ,Complejo: Vertic Fluvaquents; Fluvaquentic Eutropepts; Fluventic Dystropepts,"ST-43, ST-26, ST-8","40, 30, 25", ,3,Vertic_Fluvaquents,Fluvaquentic_Eutropepts,Fluventic_Dystropepts,NA,NA,NA,NA,NA,"ST-43, ST-26, ST-8",NA,NA,NA,NA,NA,NA,NA,40,30,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua, ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Santander
-1, ,RVC,RVCa,Planicie,"Calido, humedo y muy humedo",Plano deltaico,Aluviones,"Relieve ligeramente plano con pendientes 1-3%; muy superficiales, superficiales y moderadamente profundos; texturas arcillosa, franco arcillo limosa, franco limosa, arcillo limosa, franca, franco arcillosa; reaccion extremada a fuertemente acida y neut", ,Complejo: Vertic Fluvaquents; Fluvaquentic Eutropepts; Fluventic Dystropepts,"ST-43, ST-26, ST-8","40, 30, 25", ,3,Vertic_Fluvaquents,Fluvaquentic_Eutropepts,Fluventic_Dystropepts,NA,NA,NA,NA,NA,"ST-43, ST-26, ST-8",NA,NA,NA,NA,NA,NA,NA,40,30,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Santander
-1, ,PVC,PVCa,Piedemonte,"Calido, humedo y muy humedo",Abanicos torrenciales,"Arcillas, areniscas, arenas y cantos","Relieve ligeramente plano y ligeramente inclinado con pendientes 1-3-7%; profundos y moderadamente profundos; texturas franco arenosa, franco arcillo arenosa, arcillosa, arenosa franca, franco limosa; reaccion extremada a fuertemente acida; fertilidad", ,Asociacion: Oxic Dystropepts; Typic Tropopsamments; Fluventic Dystropepts,"ST-75, ST-105, ST-52","35, 30, 25", ,3,Oxic_Dystropepts,Typic_Tropopsamments,Fluventic_Dystropepts,NA,NA,NA,NA,NA,"ST-75, ST-105, ST-52",NA,NA,NA,NA,NA,NA,NA,35,30,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Santander
-1, ,PVB,PVBd2,Piedemonte,"Calido, humedo y muy humedo",Mesas y lomas,"Arcillas, abigarradas y cantos en matriz arenosa","Relieve ligeramente plano con pendientes 1-3% y ligera a fuertemente ondulado con pendientes 7-12-25%; profundos y texturas franco arenosa, franca, franco arcillo arenosa; reaccion extremada a muy fuertemente acida; fertilidad natural muy baja; erosio", ,Asociacion: Oxic Dystropepts; Typic Troporthents; Fluventic Dystropepts,"R-42, PS-487, ST-84","40, 35, 25", ,3,Oxic_Dystropepts,Typic_Troporthents,Fluventic_Dystropepts,NA,NA,NA,NA,NA,"R-42, PS-487, ST-84",NA,NA,NA,NA,NA,NA,NA,40,35,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Santander
-1, ,LVF,LVFa,Lomerio,"Calido, humedo y muy humedo",Vallecitos,Aluviales mixtos,"Relieve ligeramente plano y ligeramente inclinado con pendientes 1-3-7%; moderadamente profundos y muy superficiales; texturas franco arenosa, franca, franco arcillosa, franco arcillo limosa, arcillosa; reaccion fuerte a moderadamente acida y neutra; f", ,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,"PS-486, PS-613","50, 40", ,2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NA,NA,NA,NA,"PS-486, PS-613",NA,NA,NA,NA,NA,NA,NA,50,40,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Santander
-1, ,PVF,PVFa,Piedemonte,"Calido, humedo y muy humedo",Vallecitos,"Arenas, arcillas y aluviales","Relieve ligeramente plano con pendientes 1-3%; superficiales; texturas franco arcillo arenosa, franco arenosa, franco arcillosa, arcillosa; reaccion extremada a fuertemente acida, fertilidad natural muy baja", ,Complejo: Aquic Dystropepts; Aeric Tropaquepts,"PS-625, ST-55","45, 35", ,2,Aquic_Dystropepts,Aeric_Tropaquepts,NA,NA,NA,NA,NA,NA,"PS-625, ST-55",NA,NA,NA,NA,NA,NA,NA,45,35,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Santander
-1, ,RVC,RVCa,Planicie,"Calido, humedo y muy humedo",Plano deltaico,Aluviones,"Relieve ligeramente plano con pendientes 1-3%; muy superficiales, superficiales y moderadamente profundos; texturas arcillosa, franco arcillo limosa, franco limosa, arcillo limosa, franca, franco arcillosa; reaccion extremada a fuertemente acida y neut", ,Complejo: Vertic Fluvaquents; Fluvaquentic Eutropepts; Fluventic Dystropepts,"ST-43, ST-26, ST-8","40, 30, 25", ,3,Vertic_Fluvaquents,Fluvaquentic_Eutropepts,Fluventic_Dystropepts,NA,NA,NA,NA,NA,"ST-43, ST-26, ST-8",NA,NA,NA,NA,NA,NA,NA,40,30,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Santander
-1, ,LVB,LVBd3,Lomerio,"Calido, humedo y muy humedo",Lomas y colinas,"Arcillolitas, lulitas, areniscas y arcillas","Relieve ligero a moderado y fuertemente ondulado con pendientes 3-7-12-25% y fuertemente quebrado 25-50%; profundos hasta muy superficiales; texturas arcillo arenosa, arcillosa, franco arenosa, franco arcillosa, franco arcillosa arenosa, franca; reaccio", ,Asociacion: Oxic Dystropepts; Typic Troporthents; Typic Eutropepts,"PS-619, PS-617, PS-272","35, 30, 25", ,3,Oxic_Dystropepts,Typic_Troporthents,Typic_Eutropepts,NA,NA,NA,NA,NA,"PS-619, PS-617, PS-272",NA,NA,NA,NA,NA,NA,NA,35,30,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Santander
-1, ,LVB,LVBd3,Lomerio,"Calido, humedo y muy humedo",Lomas y colinas,"Arcillolitas, lulitas, areniscas y arcillas","Relieve ligero a moderado y fuertemente ondulado con pendientes 3-7-12-25% y fuertemente quebrado 25-50%; profundos hasta muy superficiales; texturas arcillo arenosa, arcillosa, franco arenosa, franco arcillosa, franco arcillosa arenosa, franca; reaccio", ,Asociacion: Oxic Dystropepts; Typic Troporthents; Typic Eutropepts,"PS-619, PS-617, PS-272","35, 30, 25", ,3,Oxic_Dystropepts,Typic_Troporthents,Typic_Eutropepts,NA,NA,NA,NA,NA,"PS-619, PS-617, PS-272",NA,NA,NA,NA,NA,NA,NA,35,30,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Santander
-1, ,PVC,PVCb2,Piedemonte,"Calido, humedo y muy humedo",Abanicos torrenciales,"Arcillas, areniscas, arenas y cantos","Relieve ligeramente plano y ligeramente inclinado con pendientes 1-3-7%; profundos y moderadamente profundos; texturas franco arenosa, franco arcillo arenosa, arcillosa, arenosa franca, franco limosa; reaccion extremada a fuertemente acida; fertilidad", ,Asociacion: Oxic Dystropepts; Typic Tropopsamments; Fluventic Dystropepts,"ST-75, ST-105, ST-52","35, 30, 25", ,3,Oxic_Dystropepts,Typic_Tropopsamments,Fluventic_Dystropepts,NA,NA,NA,NA,NA,"ST-75, ST-105, ST-52",NA,NA,NA,NA,NA,NA,NA,35,30,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Santander
-1, ,RVC,RVCa,Planicie,"Calido, humedo y muy humedo",Plano deltaico,Aluviones,"Relieve ligeramente plano con pendientes 1-3%; muy superficiales, superficiales y moderadamente profundos; texturas arcillosa, franco arcillo limosa, franco limosa, arcillo limosa, franca, franco arcillosa; reaccion extremada a fuertemente acida y neut", ,Complejo: Vertic Fluvaquents; Fluvaquentic Eutropepts; Fluventic Dystropepts,"ST-43, ST-26, ST-8","40, 30, 25", ,3,Vertic_Fluvaquents,Fluvaquentic_Eutropepts,Fluventic_Dystropepts,NA,NA,NA,NA,NA,"ST-43, ST-26, ST-8",NA,NA,NA,NA,NA,NA,NA,40,30,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Santander
-1, ,LVA,LVAd2,Lomerio,"Calido, humedo y muy humedo",Lomas y colinas,"Calizas, areniscas, arcillosas, alternancia de areniscas y arcillas","Relieve moderado y fuertemente ondulado 7-12-25%, fuertemente quebrado 25-50%; muy superficial a moderadamente profundos; texturas franca, franco arcillosa, franco arenosa, franco arcillo arenosa; reaccion muy fuerte a moderadamente acida; saturacion", ,Asociacion: Typic Dystropepts; Typic Troporthents; Typic Troporthents,"PS-485, PS-620, PS-278","40, 30, 25", ,3,Typic_Dystropepts,Typic_Troporthents,Typic_Troporthents,NA,NA,NA,NA,NA,"PS-485, PS-620, PS-278",NA,NA,NA,NA,NA,NA,NA,40,30,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Santander
-1, ,PVB,PVBd2,Piedemonte,"Calido, humedo y muy humedo",Mesas y lomas,"Arcillas, abigarradas y cantos en matriz arenosa","Relieve ligeramente plano con pendientes 1-3% y ligera a fuertemente ondulado con pendientes 7-12-25%; profundos y texturas franco arenosa, franca, franco arcillo arenosa; reaccion extremada a muy fuertemente acida; fertilidad natural muy baja; erosio", ,Asociacion: Oxic Dystropepts; Typic Troporthents; Fluventic Dystropepts,"R-42, PS-487, ST-84","40, 35, 25", ,3,Oxic_Dystropepts,Typic_Troporthents,Fluventic_Dystropepts,NA,NA,NA,NA,NA,"R-42, PS-487, ST-84",NA,NA,NA,NA,NA,NA,NA,40,35,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Santander
-1, ,RVB,RVBa,Planicie,"Calido, humedo y muy humedo",Plano deltaico,Aluviones,"Relieve ligeramente plano con pendientes 1-3%; muy superficiales; texturas arcillo limosa, franco limosa, franca; reaccion neutra a ligeramente alcalina; fertilidad natural moderada", ,Consociacion: Tropic Fluvaquents,PS-629,75, ,1,Tropic_Fluvaquents,NA,NA,NA,NA,NA,NA,NA,PS-629,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Santander
-1, ,RVC,RVCa,Planicie,"Calido, humedo y muy humedo",Plano deltaico,Aluviones,"Relieve ligeramente plano con pendientes 1-3%; muy superficiales, superficiales y moderadamente profundos; texturas arcillosa, franco arcillo limosa, franco limosa, arcillo limosa, franca, franco arcillosa; reaccion extremada a fuertemente acida y neut", ,Complejo: Vertic Fluvaquents; Fluvaquentic Eutropepts; Fluventic Dystropepts,"ST-43, ST-26, ST-8","40, 30, 25", ,3,Vertic_Fluvaquents,Fluvaquentic_Eutropepts,Fluventic_Dystropepts,NA,NA,NA,NA,NA,"ST-43, ST-26, ST-8",NA,NA,NA,NA,NA,NA,NA,40,30,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Santander
-1, ,LVF,LVFa,Lomerio,"Calido, humedo y muy humedo",Vallecitos,Aluviales mixtos,"Relieve ligeramente plano y ligeramente inclinado con pendientes 1-3-7%; moderadamente profundos y muy superficiales; texturas franco arenosa, franca, franco arcillosa, franco arcillo limosa, arcillosa; reaccion fuerte a moderadamente acida y neutra; f", ,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,"PS-486, PS-613","50, 40", ,2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NA,NA,NA,NA,"PS-486, PS-613",NA,NA,NA,NA,NA,NA,NA,50,40,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Complejo,Santander
-1, ,LVB,LVBd2,Lomerio,"Calido, humedo y muy humedo",Lomas y colinas,"Arcillolitas, lulitas, areniscas y arcillas","Relieve ligero a moderado y fuertemente ondulado con pendientes 3-7-12-25% y fuertemente quebrado 25-50%; profundos hasta muy superficiales; texturas arcillo arenosa, arcillosa, franco arenosa, franco arcillosa, franco arcillosa arenosa, franca; reaccio", ,Asociacion: Oxic Dystropepts; Typic Troporthents; Typic Eutropepts,"PS-619, PS-617, PS-272","35, 30, 25", ,3,Oxic_Dystropepts,Typic_Troporthents,Typic_Eutropepts,NA,NA,NA,NA,NA,"PS-619, PS-617, PS-272",NA,NA,NA,NA,NA,NA,NA,35,30,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Santander
-1, ,LVB,LVBd3,Lomerio,"Calido, humedo y muy humedo",Lomas y colinas,"Arcillolitas, lulitas, areniscas y arcillas","Relieve ligero a moderado y fuertemente ondulado con pendientes 3-7-12-25% y fuertemente quebrado 25-50%; profundos hasta muy superficiales; texturas arcillo arenosa, arcillosa, franco arenosa, franco arcillosa, franco arcillosa arenosa, franca; reaccio", ,Asociacion: Oxic Dystropepts; Typic Troporthents; Typic Eutropepts,"PS-619, PS-617, PS-272","35, 30, 25", ,3,Oxic_Dystropepts,Typic_Troporthents,Typic_Eutropepts,NA,NA,NA,NA,NA,"PS-619, PS-617, PS-272",NA,NA,NA,NA,NA,NA,NA,35,30,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Santander
-1, ,PVA,PVAb2,Piedemonte,"Calido, humedo y muy humedo",Abanicos torrenciales,"Arcillas, areniscas, arenas y cantos","Relieve ligeramente plano con pendientes 1-3% y ligeramente inclinado 3-7-12%; profundos; texturas franco limosa, franco arcillo limosa, arcillo limosa, arcillosa, franca, franco arcillo arenosa; reaccion extremada a fuertemente acida; saturaciones de", ,Consociacion: Oxic Dystropepts,PS-559,75, ,1,Oxic_Dystropepts,NA,NA,NA,NA,NA,NA,NA,PS-559,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Santander
-1, ,LVB,LVBc2,Lomerio,"Calido, humedo y muy humedo",Lomas y colinas,"Arcillolitas, lulitas, areniscas y arcillas","Relieve ligero a moderado y fuertemente ondulado con pendientes 3-7-12-25% y fuertemente quebrado 25-50%; profundos hasta muy superficiales; texturas arcillo arenosa, arcillosa, franco arenosa, franco arcillosa, franco arcillosa arenosa, franca; reaccio", ,Asociacion: Oxic Dystropepts; Typic Troporthents; Typic Eutropepts,"PS-619, PS-617, PS-272","35, 30, 25", ,3,Oxic_Dystropepts,Typic_Troporthents,Typic_Eutropepts,NA,NA,NA,NA,NA,"PS-619, PS-617, PS-272",NA,NA,NA,NA,NA,NA,NA,35,30,25,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Santander
