OBJECTID,UCS,UCS_F,FASES,UCS_TIPO,DEPARTAMENTO,PAISAJE,CLIMA,TIPO_RELIEVE,LITOLOGIA,CARACTERISTICAS,PERFIL,PERFIL1,PERFIL2,PERFIL3,PERFIL4,AÅREA_ha,NUM_SUELO,SUELO1,SUELO2,SUELO3,SUELO4,PORC1,PORC2,PORC3,PORC4
1118,MVD,MVDf2,"c, d, d2, f, f2",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-237; T-238; 18,T-237,T-238,18,NA,350.7338921,4,Typic_Dystrudepts,Typic_Kandiudox,Lithic_Udorthents,Oxic_Dystrudepts,40,40,10,NA
1119,MVA,MVAg,"c, d, e, e2, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Filas_y_vigas,Granitos_y_neiss_con_inclusiones_de_areniscas_sobre_arcillolitas,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",73; T-232; T-247,73,T-232,T-247,NA,291.1711865,3,Typic_Dystrudepts,Oxic_Dystrudepts,Inceptic_Hapludox,NA,50,40,10,NA
1120,MVA,MVAg,"c, d, e, e2, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Filas_y_vigas,Granitos_y_neiss_con_inclusiones_de_areniscas_sobre_arcillolitas,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",73; T-232; T-247,73,T-232,T-247,NA,2686.480714,3,Typic_Dystrudepts,Oxic_Dystrudepts,Inceptic_Hapludox,NA,50,40,10,NA
1121,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,102.5858362,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
1124,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,158.752939,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1140,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,139.2797111,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1141,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,47.17448322,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1142,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,25.49309805,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1143,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,28.41160946,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1144,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,28.35815032,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1145,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,59.8793321,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1146,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,31.002651,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1147,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,132.093807,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1150,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,38.19567489,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
156,MPA,MPAd,"c, d, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Templado_muy_humedo_y_humedo,Filas_y_vigas,Materiales_metamorficos_(granulitas_y_pegmattas),"Bien_drenados,_moderadamente_profundos_a_superficiales,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",59; T-246; T-257,59,T-246,T-257,NA,230.596037,3,Typic_Udorthents,Lithic_Udorthents,Typic_Dystrudepts,NA,40,30,30,NA
158,VVD,VVDa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_alta,Depositos_aluviales_finos_y_medios,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_moderada_a_baja_capacidad_de_intercambio_cationico._Fertilidad_baja",CQ-63; CQ-45; CQ-18,CQ-63,CQ-45,CQ-18,NA,123.241259,4,Typic_Hapludox,Typic_Kandiudox,Typic_Humaquepts,Typic_Dystrudepts,50,20,20,10
159,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,161.177039,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
160,MVB,MVBd,"d, d2, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Crestones,Estratos_de_areniscas_con_alternancia_de_arcillolitas_y_conglomerados,"Bien_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",145; CQ-72; 76,145,CQ-72,76,NA,1073.903116,3,Typic_Udipsamments,Oxic_Dystrudepts,Typic_Kandiudox,NA,40,40,20,NA
161,MVE,MVEa,"a, b",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Vallecitos,"Sedimentos_aluviales_
medios","Bien_e_imperfectamente_drenados,_moderadamente_profundos_a_profundos,_muy_fuertemente_acidos,_con_moderada_saturacion_de_aluminio._Fertilidad_baja",CQ-73; CQ-53; T-206,CQ-73,CQ-53,T-206,NA,741.9488767,3,Fluventic_Dystrudepts,Oxyaquic_Udifluvents,Typic_Udifluvents,NA,50,30,20,NA
162,PVB,PVBa,"a, b, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Abanicos_subrecientes,Sedimentos_coluvio_aluviales_finos,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-233; T207; CQ-13,T-233,T207,CQ-13,NA,3141.066196,4,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Humaquepts,Typic_Paleudults,40,30,20,NA
163,PVA,PVAc,"a, b, c",Asociacion,Caqueta,Piedemonte_aluvial,Calido_humedo,Abanicos_antiguos,Sedimentos_coluvio_aluviales_mixtos,"Moderadamente_bien_drenados_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",T-204; CQ-34; CQ-33,T-204,CQ-34,CQ-33,NA,1206.100785,3,Typic_Hapludults,Typic_Kandiudox,Typic_Humaquepts,NA,40,30,30,NA
164,VUC,VUCa,b,Asociacion,Caqueta,Valle_aluvial,Calido_muy_humedo,Terraza_alta,Sedimentos_aluviales_finos_y_moderadamente_finos_sobre_capas_de_materiales_heterometricos_de_gran_espesor,"Bien_a_pobremente_drenados,_moderadamente_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-6; CQ-27,CQ-6,CQ-27,NA,NA,45.05225415,2,Typic_Hapludults,Typic_Endoaquepts,NA,NA,60,40,NA,NA
166,LVC,LVCa,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,1601.046886,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
799,LVC,LVCc,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,3798.335781,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
800,VVC,VVCa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_media,"Sedimentos_aluviales_finos_y_moderadamente_finos,_en_sectores_hay_depositos_de_arena_y_cascajo","Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-41; CQ-64; CQ-19,CQ-41,CQ-64,CQ-19,NA,416.7057347,3,Typic_Dystrudepts,Oxyaquic_Dystrudepts,Typic_Humudepts,NA,40,20,40,NA
174,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,361.0130454,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
178,LVD,LVDb,"a, b, c, d, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_mesas,Arcillolitas_y_lodolitas_que_alternan_con_arenas_ferruginosas_de_la_formacion_Orito,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_baja_saturacion_de_bases._Fertilidad_baja",CQ-43; CQ-44,CQ-43,CQ-44,NA,NA,5683.582015,2,Plintic_Hapludox,Typic_Udipsamments,NA,NA,60,40,NA,NA
179,VVD,VVDa,"a, b",Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Terraza_alta,Depositos_aluviales_finos_y_medios,"Bien_a_pobremente_drenados,_profundos_a_superficiales,_extremada_a_fuertemente_acidos,_moderada_a_baja_capacidad_de_intercambio_cationico._Fertilidad_baja",CQ-63; CQ-45; CQ-18,CQ-63,CQ-45,CQ-18,NA,588.5972883,4,Typic_Hapludox,Typic_Kandiudox,Typic_Humaquepts,Typic_Dystrudepts,50,20,20,10
182,VVB,VVBai,ai,Asociacion,Caqueta,Valle_aluvial,Calido_humedo,Plano_de_inundacion,Depositos_organicos_con_alternancia_de_materiales_aluviales_finos,"Pobremente_drenados,_superficiales,_extremada_a_muy_fuertemente_acidos._Fertilidad_baja",CQ-36; CQ-16,CQ-36,CQ-16,NA,NA,240.5686316,2,Typic_Endoaquepts,Typic_Humaquepts,NA,NA,60,40,NA,NA
183,LVC,LVCa,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,873.6477028,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
184,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,523.9140985,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
185,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,2026.363174,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
186,MVE,MVEa,"a, b",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Vallecitos,"Sedimentos_aluviales_
medios","Bien_e_imperfectamente_drenados,_moderadamente_profundos_a_profundos,_muy_fuertemente_acidos,_con_moderada_saturacion_de_aluminio._Fertilidad_baja",CQ-73; CQ-53; T-206,CQ-73,CQ-53,T-206,NA,346.9802904,3,Fluventic_Dystrudepts,Oxyaquic_Udifluvents,Typic_Udifluvents,NA,50,30,20,NA
188,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,5219.43538,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
189,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,385.971613,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
190,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,63.2311184,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
191,LVA,LVAb,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,197.4905392,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
193,LVA,LVAb,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,323.8302304,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
517,MVC,MVCf,"d, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Hogbacks_y_espinazos,"Estratos_fuertemente_basculados_de_areniscas,_arcillolitas_y_conglomerados","Bien_drenados,_moderadamente_profundos_a_superficiales,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",78; T-234; 141,78,T-234,141,NA,2118.856233,3,Lithic_Dystrudepts,Lithic_Udorthents,Oxic_Dystrudepts,NA,50,30,20,NA
522,MPA,MPAd,"c, d, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Templado_muy_humedo_y_humedo,Filas_y_vigas,Materiales_metamorficos_(granulitas_y_pegmattas),"Bien_drenados,_moderadamente_profundos_a_superficiales,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",59; T-246; T-257,59,T-246,T-257,NA,540.4745196,3,Typic_Udorthents,Lithic_Udorthents,Typic_Dystrudepts,NA,40,30,30,NA
523,MPA,MPAd,"c, d, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Templado_muy_humedo_y_humedo,Filas_y_vigas,Materiales_metamorficos_(granulitas_y_pegmattas),"Bien_drenados,_moderadamente_profundos_a_superficiales,_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",59; T-246; T-257,59,T-246,T-257,NA,44.96959721,3,Typic_Udorthents,Lithic_Udorthents,Typic_Dystrudepts,NA,40,30,30,NA
524,MUB,MUBc,"c, e, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_muy_humedo,Hogbacks_y_espinazos,"Estratos_fuertemente_basculados_de_areniscas,_arcillolitas_y_conglomerados","Bien_a_excesivamente_drenados,_moderadamente_profundos_a_superficiales,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",CQ-3; T-244,CQ-3,T-244,NA,NA,150.4859064,3,Lithic_Udorthents,Typic_Dystrudepts,Afloramientos_rocosos,NA,50,40,10,NA
525,LUA,LUAc,"c, c2, d2, e2",Asociacion,Caqueta,Lomerio,Calido_muy_humedo,Lomas_y_colinas,Arcillolitas_y_lodolitas_altamente_meteorizadas,"Bien_drenados,_moderadamente_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_bases_totales_bajas._Fertilidad_muy_baja",T-201; T-221; T-241,T-201,T-221,T-241,NA,931.4206334,3,Typic_Hapludults,Typic_Kandiudults,Oxic_Dystrudepts,NA,40,30,30,NA
228,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,2755.972956,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
230,LVD,LVDb,"a, b, c, d, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_mesas,Arcillolitas_y_lodolitas_que_alternan_con_arenas_ferruginosas_de_la_formacion_Orito,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_baja_saturacion_de_bases._Fertilidad_baja",CQ-43; CQ-44,CQ-43,CQ-44,NA,NA,249.2582435,2,Plintic_Hapludox,Typic_Udipsamments,NA,NA,60,40,NA,NA
231,MVA,MVAe,"c, d, e, e2, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Filas_y_vigas,Granitos_y_neiss_con_inclusiones_de_areniscas_sobre_arcillolitas,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",73; T-232; T-247,73,T-232,T-247,NA,4646.872554,3,Typic_Dystrudepts,Oxic_Dystrudepts,Inceptic_Hapludox,NA,50,40,10,NA
232,MVA,MVAe,"c, d, e, e2, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Filas_y_vigas,Granitos_y_neiss_con_inclusiones_de_areniscas_sobre_arcillolitas,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",73; T-232; T-247,73,T-232,T-247,NA,125.4767107,3,Typic_Dystrudepts,Oxic_Dystrudepts,Inceptic_Hapludox,NA,50,40,10,NA
233,MVA,MVAf,"c, d, e, e2, f, f2, g",Asociacion,Caqueta,Montana_estructural_erosional,Calido_humedo,Filas_y_vigas,Granitos_y_neiss_con_inclusiones_de_areniscas_sobre_arcillolitas,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio._Fertilidad_baja",73; T-232; T-247,73,T-232,T-247,NA,38166.0626,3,Typic_Dystrudepts,Oxic_Dystrudepts,Inceptic_Hapludox,NA,50,40,10,NA
236,LVC,LVCb,"a, b, c, c2",Asociacion,Caqueta,Lomerio,Calido_humedo,Mesas,Arcillolitas_y_lodolitas_altamente_alteradas,"Bien_a_pobremente_drenados,_profundos_a_muy_superficiales,_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",CQ-70; 138; CQ-20,CQ-70,138,CQ-20,NA,740.6201973,3,Typic_Hapludox,Typic_Hapludults,Typic_Humaquepts,NA,40,30,30,NA
1064,LVD,LVDc,"a, b, c, d, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_mesas,Arcillolitas_y_lodolitas_que_alternan_con_arenas_ferruginosas_de_la_formacion_Orito,"Bien_drenados,_profundos,_muy_fuertemente_acidos,_alta_saturacion_de_aluminio,_baja_saturacion_de_bases._Fertilidad_baja",CQ-43; CQ-44,CQ-43,CQ-44,NA,NA,3240.710574,2,Plintic_Hapludox,Typic_Udipsamments,NA,NA,60,40,NA,NA
1217,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,801.047691,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
1218,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,104.6052739,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
1219,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,192.5972522,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1220,LVB,LVBai,ai,Asociacion,Caqueta,Lomerio,Calido_humedo,Depresion,Depositos_organicos_poco_descompuestos_sobre_arcillas_gleizadas,"Muy_pobremente_drenados,_muy_superficiales,_extremadamente_acidos._Fertilidad_muy_baja",CQ-11; CQ-12,CQ-11,CQ-12,NA,NA,62.94322377,2,Typic_Humaquepts,Hidric_Haplofibrists,NA,NA,60,40,NA,NA
1222,LVA,LVAc,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,28.41874655,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
1225,LVA,LVAc2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,22252.72181,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
249,LVA,LVAd2,"b, c, c2, d, d2, e, e2",Asociacion,Caqueta,Lomerio,Calido_humedo,Lomas_y_colinas,Arcillas_abigarradas_de_la_formacion_Orito_y_Terciario_superior,"Bien_drenados,_moderadamente_profundos_a_profundos,_muy_fuerte_a_extremadamente_acidos,_alta_saturacion_de_aluminio._Fertilidad_muy_baja",T-250; T-225; CQ-135; CQ-52,T-250,T-225,CQ-135,CQ-52,510.1960643,4,Typic_Paleudults,Typic_Hapludults,Oxic_Dystrudepts,Aeric_Endoaquents,40,40,10,10
254,LVE,LVEai,"ai, b",Asociacion,Caqueta,Lomerio,Calido_humedo,Vallecitos,Sedimentos_coluvio_aluviales_heterometricos,"Pobre_a_moderadamente_bien_drenados,_muy_superficiales_a_moderadamente_profundos,_extremadamente_acidos._Fertilidad_baja",CQ-134; T-224; 103,CQ-134,T-224,103,NA,59.80344785,3,Typic_Endoaquepts,Typic_Epiaquepts,Aquic_Udifluvents,NA,40,30,30,NA
