OID,OBJECTID,UCS,UCS_F,PAISAJE,CLIMA,TIPO_RELIE,LITOLOGIA,CARACTERÍ,CARACTER_1,COMPONENTE,PERFIL,PORCENTAJE,USO_ACTUAL,Conteo,Suelo1,Suelo2,Suelo3,Suelo4,Perfil1,Perfil2,Perfil3,Perfil4,Porcent1,Porcent2,Porcent3,Porcent4,Index_Taxo,Index_Prop,Unit_Carto,DEPARTAMENTO
-1,1094,VWC,VWCb2,Valle aluvial,Calido seco,Terraza baja,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a superficiales, imperfectos a bien drenados, texturas  finas a moderadamente gruesas, fuertemente acidos a moderadamente alcalinos, erosion moderada y fertilidad moderada a alta",Asociacion: Typic Haplustalfs; Typic Haplusterts; Typic Ustorthents,CC-17; CC-45; CC-87,"50, 30, 20", ,3,Typic_Haplustalfs,Typic_Haplusterts,Typic_Ustorthents,NA,CC-17,CC-45,CC-87,NA,50,30,20,NA, , ,Asociacion,Cauca
-1,1131,MQB,MQBgr,Montaña estructural erosional,Templado humedo,Filas y vigas,"Capas de cenizas que sepultan rocas igneas (basaltos, granodioritas y cuarzodioritas)",N/A,"Profundos a moderadamente profundos, bien drenados, texturas moderadamente finas a moderadamente gruesas, muy fuerte a fuertemente acidos, erosion moderada a severa y fertilidad baja",Asociacion: Typic Dystrudepts; Typic Hapludands; Typic Fulvudands; Afloramientos rocosos,"CC-25; CC-46, CC-41; CC-61","35, 35, 20, 10", ,4,Typic_Dystrudepts,Typic_Hapludands,Typic_Fulvudands,Afloramientos_rocosos,CC-25,"CC-46, CC-41",CC-61,NA,35,35,20,10, , ,Asociacion,Cauca
-1,1132,MQB,MQBe2,Montaña estructural erosional,Templado humedo,Filas y vigas,"Capas de cenizas que sepultan rocas igneas (basaltos, granodioritas y cuarzodioritas)",N/A,"Profundos a moderadamente profundos, bien drenados, texturas moderadamente finas a moderadamente gruesas, muy fuerte a fuertemente acidos, erosion moderada a severa y fertilidad baja",Asociacion: Typic Dystrudepts; Typic Hapludands; Typic Fulvudands; Afloramientos rocosos,"CC-25; CC-46, CC-41; CC-61","35, 35, 20, 10", ,4,Typic_Dystrudepts,Typic_Hapludands,Typic_Fulvudands,Afloramientos_rocosos,CC-25,"CC-46, CC-41",CC-61,NA,35,35,20,10, , ,Asociacion,Cauca
-1,1133,MQA,MQAg2r,Montaña estructural erosional,Templado humedo,Filas y vigas,Rocas sedimentarias (areniscas y lutitas),N/A,"Moderadamente profundos a superficiales, bien drenados, texturas moderadamente gruesas a moderadamente finas, muy fuerte a moderamente acidos, erosion ligera a severa y fertilidad moderada a baja",Asociacion: Typic Dystrudepts; Typic Hapludolls; Lithic Udorthents; Afloramientos rocosos,"CC-19, C-69; CHC-106; CHC-119","40, 30, 20, 10", ,4,Typic_Dystrudepts,Typic_Hapludolls,Lithic_Udorthents,Afloramientos_rocosos,"CC-19, C-69",CHC-106,CHC-119,NA,40,30,20,10, , ,Asociacion,Cauca
-1,1134,MQB,MQBe,Montaña estructural erosional,Templado humedo,Filas y vigas,"Capas de cenizas que sepultan rocas igneas (basaltos, granodioritas y cuarzodioritas)",N/A,"Profundos a moderadamente profundos, bien drenados, texturas moderadamente finas a moderadamente gruesas, muy fuerte a fuertemente acidos, erosion moderada a severa y fertilidad baja",Asociacion: Typic Dystrudepts; Typic Hapludands; Typic Fulvudands; Afloramientos rocosos,"CC-25; CC-46, CC-41; CC-61","35, 35, 20, 10", ,4,Typic_Dystrudepts,Typic_Hapludands,Typic_Fulvudands,Afloramientos_rocosos,CC-25,"CC-46, CC-41",CC-61,NA,35,35,20,10, , ,Asociacion,Cauca
-1,1135,MRA,MRAe2,Montaña estructural erosional,Templado seco,Filas y vigas,Capas de cenizas volcanicas sobre diabasas y basaltos,N/A,"Moderadamente profundos a superficiales, bien drenados, texturas moderadamente gruesas a finas, muy fuerte a fuertemente acidos, alta saturacion de aluminio, erosion ligera a severa y fertilidad baja",Asociacion: Oxic Dystrustepts; Typic Haplustands; Lithic Ustorthents; Afloramientos rocosos,CC-03; CC-27; PC-150,"40, 30, 25, 5", ,4,Oxic_Dystrustepts,Typic_Haplustands,Lithic_Ustorthents,Afloramientos_rocosos,CC-03,CC-27,PC-150,NA,40,30,25,5, , ,Asociacion,Cauca
-1,1143,ARB,ARBd2,Altiplanicie volcano-erosional,Templado seco,Mesas o mesetas,Rocas igneas que alternan con materiales sedimentarios (tobas y areniscas),N/A,"Superficiales a moderadamente profundos, bien drenados, texturas moderadamente gruesas a moderadamente finas gravillosas, fuerte a ligeramente acidos, erosion moderada y fertilidad moderada",Asociacion: Typic Haplustepts; Typic Haplustalfs; Lithic Argiustolls,CC-43; CC-44; P-324,"40, 40, 20", ,3,Typic_Haplustepts,Typic_Haplustalfs,Lithic_Argiustolls,NA,CC-43,CC-44,P-324,NA,40,40,20,NA, , ,Asociacion,Cauca
-1,1145,MQF,MQFc,Montaña fluvio-gravitacional,Templado humedo,Coladas de solifluxion,Rocas mixtas con predominio de areniscas y porfidos,N/A,"Moderadamente profundos, bien drenados, texturas moderadamente finas y medias, muy fuerte a ligeramente acidos y fertilidad alta a moderada",Complejo: Typic Hapludolls; Typic Hapludalfs,P-266; P-267,"50, 50", ,2,Typic_Hapludolls,Typic_Hapludalfs,NA,NA,P-266,P-267,NA,NA,50,50,NA,NA, , ,Complejo,Cauca
-1,1146,MRD,MRDc,Montaña fluvio-gravitacional,Templado seco,Coladas de solifluxion,Rocas igneas que alternan con materiales metamorficos,N/A,"Superficiales, moderados a bien drenados, texturas moderadamente finas a finas gravillosas, fuertemente acidos a neutros y fertilidad moderada",Asociacion: Typic Ustorthents; Udic Argiustolls,P-260; P-261,"50, 50", ,2,Typic_Ustorthents,Udic_Argiustolls,NA,NA,P-260,P-261,NA,NA,50,50,NA,NA, , ,Asociacion,Cauca
-1,1152,MQE,MQEd2r,Montaña fluvio-gravitacional,Templado humedo,Coladas de solifluxion,"Capas de cenizas volcanicas discontinuas que cubren diabasas, esquistos y porfidos",N/A,"Profundos a moderadamente profundos, bien drenados, texturas moderadamente gruesas a finas, extremada a fuertemente acidos, erosion ligera a severa y fertilidad baja a muy baja",Complejo: Typic Dystrudepts; Typic Hapludands; Andic Dystrudepts; Afloramientos rocosos,CC-18; P-246; P-265,"40, 30, 20, 10", ,4,Typic_Dystrudepts,Typic_Hapludands,Andic_Dystrudepts,Afloramientos_rocosos,CC-18,P-246,P-265,NA,40,30,20,10, , ,Complejo,Cauca
-1,1180,VWA,VWAa,Valle aluvial,Calido seco,Vegas,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a muy superficiales, muy pobre a bien a drenados, texturas moderadamente gruesas a medias, fuertemente acidos a ligeramente alcalinos y fertilidad moderada a alta",Asociacion: Aquic Ustifluvents; Typic Fluvaquents; Typic Ustorthents,CC-14; P-339; P-274,"40, 30, 30", ,3,Aquic_Ustifluvents,Typic_Fluvaquents,Typic_Ustorthents,NA,CC-14,P-339,P-274,NA,40,30,30,NA, , ,Asociacion,Cauca
-1,1181,VWA,VWAa,Valle aluvial,Calido seco,Vegas,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a muy superficiales, muy pobre a bien a drenados, texturas moderadamente gruesas a medias, fuertemente acidos a ligeramente alcalinos y fertilidad moderada a alta",Asociacion: Aquic Ustifluvents; Typic Fluvaquents; Typic Ustorthents,CC-14; P-339; P-274,"40, 30, 30", ,3,Aquic_Ustifluvents,Typic_Fluvaquents,Typic_Ustorthents,NA,CC-14,P-339,P-274,NA,40,30,30,NA, , ,Asociacion,Cauca
-1,1183,LWE,LWEc,Lomerio erosional estructural,Calido seco,Lomas y colinas,Rocas igneas afaniticas y porfiriticas,N/A,"Moderadamente profundos a muy superficiales, bien drenados, texturas medias a finas, muy fuerte a ligeramente acidos, erosion moderada a severa y fertilidad alta a baja",Asociacion: Typic Haplustolls; Typic Dystrustepts; Lithic Haplustolls; Afloramientos rocosos,"CC-42, CC-73; CC-68","35, 35, 20, 10", ,4,Typic_Haplustolls,Typic_Dystrustepts,Lithic_Haplustolls,Afloramientos_rocosos,"CC-42, CC-73",CC-68,NA,NA,35,35,20,10, , ,Asociacion,Cauca
-1,1184,LWE,LWEc,Lomerio erosional estructural,Calido seco,Lomas y colinas,Rocas igneas afaniticas y porfiriticas,N/A,"Moderadamente profundos a muy superficiales, bien drenados, texturas medias a finas, muy fuerte a ligeramente acidos, erosion moderada a severa y fertilidad alta a baja",Asociacion: Typic Haplustolls; Typic Dystrustepts; Lithic Haplustolls; Afloramientos rocosos,"CC-42, CC-73; CC-68","35, 35, 20, 10", ,4,Typic_Haplustolls,Typic_Dystrustepts,Lithic_Haplustolls,Afloramientos_rocosos,"CC-42, CC-73",CC-68,NA,NA,35,35,20,10, , ,Asociacion,Cauca
-1,1185,ARB,ARBd2,Altiplanicie volcano-erosional,Templado seco,Mesas o mesetas,Rocas igneas que alternan con materiales sedimentarios (tobas y areniscas),N/A,"Superficiales a moderadamente profundos, bien drenados, texturas moderadamente gruesas a moderadamente finas gravillosas, fuerte a ligeramente acidos, erosion moderada y fertilidad moderada",Asociacion: Typic Haplustepts; Typic Haplustalfs; Lithic Argiustolls,CC-43; CC-44; P-324,"40, 40, 20", ,3,Typic_Haplustepts,Typic_Haplustalfs,Lithic_Argiustolls,NA,CC-43,CC-44,P-324,NA,40,40,20,NA, , ,Asociacion,Cauca
-1,1186,VWA,VWAa,Valle aluvial,Calido seco,Vegas,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a muy superficiales, muy pobre a bien a drenados, texturas moderadamente gruesas a medias, fuertemente acidos a ligeramente alcalinos y fertilidad moderada a alta",Asociacion: Aquic Ustifluvents; Typic Fluvaquents; Typic Ustorthents,CC-14; P-339; P-274,"40, 30, 30", ,3,Aquic_Ustifluvents,Typic_Fluvaquents,Typic_Ustorthents,NA,CC-14,P-339,P-274,NA,40,30,30,NA, , ,Asociacion,Cauca
-1,1187,VWA,VWAa,Valle aluvial,Calido seco,Vegas,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a muy superficiales, muy pobre a bien a drenados, texturas moderadamente gruesas a medias, fuertemente acidos a ligeramente alcalinos y fertilidad moderada a alta",Asociacion: Aquic Ustifluvents; Typic Fluvaquents; Typic Ustorthents,CC-14; P-339; P-274,"40, 30, 30", ,3,Aquic_Ustifluvents,Typic_Fluvaquents,Typic_Ustorthents,NA,CC-14,P-339,P-274,NA,40,30,30,NA, , ,Asociacion,Cauca
-1,1188,VWA,VWAa,Valle aluvial,Calido seco,Vegas,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a muy superficiales, muy pobre a bien a drenados, texturas moderadamente gruesas a medias, fuertemente acidos a ligeramente alcalinos y fertilidad moderada a alta",Asociacion: Aquic Ustifluvents; Typic Fluvaquents; Typic Ustorthents,CC-14; P-339; P-274,"40, 30, 30", ,3,Aquic_Ustifluvents,Typic_Fluvaquents,Typic_Ustorthents,NA,CC-14,P-339,P-274,NA,40,30,30,NA, , ,Asociacion,Cauca
-1,1189,VWA,VWAa,Valle aluvial,Calido seco,Vegas,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a muy superficiales, muy pobre a bien a drenados, texturas moderadamente gruesas a medias, fuertemente acidos a ligeramente alcalinos y fertilidad moderada a alta",Asociacion: Aquic Ustifluvents; Typic Fluvaquents; Typic Ustorthents,CC-14; P-339; P-274,"40, 30, 30", ,3,Aquic_Ustifluvents,Typic_Fluvaquents,Typic_Ustorthents,NA,CC-14,P-339,P-274,NA,40,30,30,NA, , ,Asociacion,Cauca
-1,1190,VWA,VWAa,Valle aluvial,Calido seco,Vegas,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a muy superficiales, muy pobre a bien a drenados, texturas moderadamente gruesas a medias, fuertemente acidos a ligeramente alcalinos y fertilidad moderada a alta",Asociacion: Aquic Ustifluvents; Typic Fluvaquents; Typic Ustorthents,CC-14; P-339; P-274,"40, 30, 30", ,3,Aquic_Ustifluvents,Typic_Fluvaquents,Typic_Ustorthents,NA,CC-14,P-339,P-274,NA,40,30,30,NA, , ,Asociacion,Cauca
-1,1191,LWE,LWEe3r,Lomerio erosional estructural,Calido seco,Lomas y colinas,Rocas igneas afaniticas y porfiriticas,N/A,"Moderadamente profundos a muy superficiales, bien drenados, texturas medias a finas, muy fuerte a ligeramente acidos, erosion moderada a severa y fertilidad alta a baja",Asociacion: Typic Haplustolls; Typic Dystrustepts; Lithic Haplustolls; Afloramientos rocosos,"CC-42, CC-73; CC-68","35, 35, 20, 10", ,4,Typic_Haplustolls,Typic_Dystrustepts,Lithic_Haplustolls,Afloramientos_rocosos,"CC-42, CC-73",CC-68,NA,NA,35,35,20,10, , ,Asociacion,Cauca
-1,1193,VWA,VWAa,Valle aluvial,Calido seco,Vegas,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a muy superficiales, muy pobre a bien a drenados, texturas moderadamente gruesas a medias, fuertemente acidos a ligeramente alcalinos y fertilidad moderada a alta",Asociacion: Aquic Ustifluvents; Typic Fluvaquents; Typic Ustorthents,CC-14; P-339; P-274,"40, 30, 30", ,3,Aquic_Ustifluvents,Typic_Fluvaquents,Typic_Ustorthents,NA,CC-14,P-339,P-274,NA,40,30,30,NA, , ,Asociacion,Cauca
-1,1194,VWA,VWAa,Valle aluvial,Calido seco,Vegas,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a muy superficiales, muy pobre a bien a drenados, texturas moderadamente gruesas a medias, fuertemente acidos a ligeramente alcalinos y fertilidad moderada a alta",Asociacion: Aquic Ustifluvents; Typic Fluvaquents; Typic Ustorthents,CC-14; P-339; P-274,"40, 30, 30", ,3,Aquic_Ustifluvents,Typic_Fluvaquents,Typic_Ustorthents,NA,CC-14,P-339,P-274,NA,40,30,30,NA, , ,Asociacion,Cauca
-1,1195,LWE,LWEf3r,Lomerio erosional estructural,Calido seco,Lomas y colinas,Rocas igneas afaniticas y porfiriticas,N/A,"Moderadamente profundos a muy superficiales, bien drenados, texturas medias a finas, muy fuerte a ligeramente acidos, erosion moderada a severa y fertilidad alta a baja",Asociacion: Typic Haplustolls; Typic Dystrustepts; Lithic Haplustolls; Afloramientos rocosos,"CC-42, CC-73; CC-68","35, 35, 20, 10", ,4,Typic_Haplustolls,Typic_Dystrustepts,Lithic_Haplustolls,Afloramientos_rocosos,"CC-42, CC-73",CC-68,NA,NA,35,35,20,10, , ,Asociacion,Cauca
-1,1196,ARB,ARBd2,Altiplanicie volcano-erosional,Templado seco,Mesas o mesetas,Rocas igneas que alternan con materiales sedimentarios (tobas y areniscas),N/A,"Superficiales a moderadamente profundos, bien drenados, texturas moderadamente gruesas a moderadamente finas gravillosas, fuerte a ligeramente acidos, erosion moderada y fertilidad moderada",Asociacion: Typic Haplustepts; Typic Haplustalfs; Lithic Argiustolls,CC-43; CC-44; P-324,"40, 40, 20", ,3,Typic_Haplustepts,Typic_Haplustalfs,Lithic_Argiustolls,NA,CC-43,CC-44,P-324,NA,40,40,20,NA, , ,Asociacion,Cauca
-1,1197,ARB,ARBd2,Altiplanicie volcano-erosional,Templado seco,Mesas o mesetas,Rocas igneas que alternan con materiales sedimentarios (tobas y areniscas),N/A,"Superficiales a moderadamente profundos, bien drenados, texturas moderadamente gruesas a moderadamente finas gravillosas, fuerte a ligeramente acidos, erosion moderada y fertilidad moderada",Asociacion: Typic Haplustepts; Typic Haplustalfs; Lithic Argiustolls,CC-43; CC-44; P-324,"40, 40, 20", ,3,Typic_Haplustepts,Typic_Haplustalfs,Lithic_Argiustolls,NA,CC-43,CC-44,P-324,NA,40,40,20,NA, , ,Asociacion,Cauca
-1,1198,LWE,LWEe2,Lomerio erosional estructural,Calido seco,Lomas y colinas,Rocas igneas afaniticas y porfiriticas,N/A,"Moderadamente profundos a muy superficiales, bien drenados, texturas medias a finas, muy fuerte a ligeramente acidos, erosion moderada a severa y fertilidad alta a baja",Asociacion: Typic Haplustolls; Typic Dystrustepts; Lithic Haplustolls; Afloramientos rocosos,"CC-42, CC-73; CC-68","35, 35, 20, 10", ,4,Typic_Haplustolls,Typic_Dystrustepts,Lithic_Haplustolls,Afloramientos_rocosos,"CC-42, CC-73",CC-68,NA,NA,35,35,20,10, , ,Asociacion,Cauca
-1,1199,LWE,LWEe2,Lomerio erosional estructural,Calido seco,Lomas y colinas,Rocas igneas afaniticas y porfiriticas,N/A,"Moderadamente profundos a muy superficiales, bien drenados, texturas medias a finas, muy fuerte a ligeramente acidos, erosion moderada a severa y fertilidad alta a baja",Asociacion: Typic Haplustolls; Typic Dystrustepts; Lithic Haplustolls; Afloramientos rocosos,"CC-42, CC-73; CC-68","35, 35, 20, 10", ,4,Typic_Haplustolls,Typic_Dystrustepts,Lithic_Haplustolls,Afloramientos_rocosos,"CC-42, CC-73",CC-68,NA,NA,35,35,20,10, , ,Asociacion,Cauca
-1,1200,LWE,LWEe2,Lomerio erosional estructural,Calido seco,Lomas y colinas,Rocas igneas afaniticas y porfiriticas,N/A,"Moderadamente profundos a muy superficiales, bien drenados, texturas medias a finas, muy fuerte a ligeramente acidos, erosion moderada a severa y fertilidad alta a baja",Asociacion: Typic Haplustolls; Typic Dystrustepts; Lithic Haplustolls; Afloramientos rocosos,"CC-42, CC-73; CC-68","35, 35, 20, 10", ,4,Typic_Haplustolls,Typic_Dystrustepts,Lithic_Haplustolls,Afloramientos_rocosos,"CC-42, CC-73",CC-68,NA,NA,35,35,20,10, , ,Asociacion,Cauca
-1,1202,MQB,MQBfr,Montaña estructural erosional,Templado humedo,Filas y vigas,"Capas de cenizas que sepultan rocas igneas (basaltos, granodioritas y cuarzodioritas)",N/A,"Profundos a moderadamente profundos, bien drenados, texturas moderadamente finas a moderadamente gruesas, muy fuerte a fuertemente acidos, erosion moderada a severa y fertilidad baja",Asociacion: Typic Dystrudepts; Typic Hapludands; Typic Fulvudands; Afloramientos rocosos,"CC-25; CC-46, CC-41; CC-61","35, 35, 20, 10", ,4,Typic_Dystrudepts,Typic_Hapludands,Typic_Fulvudands,Afloramientos_rocosos,CC-25,"CC-46, CC-41",CC-61,NA,35,35,20,10, , ,Asociacion,Cauca
-1,1204,ARB,ARBb,Altiplanicie volcano-erosional,Templado seco,Mesas o mesetas,Rocas igneas que alternan con materiales sedimentarios (tobas y areniscas),N/A,"Superficiales a moderadamente profundos, bien drenados, texturas moderadamente gruesas a moderadamente finas gravillosas, fuerte a ligeramente acidos, erosion moderada y fertilidad moderada",Asociacion: Typic Haplustepts; Typic Haplustalfs; Lithic Argiustolls,CC-43; CC-44; P-324,"40, 40, 20", ,3,Typic_Haplustepts,Typic_Haplustalfs,Lithic_Argiustolls,NA,CC-43,CC-44,P-324,NA,40,40,20,NA, , ,Asociacion,Cauca
-1,1237,VWA,VWAa,Valle aluvial,Calido seco,Vegas,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a muy superficiales, muy pobre a bien a drenados, texturas moderadamente gruesas a medias, fuertemente acidos a ligeramente alcalinos y fertilidad moderada a alta",Asociacion: Aquic Ustifluvents; Typic Fluvaquents; Typic Ustorthents,CC-14; P-339; P-274,"40, 30, 30", ,3,Aquic_Ustifluvents,Typic_Fluvaquents,Typic_Ustorthents,NA,CC-14,P-339,P-274,NA,40,30,30,NA, , ,Asociacion,Cauca
-1,1238,VWA,VWAa,Valle aluvial,Calido seco,Vegas,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a muy superficiales, muy pobre a bien a drenados, texturas moderadamente gruesas a medias, fuertemente acidos a ligeramente alcalinos y fertilidad moderada a alta",Asociacion: Aquic Ustifluvents; Typic Fluvaquents; Typic Ustorthents,CC-14; P-339; P-274,"40, 30, 30", ,3,Aquic_Ustifluvents,Typic_Fluvaquents,Typic_Ustorthents,NA,CC-14,P-339,P-274,NA,40,30,30,NA, , ,Asociacion,Cauca
-1,1239,VWA,VWAa,Valle aluvial,Calido seco,Vegas,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a muy superficiales, muy pobre a bien a drenados, texturas moderadamente gruesas a medias, fuertemente acidos a ligeramente alcalinos y fertilidad moderada a alta",Asociacion: Aquic Ustifluvents; Typic Fluvaquents; Typic Ustorthents,CC-14; P-339; P-274,"40, 30, 30", ,3,Aquic_Ustifluvents,Typic_Fluvaquents,Typic_Ustorthents,NA,CC-14,P-339,P-274,NA,40,30,30,NA, , ,Asociacion,Cauca
-1,1240,VWA,VWAa,Valle aluvial,Calido seco,Vegas,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a muy superficiales, muy pobre a bien a drenados, texturas moderadamente gruesas a medias, fuertemente acidos a ligeramente alcalinos y fertilidad moderada a alta",Asociacion: Aquic Ustifluvents; Typic Fluvaquents; Typic Ustorthents,CC-14; P-339; P-274,"40, 30, 30", ,3,Aquic_Ustifluvents,Typic_Fluvaquents,Typic_Ustorthents,NA,CC-14,P-339,P-274,NA,40,30,30,NA, , ,Asociacion,Cauca
-1,1241,VWA,VWAa,Valle aluvial,Calido seco,Vegas,Depositos aluviales heterogeneos,N/A,"Moderadamente profundos a muy superficiales, muy pobre a bien a drenados, texturas moderadamente gruesas a medias, fuertemente acidos a ligeramente alcalinos y fertilidad moderada a alta",Asociacion: Aquic Ustifluvents; Typic Fluvaquents; Typic Ustorthents,CC-14; P-339; P-274,"40, 30, 30", ,3,Aquic_Ustifluvents,Typic_Fluvaquents,Typic_Ustorthents,NA,CC-14,P-339,P-274,NA,40,30,30,NA, , ,Asociacion,Cauca
-1,1249,MHA,MHAe2,Montaña glacio-volcanica,Muy frio humedo y muy humedo,Filas y vigas,Capas de cenizas volcanicas continuas que cubren total o parcialmente rocas igneas y metamorficas,N/A,"Moderadamente profundos a superficiales, bien drenados, texturas moderadamente gruesas, extremada a fuertemente acidos, alta saturacion de aluminio, erosion moderada y fertilidad baja",Grupo indiferenciado: Typic Humicryepts; Lithic Humicryepts; Typic Melanocryands; Afloramientos rocosos,CC-21; CC-85; P-31,N/A, ,4,Typic_Humicryepts,Lithic_Humicryepts,Typic_Melanocryands,Afloramientos_rocosos,CC-21,CC-85,P-31,NA,NA,NA,NA,NA, , ,Grupo_indiferenciado,Cauca
-1,1250,MLA,MLAf,Montaña volcanica estructural-erosional,Frio humedo,Filas y vigas,Capas de cenizas volcanicas discontinuas que cubren diabasas y basaltos,N/A,"Profundos, bien drenados, texturas moderadamente gruesas a moderadamente finas, muy fuerte a fuertemente acidos, alta a moderada saturacion de alumino, erosion ligera a severa y fertilidad moderada a baja",Asociacion: Typic Hapludands; Typic Fulvudands; Andic Dystrudepts; Afloramientos rocosos,"CC-26, C-75; CC-38; CC-76","40, 35, 20, 5", ,4,Typic_Hapludands,Typic_Fulvudands,Andic_Dystrudepts,Afloramientos_rocosos,"CC-26, C-75",CC-38,CC-76,NA,40,35,20,5, , ,Asociacion,Cauca
-1,1251,MQB,MQBf,Montaña estructural erosional,Templado humedo,Filas y vigas,"Capas de cenizas que sepultan rocas igneas (basaltos, granodioritas y cuarzodioritas)",N/A,"Profundos a moderadamente profundos, bien drenados, texturas moderadamente finas a moderadamente gruesas, muy fuerte a fuertemente acidos, erosion moderada a severa y fertilidad baja",Asociacion: Typic Dystrudepts; Typic Hapludands; Typic Fulvudands; Afloramientos rocosos,"CC-25; CC-46, CC-41; CC-61","35, 35, 20, 10", ,4,Typic_Dystrudepts,Typic_Hapludands,Typic_Fulvudands,Afloramientos_rocosos,CC-25,"CC-46, CC-41",CC-61,NA,35,35,20,10, , ,Asociacion,Cauca
-1,1257,ARB,ARBb2,Altiplanicie volcano-erosional,Templado seco,Mesas o mesetas,Rocas igneas que alternan con materiales sedimentarios (tobas y areniscas),N/A,"Superficiales a moderadamente profundos, bien drenados, texturas moderadamente gruesas a moderadamente finas gravillosas, fuerte a ligeramente acidos, erosion moderada y fertilidad moderada",Asociacion: Typic Haplustepts; Typic Haplustalfs; Lithic Argiustolls,CC-43; CC-44; P-324,"40, 40, 20", ,3,Typic_Haplustepts,Typic_Haplustalfs,Lithic_Argiustolls,NA,CC-43,CC-44,P-324,NA,40,40,20,NA, , ,Asociacion,Cauca
-1,1258,MLA,MLAd,Montaña volcanica estructural-erosional,Frio humedo,Filas y vigas,Capas de cenizas volcanicas discontinuas que cubren diabasas y basaltos,N/A,"Profundos, bien drenados, texturas moderadamente gruesas a moderadamente finas, muy fuerte a fuertemente acidos, alta a moderada saturacion de alumino, erosion ligera a severa y fertilidad moderada a baja",Asociacion: Typic Hapludands; Typic Fulvudands; Andic Dystrudepts; Afloramientos rocosos,"CC-26, C-75; CC-38; CC-76","40, 35, 20, 5", ,4,Typic_Hapludands,Typic_Fulvudands,Andic_Dystrudepts,Afloramientos_rocosos,"CC-26, C-75",CC-38,CC-76,NA,40,35,20,5, , ,Asociacion,Cauca
-1,1260,MLA,MLAf,Montaña volcanica estructural-erosional,Frio humedo,Filas y vigas,Capas de cenizas volcanicas discontinuas que cubren diabasas y basaltos,N/A,"Profundos, bien drenados, texturas moderadamente gruesas a moderadamente finas, muy fuerte a fuertemente acidos, alta a moderada saturacion de alumino, erosion ligera a severa y fertilidad moderada a baja",Asociacion: Typic Hapludands; Typic Fulvudands; Andic Dystrudepts; Afloramientos rocosos,"CC-26, C-75; CC-38; CC-76","40, 35, 20, 5", ,4,Typic_Hapludands,Typic_Fulvudands,Andic_Dystrudepts,Afloramientos_rocosos,"CC-26, C-75",CC-38,CC-76,NA,40,35,20,5, , ,Asociacion,Cauca
-1,1264,MLA,MLAg,Montaña volcanica estructural-erosional,Frio humedo,Filas y vigas,Capas de cenizas volcanicas discontinuas que cubren diabasas y basaltos,N/A,"Profundos, bien drenados, texturas moderadamente gruesas a moderadamente finas, muy fuerte a fuertemente acidos, alta a moderada saturacion de alumino, erosion ligera a severa y fertilidad moderada a baja",Asociacion: Typic Hapludands; Typic Fulvudands; Andic Dystrudepts; Afloramientos rocosos,"CC-26, C-75; CC-38; CC-76","40, 35, 20, 5", ,4,Typic_Hapludands,Typic_Fulvudands,Andic_Dystrudepts,Afloramientos_rocosos,"CC-26, C-75",CC-38,CC-76,NA,40,35,20,5, , ,Asociacion,Cauca
-1,1266,MLA,MLAd,Montaña volcanica estructural-erosional,Frio humedo,Filas y vigas,Capas de cenizas volcanicas discontinuas que cubren diabasas y basaltos,N/A,"Profundos, bien drenados, texturas moderadamente gruesas a moderadamente finas, muy fuerte a fuertemente acidos, alta a moderada saturacion de alumino, erosion ligera a severa y fertilidad moderada a baja",Asociacion: Typic Hapludands; Typic Fulvudands; Andic Dystrudepts; Afloramientos rocosos,"CC-26, C-75; CC-38; CC-76","40, 35, 20, 5", ,4,Typic_Hapludands,Typic_Fulvudands,Andic_Dystrudepts,Afloramientos_rocosos,"CC-26, C-75",CC-38,CC-76,NA,40,35,20,5, , ,Asociacion,Cauca
-1,1269,MLA,MLAd,Montaña volcanica estructural-erosional,Frio humedo,Filas y vigas,Capas de cenizas volcanicas discontinuas que cubren diabasas y basaltos,N/A,"Profundos, bien drenados, texturas moderadamente gruesas a moderadamente finas, muy fuerte a fuertemente acidos, alta a moderada saturacion de alumino, erosion ligera a severa y fertilidad moderada a baja",Asociacion: Typic Hapludands; Typic Fulvudands; Andic Dystrudepts; Afloramientos rocosos,"CC-26, C-75; CC-38; CC-76","40, 35, 20, 5", ,4,Typic_Hapludands,Typic_Fulvudands,Andic_Dystrudepts,Afloramientos_rocosos,"CC-26, C-75",CC-38,CC-76,NA,40,35,20,5, , ,Asociacion,Cauca
