OID,OBJECTID,No_UCS,UCS,UCS_F,PAISAJE,TIPO_RELIE,CLIMA,LITOLOGÍA,PROCESOS_G,CARACTERIS,COMPONENTE,PERFIL,PORCENTAJE,Conteo,Suelo1,Suelo2,Suelo3,Suelo4,Perfil1,Perfil2,Perfil3,Porcent1,Porcent2,Porcent3,Porcent4,Index_Taxo,Index_Prop,Unit_Carto,Departamen
-1,423,UCS_423,MQF,MQFc1,Montaña,Lomas,Medio y humedo,Granito,Deslizamientos,"Superficiales, imperfectamente drenados, textura arenosa franca a franca arenosa en superficie y arcillosa en profundidad. Fertilidad baja",Consociacion: Typic Alorthods; Typic Dystropepts,N-62,"80, 20",2,Typic_Alorthods,Typic_Dystropepts,NA,NA,N-62,NA,NA,80,20,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,424,UCS_424,MUE,MUEe1,Montaña,Crestones homoclinales,"Calido, muy humedo",Arenisca,"Deslizamientos, desprendimientos de roca","Muy superficial a profundos, bien drenados, de textura arenosa franca y franco arcillo arenosa. Fertilidad muy baja",Complejo: Lithic Troporthents; Typic Troporthents,C-06,"60, 40",2,Lithic_Troporthents,Typic_Troporthents,NA,NA,C-06,NA,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,425,UCS_425,MUE,MUEe1,Montaña,Crestones homoclinales,"Calido, muy humedo",Arenisca,"Deslizamientos, desprendimientos de roca","Muy superficial a profundos, bien drenados, de textura arenosa franca y franco arcillo arenosa. Fertilidad muy baja",Complejo: Lithic Troporthents; Typic Troporthents,C-06,"60, 40",2,Lithic_Troporthents,Typic_Troporthents,NA,NA,C-06,NA,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,437,UCS_437,MUF,MUFd1,Montaña,Lomas,"Calido, muy humedo",Lutitas,"Deslizamientos, reptacion, solifluxion sectorizada","Moderadamente profundos, bien drenados, de textura franco arcillosa a arcillosa. Fertilidad baja",Consociacion: Typic Dystropepts; Typic Troporthents,NS-28; N-68,"90, 10",2,Typic_Dystropepts,Typic_Troporthents,NA,NA,NS-28,N-68,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,439,UCS_439,MVI,MVIap,Montaña,Vallecitos,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Moderadamente profundos a superficiales; drenaje bueno y pobre, texturas variadas. Fertilidad alta",Complejo: Typic Tropofluvents; Tropic Fluvaquents,NS-86; NS-85,"60, 40",2,Typic_Tropofluvents,Tropic_Fluvaquents,NA,NA,NS-86,NS-85,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,440,UCS_440,MVI,MVIap,Montaña,Vallecitos,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Moderadamente profundos a superficiales; drenaje bueno y pobre, texturas variadas. Fertilidad alta",Complejo: Typic Tropofluvents; Tropic Fluvaquents,NS-86; NS-85,"60, 40",2,Typic_Tropofluvents,Tropic_Fluvaquents,NA,NA,NS-86,NS-85,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,444,UCS_444,MVK,MVKf1,Montaña,Espinazos,"Calido, humedo",Lutitas calcareas e inclusiones de chert,"Solifluxion en terracetas, escurrimiento difuso en grado ligero","Superficiales a profundos, bien drenados, de textura arcillosa con gravilla y fragmentos de roca. Fertilidad natural alta",Asociacion: Typic Eutropepts; Typic Troporthents; Afloramiento rocoso,NS-90; NS-93,"50, 40, 10",3,Typic_Eutropepts,Typic_Troporthents,Afloramiento_rocoso,NA,NS-90,NS-93,NA,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,445,UCS_445,MVP,MVPe1,Montaña,Lomas,"Calido, humedo",Lutitas,"Solifluxion generalizada, escurrimiento difuso en grado ligero","Superficiales a profundos, bien drenados, de textura franco arcillo arenosa a arcillosa arenosa. Fertilidad natural baja",Asociacion: Typic Dystropepts; Typic Troporthents,N-61; N-51,"60, 40",2,Typic_Dystropepts,Typic_Troporthents,NA,NA,N-61,N-51,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,446,UCS_446,MVP,MVPe1,Montaña,Lomas,"Calido, humedo",Lutitas,"Solifluxion generalizada, escurrimiento difuso en grado ligero","Superficiales a profundos, bien drenados, de textura franco arcillo arenosa a arcillosa arenosa. Fertilidad natural baja",Asociacion: Typic Dystropepts; Typic Troporthents,N-61; N-51,"60, 40",2,Typic_Dystropepts,Typic_Troporthents,NA,NA,N-61,N-51,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,447,UCS_447,MVP,MVPe1,Montaña,Lomas,"Calido, humedo",Lutitas,"Solifluxion generalizada, escurrimiento difuso en grado ligero","Superficiales a profundos, bien drenados, de textura franco arcillo arenosa a arcillosa arenosa. Fertilidad natural baja",Asociacion: Typic Dystropepts; Typic Troporthents,N-61; N-51,"60, 40",2,Typic_Dystropepts,Typic_Troporthents,NA,NA,N-61,N-51,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,448,UCS_448,MVP,MVPe1,Montaña,Lomas,"Calido, humedo",Lutitas,"Solifluxion generalizada, escurrimiento difuso en grado ligero","Superficiales a profundos, bien drenados, de textura franco arcillo arenosa a arcillosa arenosa. Fertilidad natural baja",Asociacion: Typic Dystropepts; Typic Troporthents,N-61; N-51,"60, 40",2,Typic_Dystropepts,Typic_Troporthents,NA,NA,N-61,N-51,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,449,UCS_449,MVP,MVPe1,Montaña,Lomas,"Calido, humedo",Lutitas,"Solifluxion generalizada, escurrimiento difuso en grado ligero","Superficiales a profundos, bien drenados, de textura franco arcillo arenosa a arcillosa arenosa. Fertilidad natural baja",Asociacion: Typic Dystropepts; Typic Troporthents,N-61; N-51,"60, 40",2,Typic_Dystropepts,Typic_Troporthents,NA,NA,N-61,N-51,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,450,UCS_450,MVP,MVPe1,Montaña,Lomas,"Calido, humedo",Lutitas,"Solifluxion generalizada, escurrimiento difuso en grado ligero","Superficiales a profundos, bien drenados, de textura franco arcillo arenosa a arcillosa arenosa. Fertilidad natural baja",Asociacion: Typic Dystropepts; Typic Troporthents,N-61; N-51,"60, 40",2,Typic_Dystropepts,Typic_Troporthents,NA,NA,N-61,N-51,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,451,UCS_451,MVP,MVPe1,Montaña,Lomas,"Calido, humedo",Lutitas,"Solifluxion generalizada, escurrimiento difuso en grado ligero","Superficiales a profundos, bien drenados, de textura franco arcillo arenosa a arcillosa arenosa. Fertilidad natural baja",Asociacion: Typic Dystropepts; Typic Troporthents,N-61; N-51,"60, 40",2,Typic_Dystropepts,Typic_Troporthents,NA,NA,N-61,N-51,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,452,UCS_452,MVP,MVPe1,Montaña,Lomas,"Calido, humedo",Lutitas,"Solifluxion generalizada, escurrimiento difuso en grado ligero","Superficiales a profundos, bien drenados, de textura franco arcillo arenosa a arcillosa arenosa. Fertilidad natural baja",Asociacion: Typic Dystropepts; Typic Troporthents,N-61; N-51,"60, 40",2,Typic_Dystropepts,Typic_Troporthents,NA,NA,N-61,N-51,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,453,UCS_453,MVP,MVPe1,Montaña,Lomas,"Calido, humedo",Lutitas,"Solifluxion generalizada, escurrimiento difuso en grado ligero","Superficiales a profundos, bien drenados, de textura franco arcillo arenosa a arcillosa arenosa. Fertilidad natural baja",Asociacion: Typic Dystropepts; Typic Troporthents,N-61; N-51,"60, 40",2,Typic_Dystropepts,Typic_Troporthents,NA,NA,N-61,N-51,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,570,UCS_570,MQB,MQBf1,Montaña,Filas y vigas,Medio y humedo,Granitos,"Solifluxion en grado ligero, generalizada, deslizamientos localizados","Profundos, bien drenados, de textura franco arcillo arenosa. Fertilidad natural baja",Asociacion: Typic Dystropepts; Typic Troporthents; Oxic Dystropepts,NS-83; NS-17; NS-15,"50, 40, 10",3,Typic_Dystropepts,Typic_Troporthents,Oxic_Dystropepts,NA,NS-83,NS-17,NS-15,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,576,UCS_576,MQB,MQBf1,Montaña,Filas y vigas,Medio y humedo,Granitos,"Solifluxion en grado ligero, generalizada, deslizamientos localizados","Profundos, bien drenados, de textura franco arcillo arenosa. Fertilidad natural baja",Asociacion: Typic Dystropepts; Typic Troporthents; Oxic Dystropepts,NS-83; NS-17; NS-15,"50, 40, 10",3,Typic_Dystropepts,Typic_Troporthents,Oxic_Dystropepts,NA,NS-83,NS-17,NS-15,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,577,UCS_577,MQB,MQBf1,Montaña,Filas y vigas,Medio y humedo,Granitos,"Solifluxion en grado ligero, generalizada, deslizamientos localizados","Profundos, bien drenados, de textura franco arcillo arenosa. Fertilidad natural baja",Asociacion: Typic Dystropepts; Typic Troporthents; Oxic Dystropepts,NS-83; NS-17; NS-15,"50, 40, 10",3,Typic_Dystropepts,Typic_Troporthents,Oxic_Dystropepts,NA,NS-83,NS-17,NS-15,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,579,UCS_579,MQB,MQBf1,Montaña,Filas y vigas,Medio y humedo,Granitos,"Solifluxion en grado ligero, generalizada, deslizamientos localizados","Profundos, bien drenados, de textura franco arcillo arenosa. Fertilidad natural baja",Asociacion: Typic Dystropepts; Typic Troporthents; Oxic Dystropepts,NS-83; NS-17; NS-15,"50, 40, 10",3,Typic_Dystropepts,Typic_Troporthents,Oxic_Dystropepts,NA,NS-83,NS-17,NS-15,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,580,UCS_580,MQB,MQBf1,Montaña,Filas y vigas,Medio y humedo,Granitos,"Solifluxion en grado ligero, generalizada, deslizamientos localizados","Profundos, bien drenados, de textura franco arcillo arenosa. Fertilidad natural baja",Asociacion: Typic Dystropepts; Typic Troporthents; Oxic Dystropepts,NS-83; NS-17; NS-15,"50, 40, 10",3,Typic_Dystropepts,Typic_Troporthents,Oxic_Dystropepts,NA,NS-83,NS-17,NS-15,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,594,UCS_594,MQE,MQEg1,Montaña,Crestas homoclinales abruptas,Medio y humedo,"Arenisca, lutitas y calizas","Desprendimientos de roca, deslizamientos, solifluxion ligera por sectores","Muy superficiales a moderadamente profundos, excesivamente drenados, textura franco arenosa y arcillosa. Fertilidad natural baja y alta",Grupo Indiferenciado: Lithic Troporthents; Typic Eutropepts; Typic Dystropepts,PN-76; NS-3; N-12,"50, 40, 10",3,Lithic_Troporthents,Typic_Eutropepts,Typic_Dystropepts,NA,PN-76,NS-3,N-12,50,40,10,NA,0.000000000000000,0.000000000000000,Grupo_Indiferenciado,Norte_de_Santander
-1,605,UCS_605,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,606,UCS_606,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,607,UCS_607,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,608,UCS_608,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,609,UCS_609,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,610,UCS_610,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,611,UCS_611,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,613,UCS_613,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,614,UCS_614,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,615,UCS_615,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,618,UCS_618,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,619,UCS_619,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,621,UCS_621,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,623,UCS_623,VWC,VWCbp,Valle,Terraza agradacional,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Moderadamente profundos a profundos, limitados por cantos redondeados, de textura franco arenosa a franco arcillo limosa. Reaccion neutra. Fertilidad natural alta",Consociacion: Fluventic Ustropepts,PN-129,100,1,Fluventic_Ustropepts,NA,NA,NA,PN-129,NA,NA,100,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,753,UCS_753,MPA,MPAf1,Montaña,Crestones homoclinales,Medio y muy humedo,Arenisca e inclusiones de lutitas,"Desprendimientos de roca, solifluxion en amplios sectores","Profundos y moderadamente profundos, bien drenados, textura franco arcillo arenosa y arcillosa. Fertilidad natural baja",Complejo: Typic Troporthents; Typic Dystropepts; Afloramiento rocosos,N-36; N-67,"50, 40, 10",3,Typic_Troporthents,Typic_Dystropepts,Afloramiento_rocosos,NA,N-36,N-67,NA,50,40,10,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,754,UCS_754,MPA,MPAf1,Montaña,Crestones homoclinales,Medio y muy humedo,Arenisca e inclusiones de lutitas,"Desprendimientos de roca, solifluxion en amplios sectores","Profundos y moderadamente profundos, bien drenados, textura franco arcillo arenosa y arcillosa. Fertilidad natural baja",Complejo: Typic Troporthents; Typic Dystropepts; Afloramiento rocosos,N-36; N-67,"50, 40, 10",3,Typic_Troporthents,Typic_Dystropepts,Afloramiento_rocosos,NA,N-36,N-67,NA,50,40,10,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,825,UCS_825,MQD,MQDf2,Montaña,Filas y vigas,Medio y humedo,Granito y gneiss,Solifluxion generalizada en grado moderado y severo; deslizamientos,"Superficiales, limitados por roca, excesivamente  drenados, de textura franco arenosa y franco arcillosa con gravilla. Fertilidad media",Complejo: Lithic Troporthents; Typic Troporthents; Oxic Dystropepts,NS-1; NS-124; NS-2,"50, 40, 10",3,Lithic_Troporthents,Typic_Troporthents,Oxic_Dystropepts,NA,NS-1,NS-124,NS-2,50,40,10,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1299,UCS_1299,MWI,MWIap,Montaña,Vallecitos,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Moderadamente profundos a profundos, limitados por fragmentos de roca y fluctuaciones  del nivel freatico, de texturas variadas. Fertilidad alta",Complejo: Typic Ustifluvents; Aquic Ustifluvents,NS-148; PN-103,"55, 45",2,Typic_Ustifluvents,Aquic_Ustifluvents,NA,NA,NS-148,PN-103,NA,55,45,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1300,UCS_1300,MWI,MWIap,Montaña,Vallecitos,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Moderadamente profundos a profundos, limitados por fragmentos de roca y fluctuaciones  del nivel freatico, de texturas variadas. Fertilidad alta",Complejo: Typic Ustifluvents; Aquic Ustifluvents,NS-148; PN-103,"55, 45",2,Typic_Ustifluvents,Aquic_Ustifluvents,NA,NA,NS-148,PN-103,NA,55,45,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1301,UCS_1301,MWI,MWIap,Montaña,Vallecitos,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Moderadamente profundos a profundos, limitados por fragmentos de roca y fluctuaciones  del nivel freatico, de texturas variadas. Fertilidad alta",Complejo: Typic Ustifluvents; Aquic Ustifluvents,NS-148; PN-103,"55, 45",2,Typic_Ustifluvents,Aquic_Ustifluvents,NA,NA,NS-148,PN-103,NA,55,45,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1302,UCS_1302,MWI,MWIap,Montaña,Vallecitos,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Moderadamente profundos a profundos, limitados por fragmentos de roca y fluctuaciones  del nivel freatico, de texturas variadas. Fertilidad alta",Complejo: Typic Ustifluvents; Aquic Ustifluvents,NS-148; PN-103,"55, 45",2,Typic_Ustifluvents,Aquic_Ustifluvents,NA,NA,NS-148,PN-103,NA,55,45,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1355,UCS_1355,VUA,VUAap,Valle,Plano de inundacion activo de rio meandrico,"Calido, muy humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,"Moderadamente profundos, textura franca a franco arcillosa. Reaccion muy fuerte a fuertemente acida. Fertilidad baja",Consociacion: Fluventic Dystropepts; Areas de depositos de cauce,PN-47,"90, 10",2,Fluventic_Dystropepts,Areas_de_depositos_de_cauce,NA,NA,PN-47,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1398,UCS_1398,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1399,UCS_1399,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1400,UCS_1400,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1426,UCS_1426,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1427,UCS_1427,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1430,UCS_1430,VVA,VVAa,Valle,Plano de inundacion activo de rio meandrico,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,Profundos a superficiales; drenaje bueno a pobre; textura franco arcillosa a arenosa franca y franco limosa. Fertilidad media,Complejo: Typic Tropofluvents; Aeric Tropic Fluvaquents,NS-53; NS-58,"50, 50",2,Typic_Tropofluvents,Aeric_Tropic_Fluvaquents,NA,NA,NS-53,NS-58,NA,50,50,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
