OID,OBJECTID,No_UCS,UCS,UCS_F,PAISAJE,TIPO_RELIE,CLIMA,LITOLOGÍA,PROCESOS_G,CARACTERIS,COMPONENTE,PERFIL,PORCENTAJE,Conteo,Suelo1,Suelo2,Suelo3,Suelo4,Perfil1,Perfil2,Perfil3,Porcent1,Porcent2,Porcent3,Porcent4,Index_Taxo,Index_Prop,Unit_Carto,Departamen
-1,3,UCS_3,MQE,MQEg2,Montaña,Crestas homoclinales abruptas,Medio y humedo,"Arenisca, lutitas y calizas","Desprendimientos de roca, deslizamientos, solifluxion ligera por sectores","Muy superficiales a moderadamente profundos, excesivamente drenados, textura franco arenosa y arcillosa. Fertilidad natural baja y alta",Grupo Indiferenciado: Lithic Troporthents; Typic Eutropepts; Typic Dystropepts,PN-76; NS-3; N-12,"50, 40, 10",3,Lithic_Troporthents,Typic_Eutropepts,Typic_Dystropepts,NA,PN-76,NS-3,N-12,50,40,10,NA,0.000000000000000,0.000000000000000,Grupo_Indiferenciado,Norte_de_Santander
-1,6,UCS_6,MVE,MVEf2,Montaña,Espinazos y barras homoclinales,"Calido, humedo",Arenisca,"Desprendimiento de roca, deslizamientos","Superficiales y moderadamente profundos, limitados por roca, excesivamente drenados, textura franca a franco arenosa. Fertilidad natural baja",Grupo Indiferenciado: Lithic Troporthents; Typic Troporthents; Typic Dystropepts; Afloramiento rocoso,NS-157; NS-63; NS-161,"50, 40, 10",4,Lithic_Troporthents,Typic_Troporthents,Typic_Dystropepts,Afloramiento_rocoso,NS-157,NS-63,NS-161,50,40,10,NA,0.000000000000000,0.000000000000000,Grupo_Indiferenciado,Norte_de_Santander
-1,7,UCS_7,MWG,MWGcp,Montaña,Glacis coluvial,"Calido, seco","Depositos superficiales, clasticos, gravigenicos e hidrogenicos, coluviones heterometricos",Sedimentacion coluvial-aluvial,"Profundos a moderadamente profundos, limitados por fragmentos de roca y compactacion del material, textura arcillosa a franca. Fertilidad alta",Asociacion: Fluventic Ustropepts; Ustic Dystropepts,NS-179; PN-144,"70, 30",2,Fluventic_Ustropepts,Ustic_Dystropepts,NA,NA,NS-179,PN-144,NA,70,30,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,8,UCS_8,MWG,MWGe2,Montaña,Glacis coluvial,"Calido, seco","Depositos superficiales, clasticos, gravigenicos e hidrogenicos, coluviones heterometricos",Sedimentacion coluvial-aluvial,"Profundos a moderadamente profundos, limitados por fragmentos de roca y compactacion del material, textura arcillosa a franca. Fertilidad alta",Asociacion: Fluventic Ustropepts; Ustic Dystropepts,NS-179; PN-144,"70, 30",2,Fluventic_Ustropepts,Ustic_Dystropepts,NA,NA,NS-179,PN-144,NA,70,30,NA,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,54,UCS_54,LVA,LVAd2,Lomerio,Lomas,"Calido, humedo",Arenisca,Escurrimiento difuso y concentrado en grado moderado,"Moderadamente profundos, bien drenados, de textura franco arenosa a franco arcillo arenosa. Fertilidad natural media",Consociacion: Typic Eutropepts,NS-94,80,1,Typic_Eutropepts,NA,NA,NA,NS-94,NA,NA,80,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,55,UCS_55,LVA,LVAd2,Lomerio,Lomas,"Calido, humedo",Arenisca,Escurrimiento difuso y concentrado en grado moderado,"Moderadamente profundos, bien drenados, de textura franco arenosa a franco arcillo arenosa. Fertilidad natural media",Consociacion: Typic Eutropepts,NS-94,80,1,Typic_Eutropepts,NA,NA,NA,NS-94,NA,NA,80,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,469,UCS_469,MLC,MLCg1,Montaña,Filas y vigas,Frio humedo,Granitos,Deslizamientos en masa y reptacion por sectores. Solifluxion generalizada,"Muy superficiales, excesivamente drenados, de texturas franco arenosa. Fertilidad media",Consociacion: Lithic Troporthents; Afloramiento rocoso,PN-24,"80, 20",2,Lithic_Troporthents,Afloramiento_rocoso,NA,NA,PN-24,NA,NA,80,20,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,933,UCS_933,MQK,MQKf1,Montaña,Crestones homoclinales,Medio y humedo,"Arenisca, lutitas y calizas","Desprendimientos de roca, deslizamientos, solifluxion ligera por sectores","Profundos y moderadamente profundos, bien drenados, textura franco arenosa, arcillosa. Fertilidad natural baja y alta",Complejo: Typic Dystropepts; Lithic Hapludolls; Typic Troporthents,PN-116; N-31; PN-18,"40, 30, 30",3,Typic_Dystropepts,Lithic_Hapludolls,Typic_Troporthents,NA,PN-116,N-31,PN-18,40,30,30,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1491,UCS_1491,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1943,UCS_1943,VVB,VVBa,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos a superficiales, limitados por cantos redondeados y nivel freatico alto, de textura franca a franco arcillosa. Reaccion muy fuertemente acida. Fertilidad natural baja",Asociacion: Fluventic Dystropepts; Aeric Tropic Fluvaquents; Aeric Endoaqualfs,M-2; NS-51; NS-52,"50, 40, 10",3,Fluventic_Dystropepts,Aeric_Tropic_Fluvaquents,Aeric_Endoaqualfs,NA,M-2,NS-51,NS-52,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1944,UCS_1944,VVC,VVCbp,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos, fragmentos de roca redondeados en superficie y dentro del perfil; textura arenosa y arcillosa. Extremadamente acida. Fertilidad baja",Consociacion: Fluventic Dystropepts,NS-159,100,1,Fluventic_Dystropepts,NA,NA,NA,NS-159,NA,NA,100,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1945,UCS_1945,VVC,VVCbp,Valle,Terraza agradacional,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos, fragmentos de roca redondeados en superficie y dentro del perfil; textura arenosa y arcillosa. Extremadamente acida. Fertilidad baja",Consociacion: Fluventic Dystropepts,NS-159,100,1,Fluventic_Dystropepts,NA,NA,NA,NS-159,NA,NA,100,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1946,UCS_1946,VWB,VWBa,Valle,Terraza agradacional,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Profundos, limitados por cantos redondeados y fluctuaciones del nivel freatico; textura arcillosa a franco arcillosa. Reaccion ligeramente alcalina a neutra. Fertilidad natural alta",Asociacion: Fluventic Ustropepts; Typic Ustifluvents; Fluventic Haplustolls,PN-132; N-29; PN-110,"50, 40, 10",3,Fluventic_Ustropepts,Typic_Ustifluvents,Fluventic_Haplustolls,NA,PN-132,N-29,PN-110,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,1790,UCS_1790,CA,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1792,UCS_1792,CA,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1800,UCS_1800,CA,CA,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,Cuerpo de agua,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,NA,Norte_de_Santander
-1,1130,UCS_1130,MVB,MVBf1,Montaña,Filas y vigas,"Calido, humedo",Cuarzomonzonita,"Deslizamientos, solifluxion generalizada en grado ligero, desprendimientos de roca","Superficiales a profundos, limitados por roca, bien drenados, textura franco arcillosa y arcillosa. Fertilidad natural baja",Complejo: Typic Troporthents; Typic Dystropepts; Typic Hapludolls; Lithic Troporthents,NS-11; NS-37; NS-91,"50, 30, 10, 10",4,Typic_Troporthents,Typic_Dystropepts,Typic_Hapludolls,Lithic_Troporthents,NS-11,NS-37,NS-91,50,30,10,10,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1267,UCS_1267,MWE,MWEg2,Montaña,Espinazos,"Calido, seco",Arenisca y lutitas,Escurrimiento difuso y concentrado en grado moderado en algunos sectores en grado severo,"Moderadamente profundos, profundos, limitados por arcilla impermeable, bien drenados, textura arcillosa. Fertilidad natural baja",Grupo Indiferenciado: Afloramiento rocoso; Ustic Dystropepts; Ustoxic Dystropepts,NS-177; PN-123,"50, 30, 20",3,Afloramiento_rocoso,Ustic_Dystropepts,Ustoxic_Dystropepts,NA,NS-177,PN-123,NA,50,30,20,NA,0.000000000000000,0.000000000000000,Grupo_Indiferenciado,Norte_de_Santander
-1,178,UCS_178,MVK,MVKf1,Montaña,Espinazos,"Calido, humedo",Lutitas calcareas e inclusiones de chert,"Solifluxion en terracetas, escurrimiento difuso en grado ligero","Superficiales a profundos, bien drenados, de textura arcillosa con gravilla y fragmentos de roca. Fertilidad natural alta",Asociacion: Typic Eutropepts; Typic Troporthents; Afloramiento rocoso,NS-90; NS-93,"50, 40, 10",3,Typic_Eutropepts,Typic_Troporthents,Afloramiento_rocoso,NA,NS-90,NS-93,NA,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,179,UCS_179,MVK,MVKf1,Montaña,Espinazos,"Calido, humedo",Lutitas calcareas e inclusiones de chert,"Solifluxion en terracetas, escurrimiento difuso en grado ligero","Superficiales a profundos, bien drenados, de textura arcillosa con gravilla y fragmentos de roca. Fertilidad natural alta",Asociacion: Typic Eutropepts; Typic Troporthents; Afloramiento rocoso,NS-90; NS-93,"50, 40, 10",3,Typic_Eutropepts,Typic_Troporthents,Afloramiento_rocoso,NA,NS-90,NS-93,NA,50,40,10,NA,0.000000000000000,0.000000000000000,Asociacion,Norte_de_Santander
-1,228,UCS_228,ME,ME,Montaña,Crestones homoclinales,"Calido, seco","Arcillolitas, limolitas y areniscas",Escurrimiento difuso y concentrado en grado muy severo,"Escasos suelos muy superficiales, limitados por material litologico",Consociacion: Tierras malas,N/A,N/A,1,Tierras_malas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,56,UCS_56,LVA,LVAd2,Lomerio,Lomas,"Calido, humedo",Arenisca,Escurrimiento difuso y concentrado en grado moderado,"Moderadamente profundos, bien drenados, de textura franco arenosa a franco arcillo arenosa. Fertilidad natural media",Consociacion: Typic Eutropepts,NS-94,80,1,Typic_Eutropepts,NA,NA,NA,NS-94,NA,NA,80,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,57,UCS_57,LVA,LVAd2,Lomerio,Lomas,"Calido, humedo",Arenisca,Escurrimiento difuso y concentrado en grado moderado,"Moderadamente profundos, bien drenados, de textura franco arenosa a franco arcillo arenosa. Fertilidad natural media",Consociacion: Typic Eutropepts,NS-94,80,1,Typic_Eutropepts,NA,NA,NA,NS-94,NA,NA,80,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,58,UCS_58,LVA,LVAd2,Lomerio,Lomas,"Calido, humedo",Arenisca,Escurrimiento difuso y concentrado en grado moderado,"Moderadamente profundos, bien drenados, de textura franco arenosa a franco arcillo arenosa. Fertilidad natural media",Consociacion: Typic Eutropepts,NS-94,80,1,Typic_Eutropepts,NA,NA,NA,NS-94,NA,NA,80,NA,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,430,UCS_430,MUF,MUFd1,Montaña,Lomas,"Calido, muy humedo",Lutitas,"Deslizamientos, reptacion, solifluxion sectorizada","Moderadamente profundos, bien drenados, de textura franco arcillosa a arcillosa. Fertilidad baja",Consociacion: Typic Dystropepts; Typic Troporthents,NS-28; N-68,"90, 10",2,Typic_Dystropepts,Typic_Troporthents,NA,NA,NS-28,N-68,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,431,UCS_431,MUF,MUFd1,Montaña,Lomas,"Calido, muy humedo",Lutitas,"Deslizamientos, reptacion, solifluxion sectorizada","Moderadamente profundos, bien drenados, de textura franco arcillosa a arcillosa. Fertilidad baja",Consociacion: Typic Dystropepts; Typic Troporthents,NS-28; N-68,"90, 10",2,Typic_Dystropepts,Typic_Troporthents,NA,NA,NS-28,N-68,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1203,UCS_1203,MVI,MVIap,Montaña,Vallecitos,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Moderadamente profundos a superficiales; drenaje bueno y pobre, texturas variadas. Fertilidad alta",Complejo: Typic Tropofluvents; Tropic Fluvaquents,NS-86; NS-85,"60, 40",2,Typic_Tropofluvents,Tropic_Fluvaquents,NA,NA,NS-86,NS-85,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1204,UCS_1204,MVI,MVIap,Montaña,Vallecitos,"Calido, humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Moderadamente profundos a superficiales; drenaje bueno y pobre, texturas variadas. Fertilidad alta",Complejo: Typic Tropofluvents; Tropic Fluvaquents,NS-86; NS-85,"60, 40",2,Typic_Tropofluvents,Tropic_Fluvaquents,NA,NA,NS-86,NS-85,NA,60,40,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1352,UCS_1352,VUA,VUAap,Valle,Plano de inundacion activo de rio meandrico,"Calido, muy humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,"Moderadamente profundos, textura franca a franco arcillosa. Reaccion muy fuerte a fuertemente acida. Fertilidad baja",Consociacion: Fluventic Dystropepts; Areas de depositos de cauce,PN-47,"90, 10",2,Fluventic_Dystropepts,Areas_de_depositos_de_cauce,NA,NA,PN-47,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1353,UCS_1353,VUA,VUAap,Valle,Plano de inundacion activo de rio meandrico,"Calido, muy humedo","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial,"Moderadamente profundos, textura franca a franco arcillosa. Reaccion muy fuerte a fuertemente acida. Fertilidad baja",Consociacion: Fluventic Dystropepts; Areas de depositos de cauce,PN-47,"90, 10",2,Fluventic_Dystropepts,Areas_de_depositos_de_cauce,NA,NA,PN-47,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,520,UCS_520,MLE,MLEg1,Montaña,Crestas homoclinales abruptas,Frio humedo,Arenisca con inclusiones de caliza y lutitas,"Desprendimientos de roca, deslizamientos y reptacion","Moderadamente profundos y superficiales, bien drenados, textura franco arcillo arenosa, franco arcillosa y arcillosa. Fertilidad natural baja y alta",Grupo Indiferenciado: Typic Troporthents; Lithic Troporthents; Vertic Humitropepts; Afloramiento rocoso,PN-26; N-06; N-15,"40, 30, 20, 10",4,Typic_Troporthents,Lithic_Troporthents,Vertic_Humitropepts,Afloramiento_rocoso,PN-26,N-06,N-15,40,30,20,10,0.000000000000000,0.000000000000000,Grupo_Indiferenciado,Norte_de_Santander
-1,829,UCS_829,MQD,MQDf3,Montaña,Filas y vigas,Medio y humedo,Granito y gneiss,Solifluxion generalizada en grado moderado y severo; deslizamientos,"Superficiales, limitados por roca, excesivamente  drenados, de textura franco arenosa y franco arcillosa con gravilla. Fertilidad media",Complejo: Lithic Troporthents; Typic Troporthents; Oxic Dystropepts,NS-1; NS-124; NS-2,"50, 40, 10",3,Lithic_Troporthents,Typic_Troporthents,Oxic_Dystropepts,NA,NS-1,NS-124,NS-2,50,40,10,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1125,UCS_1125,MVA,MVAf1,Montaña,Filas y vigas,"Calido, humedo",Arenisca,Escurrimiento difuso en grado ligero; solifluxion en terracetas por sectores,"Superficiales, limitados por roca fragmentada, bien drenados, de textura franco arcillo arenosa gravillosa. Fertilidad alta",Consociacion: Typic Eutropepts; Afloramiento rocoso,NS-8,"90, 10",2,Typic_Eutropepts,Afloramiento_rocoso,NA,NA,NS-8,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1126,UCS_1126,MVA,MVAf1,Montaña,Filas y vigas,"Calido, humedo",Arenisca,Escurrimiento difuso en grado ligero; solifluxion en terracetas por sectores,"Superficiales, limitados por roca fragmentada, bien drenados, de textura franco arcillo arenosa gravillosa. Fertilidad alta",Consociacion: Typic Eutropepts; Afloramiento rocoso,NS-8,"90, 10",2,Typic_Eutropepts,Afloramiento_rocoso,NA,NA,NS-8,NA,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,1129,UCS_1129,MVB,MVBf1,Montaña,Filas y vigas,"Calido, humedo",Cuarzomonzonita,"Deslizamientos, solifluxion generalizada en grado ligero, desprendimientos de roca","Superficiales a profundos, limitados por roca, bien drenados, textura franco arcillosa y arcillosa. Fertilidad natural baja",Complejo: Typic Troporthents; Typic Dystropepts; Typic Hapludolls; Lithic Troporthents,NS-11; NS-37; NS-91,"50, 30, 10, 10",4,Typic_Troporthents,Typic_Dystropepts,Typic_Hapludolls,Lithic_Troporthents,NS-11,NS-37,NS-91,50,30,10,10,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,1268,UCS_1268,MWE,MWEg2,Montaña,Espinazos,"Calido, seco",Arenisca y lutitas,Escurrimiento difuso y concentrado en grado moderado en algunos sectores en grado severo,"Moderadamente profundos, profundos, limitados por arcilla impermeable, bien drenados, textura arcillosa. Fertilidad natural baja",Grupo Indiferenciado: Afloramiento rocoso; Ustic Dystropepts; Ustoxic Dystropepts,NS-177; PN-123,"50, 30, 20",3,Afloramiento_rocoso,Ustic_Dystropepts,Ustoxic_Dystropepts,NA,NS-177,PN-123,NA,50,30,20,NA,0.000000000000000,0.000000000000000,Grupo_Indiferenciado,Norte_de_Santander
-1,1303,UCS_1303,MWI,MWIap,Montaña,Vallecitos,"Calido, seco","Depositos superficiales, clasticos, hidrogenicos. Aluviones mixtos",Sedimentacion aluvial y coluvial,"Moderadamente profundos a profundos, limitados por fragmentos de roca y fluctuaciones  del nivel freatico, de texturas variadas. Fertilidad alta",Complejo: Typic Ustifluvents; Aquic Ustifluvents,NS-148; PN-103,"55, 45",2,Typic_Ustifluvents,Aquic_Ustifluvents,NA,NA,NS-148,PN-103,NA,55,45,NA,NA,0.000000000000000,0.000000000000000,Complejo,Norte_de_Santander
-1,70,UCS_70,LVB,LVBe2,Lomerio,Lomas,"Calido, humedo",Conglomerados,Escurrimiento difuso y concentrado en grado moderado,"Moderadamente profundos, limitados por fragmentos de roca; textura franco arenosa gravillosa. Fertilidad natural media",Consociacion: Typic Troporthents; Oxic Dystropepts; Afloramiento rocoso,NS-89; M-06,"80, 15, 5",3,Typic_Troporthents,Oxic_Dystropepts,Afloramiento_rocoso,NA,NS-89,M-06,NA,80,15,5,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,71,UCS_71,LVB,LVBe2,Lomerio,Lomas,"Calido, humedo",Conglomerados,Escurrimiento difuso y concentrado en grado moderado,"Moderadamente profundos, limitados por fragmentos de roca; textura franco arenosa gravillosa. Fertilidad natural media",Consociacion: Typic Troporthents; Oxic Dystropepts; Afloramiento rocoso,NS-89; M-06,"80, 15, 5",3,Typic_Troporthents,Oxic_Dystropepts,Afloramiento_rocoso,NA,NS-89,M-06,NA,80,15,5,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,72,UCS_72,LVB,LVBe2,Lomerio,Lomas,"Calido, humedo",Conglomerados,Escurrimiento difuso y concentrado en grado moderado,"Moderadamente profundos, limitados por fragmentos de roca; textura franco arenosa gravillosa. Fertilidad natural media",Consociacion: Typic Troporthents; Oxic Dystropepts; Afloramiento rocoso,NS-89; M-06,"80, 15, 5",3,Typic_Troporthents,Oxic_Dystropepts,Afloramiento_rocoso,NA,NS-89,M-06,NA,80,15,5,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,73,UCS_73,LVB,LVBe2,Lomerio,Lomas,"Calido, humedo",Conglomerados,Escurrimiento difuso y concentrado en grado moderado,"Moderadamente profundos, limitados por fragmentos de roca; textura franco arenosa gravillosa. Fertilidad natural media",Consociacion: Typic Troporthents; Oxic Dystropepts; Afloramiento rocoso,NS-89; M-06,"80, 15, 5",3,Typic_Troporthents,Oxic_Dystropepts,Afloramiento_rocoso,NA,NS-89,M-06,NA,80,15,5,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,76,UCS_76,LVC,LVCb1,Lomerio,Lomas,"Calido, humedo",Arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos, bien drenados, textura arcillosa. Fertilidad natural baja",Consociacion: Typic Dystropepts; Oxic Dystropepts,NS-49; N-73,"90, 10",2,Typic_Dystropepts,Oxic_Dystropepts,NA,NA,NS-49,N-73,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,77,UCS_77,LVC,LVCb1,Lomerio,Lomas,"Calido, humedo",Arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos, bien drenados, textura arcillosa. Fertilidad natural baja",Consociacion: Typic Dystropepts; Oxic Dystropepts,NS-49; N-73,"90, 10",2,Typic_Dystropepts,Oxic_Dystropepts,NA,NA,NS-49,N-73,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,78,UCS_78,LVC,LVCb1,Lomerio,Lomas,"Calido, humedo",Arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos, bien drenados, textura arcillosa. Fertilidad natural baja",Consociacion: Typic Dystropepts; Oxic Dystropepts,NS-49; N-73,"90, 10",2,Typic_Dystropepts,Oxic_Dystropepts,NA,NA,NS-49,N-73,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,79,UCS_79,LVC,LVCb1,Lomerio,Lomas,"Calido, humedo",Arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos, bien drenados, textura arcillosa. Fertilidad natural baja",Consociacion: Typic Dystropepts; Oxic Dystropepts,NS-49; N-73,"90, 10",2,Typic_Dystropepts,Oxic_Dystropepts,NA,NA,NS-49,N-73,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,80,UCS_80,LVC,LVCb1,Lomerio,Lomas,"Calido, humedo",Arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos, bien drenados, textura arcillosa. Fertilidad natural baja",Consociacion: Typic Dystropepts; Oxic Dystropepts,NS-49; N-73,"90, 10",2,Typic_Dystropepts,Oxic_Dystropepts,NA,NA,NS-49,N-73,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,81,UCS_81,LVC,LVCb1,Lomerio,Lomas,"Calido, humedo",Arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos, bien drenados, textura arcillosa. Fertilidad natural baja",Consociacion: Typic Dystropepts; Oxic Dystropepts,NS-49; N-73,"90, 10",2,Typic_Dystropepts,Oxic_Dystropepts,NA,NA,NS-49,N-73,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,82,UCS_82,LVC,LVCb1,Lomerio,Lomas,"Calido, humedo",Arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos, bien drenados, textura arcillosa. Fertilidad natural baja",Consociacion: Typic Dystropepts; Oxic Dystropepts,NS-49; N-73,"90, 10",2,Typic_Dystropepts,Oxic_Dystropepts,NA,NA,NS-49,N-73,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,83,UCS_83,LVC,LVCb1,Lomerio,Lomas,"Calido, humedo",Arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos, bien drenados, textura arcillosa. Fertilidad natural baja",Consociacion: Typic Dystropepts; Oxic Dystropepts,NS-49; N-73,"90, 10",2,Typic_Dystropepts,Oxic_Dystropepts,NA,NA,NS-49,N-73,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,84,UCS_84,LVC,LVCb1,Lomerio,Lomas,"Calido, humedo",Arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos, bien drenados, textura arcillosa. Fertilidad natural baja",Consociacion: Typic Dystropepts; Oxic Dystropepts,NS-49; N-73,"90, 10",2,Typic_Dystropepts,Oxic_Dystropepts,NA,NA,NS-49,N-73,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,85,UCS_85,LVC,LVCb1,Lomerio,Lomas,"Calido, humedo",Arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos, bien drenados, textura arcillosa. Fertilidad natural baja",Consociacion: Typic Dystropepts; Oxic Dystropepts,NS-49; N-73,"90, 10",2,Typic_Dystropepts,Oxic_Dystropepts,NA,NA,NS-49,N-73,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,86,UCS_86,LVC,LVCb1,Lomerio,Lomas,"Calido, humedo",Arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos, bien drenados, textura arcillosa. Fertilidad natural baja",Consociacion: Typic Dystropepts; Oxic Dystropepts,NS-49; N-73,"90, 10",2,Typic_Dystropepts,Oxic_Dystropepts,NA,NA,NS-49,N-73,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
-1,87,UCS_87,LVC,LVCb1,Lomerio,Lomas,"Calido, humedo",Arcillolitas,"Escurrimiento difuso en grado ligero, deslizamiento localizado","Profundos, bien drenados, textura arcillosa. Fertilidad natural baja",Consociacion: Typic Dystropepts; Oxic Dystropepts,NS-49; N-73,"90, 10",2,Typic_Dystropepts,Oxic_Dystropepts,NA,NA,NS-49,N-73,NA,90,10,NA,NA,0.000000000000000,0.000000000000000,Consociacion,Norte_de_Santander
