OBJECTID,UCS_F,UCS_TIPO,DEPTO,NUM_SUELOS,NIVEL_TAXO,RAO,NUCLEO
397,ZVAb,Disociacion,Guaviare,5,4,0.64,Nucleo 1
398,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
399,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
400,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
401,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
402,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
403,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
404,RVDa,Asociacion,Guaviare,4,4,0.555,Nucleo 1
405,LVEd1,Consociacion,Guaviare,1,4,0.095,Nucleo 1
406,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
407,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
408,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
409,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
410,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
411,ZVAb,Disociacion,Guaviare,5,4,0.64,Nucleo 1
412,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
414,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
415,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
416,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
417,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
418,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
419,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
420,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
421,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
422,ZVAb,Disociacion,Guaviare,5,4,0.64,Nucleo 1
423,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
424,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
425,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
426,RVCai,Asociacion,Guaviare,6,4,0.39625,Nucleo 1
427,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
428,LVFd1,Asociacion,Guaviare,3,4,0.605,Nucleo 1
429,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
430,ZVCd1,Consociacion,Guaviare,3,4,0.32,Nucleo 1
431,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
432,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
433,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
434,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
435,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
436,LVEd1,Consociacion,Guaviare,1,4,0.095,Nucleo 1
437,RVCai,Asociacion,Guaviare,6,4,0.39625,Nucleo 1
438,LVCc,Complejo,Guaviare,6,4,0.63,Nucleo 1
439,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
440,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
441,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
442,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
443,ZVAa,Disociacion,Guaviare,5,4,0.64,Nucleo 1
444,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
445,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
446,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
447,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
448,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
449,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
450,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
451,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
452,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
453,RVCai,Asociacion,Guaviare,6,4,0.39625,Nucleo 1
454,ZVAb,Disociacion,Guaviare,5,4,0.64,Nucleo 1
455,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
456,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
457,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
458,RVDa,Asociacion,Guaviare,4,4,0.555,Nucleo 1
459,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
460,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
461,ZVAa,Disociacion,Guaviare,5,4,0.64,Nucleo 1
462,ZVCd1,Consociacion,Guaviare,3,4,0.32,Nucleo 1
463,ZVBe2,Asociacion,Guaviare,3,4,0.375,Nucleo 1
464,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
465,ZVAb,Disociacion,Guaviare,5,4,0.64,Nucleo 1
466,ZVAc,Disociacion,Guaviare,5,4,0.64,Nucleo 1
467,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
468,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
469,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
470,RVCai,Asociacion,Guaviare,6,4,0.39625,Nucleo 1
471,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
472,RVDa,Asociacion,Guaviare,4,4,0.555,Nucleo 1
473,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
474,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
475,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
476,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
477,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
478,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
479,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
480,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
481,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
482,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
483,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
484,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
485,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
486,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
487,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
488,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
489,LVCc,Complejo,Guaviare,6,4,0.63,Nucleo 1
490,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
491,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
492,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
493,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
494,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
495,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
496,LVEd1,Consociacion,Guaviare,1,4,0.095,Nucleo 1
497,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
498,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
499,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
500,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
501,LVFd1,Asociacion,Guaviare,3,4,0.605,Nucleo 1
502,ZVBf,Asociacion,Guaviare,3,4,0.375,Nucleo 1
503,ZVCc,Consociacion,Guaviare,3,4,0.32,Nucleo 1
504,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
505,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
506,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
507,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
508,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
509,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
510,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
511,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
512,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
513,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
514,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
515,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
516,ZVAb,Disociacion,Guaviare,5,4,0.64,Nucleo 1
517,VVAai,Complejo,Guaviare,2,4,0.375,Nucleo 1
518,VVAai,Complejo,Guaviare,2,4,0.375,Nucleo 1
520,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
521,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
522,RVCai,Asociacion,Guaviare,6,4,0.39625,Nucleo 1
523,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
524,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
525,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
526,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
527,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
528,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
529,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
530,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
531,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
532,ZVBc,Asociacion,Guaviare,3,4,0.375,Nucleo 1
533,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
534,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
535,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
536,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
537,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
538,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
539,ZVAa,Disociacion,Guaviare,5,4,0.64,Nucleo 1
540,ZVAc,Disociacion,Guaviare,5,4,0.64,Nucleo 1
541,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
542,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
543,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
544,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
545,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
547,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
548,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
549,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
550,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
551,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
552,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
553,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
554,RVDa,Asociacion,Guaviare,4,4,0.555,Nucleo 1
555,RVDa,Asociacion,Guaviare,4,4,0.555,Nucleo 1
556,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
557,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
558,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
559,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
560,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
561,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
562,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
563,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
564,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
565,VVAai,Complejo,Guaviare,2,4,0.375,Nucleo 1
567,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
568,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
569,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
570,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
571,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
572,MUJef1,Asociacion,Meta,3,5,0.51,Nucleo 1
574,PVFa,Consociacion,Meta,2,4,0.26125,Nucleo 1
577,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
578,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
579,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
580,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
581,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
582,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
583,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
584,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
585,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
586,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
587,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
588,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
589,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
590,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
591,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
592,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
593,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
594,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
595,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
596,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
597,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
598,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
599,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
600,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
601,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
602,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
603,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
604,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
605,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
606,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
607,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
608,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
609,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
610,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
611,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
612,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
613,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
614,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
615,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
616,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
617,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
618,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
619,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
620,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
621,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
622,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
623,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
624,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
625,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
626,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
627,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
628,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
629,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
630,LVHdc2,Complejo,Meta,2,5,0.655,Nucleo 1
631,AUAbc1,Consociacion,Meta,2,5,0.173,Nucleo 1
632,AUAbc1,Consociacion,Meta,2,5,0.173,Nucleo 1
633,AUBbc,Asociacion,Meta,2,5,0.615,Nucleo 1
634,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
635,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
636,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
637,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
638,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
639,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
640,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
641,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
642,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
643,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
644,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
645,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
646,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
647,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
648,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
649,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
650,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
651,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
652,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
653,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
654,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
655,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
656,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
657,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
658,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
659,AVCa,Consociacion,Meta,1,5,0.375,Nucleo 1
660,AVDa,Consociacion,Meta,1,5,0.375,Nucleo 1
661,AVEb,Consociacion,Meta,1,5,0.375,Nucleo 1
662,LVKbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
663,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
664,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
665,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
666,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
667,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
668,RVEa,Consociacion,Meta,1,4,0.375,Nucleo 1
669,RVFay,Asociacion,Meta,2,4,0.5325,Nucleo 1
670,RVFay,Asociacion,Meta,2,4,0.5325,Nucleo 1
671,RVFay,Asociacion,Meta,2,4,0.5325,Nucleo 1
672,RVFay,Asociacion,Meta,2,4,0.5325,Nucleo 1
673,RVFay,Asociacion,Meta,2,4,0.5325,Nucleo 1
674,RVFay,Asociacion,Meta,2,4,0.5325,Nucleo 1
675,RVFay,Asociacion,Meta,2,4,0.5325,Nucleo 1
689,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
690,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
691,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
692,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
693,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
694,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
695,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
696,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
697,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
698,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
699,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
700,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
701,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
702,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
703,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
704,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
705,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
706,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
707,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
708,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
709,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
710,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
711,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
712,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
713,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
714,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
715,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
716,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
717,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
718,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
719,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
720,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
721,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
722,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
723,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
724,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
725,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
726,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
727,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
728,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
729,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
730,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
731,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
732,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
733,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
734,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
735,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
736,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
737,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
738,AVFb,Asociacion,Meta,2,5,0.635,Nucleo 1
739,AVGb,Asociacion,Meta,2,4,0.635,Nucleo 1
740,AVGb,Asociacion,Meta,2,4,0.635,Nucleo 1
741,AVGb,Asociacion,Meta,2,4,0.635,Nucleo 1
742,AVGb,Asociacion,Meta,2,4,0.635,Nucleo 1
743,LUAec,Complejo,Meta,2,5,0.635,Nucleo 1
744,LUBcd,Asociacion,Meta,2,5,0.429,Nucleo 1
745,LUBcd,Asociacion,Meta,2,5,0.429,Nucleo 1
746,LUBcd,Asociacion,Meta,2,5,0.429,Nucleo 1
747,LUBcd,Asociacion,Meta,2,5,0.429,Nucleo 1
748,LUBcd,Asociacion,Meta,2,5,0.429,Nucleo 1
749,LUBcd,Asociacion,Meta,2,5,0.429,Nucleo 1
750,LUCe,Consociacion,Meta,1,5,0.16,Nucleo 1
751,LUCe,Consociacion,Meta,1,5,0.16,Nucleo 1
752,LUDcd,Complejo,Meta,3,5,0.72,Nucleo 1
753,LUDcd,Complejo,Meta,3,5,0.72,Nucleo 1
754,LUDcd,Complejo,Meta,3,5,0.72,Nucleo 1
755,LUDcd,Complejo,Meta,3,5,0.72,Nucleo 1
756,LUDcd,Complejo,Meta,3,5,0.72,Nucleo 1
757,LUDcd,Complejo,Meta,3,5,0.72,Nucleo 1
758,LUDcd,Complejo,Meta,3,5,0.72,Nucleo 1
759,LUDcd,Complejo,Meta,3,5,0.72,Nucleo 1
760,LUDcd,Complejo,Meta,3,5,0.72,Nucleo 1
761,LUDcd,Complejo,Meta,3,5,0.72,Nucleo 1
762,LVGdc2,Complejo,Meta,2,5,0.383,Nucleo 1
763,LVGdc2,Complejo,Meta,2,5,0.383,Nucleo 1
764,LVGdc2,Complejo,Meta,2,5,0.383,Nucleo 1
765,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
766,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
767,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
768,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
769,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
770,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
771,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
772,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
773,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
774,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
775,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
776,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
777,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
778,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
779,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
780,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
781,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
782,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
783,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
784,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
785,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
786,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
787,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
788,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
789,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
790,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
791,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
792,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
793,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
794,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
795,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
796,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
797,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
798,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
799,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
800,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
801,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
802,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
803,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
804,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
805,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
806,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
807,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
808,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
809,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
810,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
811,LVJbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
812,LVKbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
813,LVKbc1,Asociacion,Meta,2,5,0.655,Nucleo 1
814,MPMef,Asociacion,Meta,2,5,0.431,Nucleo 1
819,MUOef1,Complejo,Meta,3,5,0.595,Nucleo 1
820,PVAa,Consociacion,Meta,1,4,0.375,Nucleo 1
821,PVBa,Asociacion,Meta,2,5,0.591,Nucleo 1
822,PVBa,Asociacion,Meta,2,5,0.591,Nucleo 1
823,PVBa,Asociacion,Meta,2,5,0.591,Nucleo 1
824,PVFa,Consociacion,Meta,2,4,0.26125,Nucleo 1
825,RUAa,Consociacion,Meta,1,4,0.18,Nucleo 1
