OBJECTID,UCS_F,UCS_TIPO,DEPTO,NUM_SUELOS,NIVEL_TAXO,RAO,NUCLEO
87,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
88,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
89,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
90,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
91,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
92,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
93,ZVBf,Asociacion,Guaviare,3,4,0.375,Nucleo 1
94,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
95,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
96,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
97,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
98,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
99,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
100,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
101,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
102,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
103,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
104,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
105,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
106,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
107,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
108,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
109,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
110,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
111,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
112,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
113,ZVAc,Disociacion,Guaviare,5,4,0.64,Nucleo 1
114,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
115,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
116,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
117,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
118,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
119,RVDa,Asociacion,Guaviare,4,4,0.555,Nucleo 1
120,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
121,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
122,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
123,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
124,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
125,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
126,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
127,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
128,LVEd1,Consociacion,Guaviare,1,4,0.095,Nucleo 1
129,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
130,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
131,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
132,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
133,LVFe2,Asociacion,Guaviare,3,4,0.605,Nucleo 1
134,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
135,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
136,LVGd1,Asociacion,Guaviare,3,4,0.505,Nucleo 1
137,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
138,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
139,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
140,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
141,LVCc,Complejo,Guaviare,6,4,0.63,Nucleo 1
142,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
143,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
144,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
145,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
146,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
147,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
148,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
149,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
150,LVEd1,Consociacion,Guaviare,1,4,0.095,Nucleo 1
151,LVCc,Complejo,Guaviare,6,4,0.63,Nucleo 1
152,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
153,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
154,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
155,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
156,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
157,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
158,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
159,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
160,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
161,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
162,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
163,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
164,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
165,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
166,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
168,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
169,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
170,ZVAb,Disociacion,Guaviare,5,4,0.64,Nucleo 1
171,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
172,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
173,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
174,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
175,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
176,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
177,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
178,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
179,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
180,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
181,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
182,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
183,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
184,ZVBd1,Asociacion,Guaviare,3,4,0.375,Nucleo 1
185,ZVBd1,Asociacion,Guaviare,3,4,0.375,Nucleo 1
186,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
187,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
188,ZVAc,Disociacion,Guaviare,5,4,0.64,Nucleo 1
189,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
190,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
191,LVEd1,Consociacion,Guaviare,1,4,0.095,Nucleo 1
192,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
193,ZVAa,Disociacion,Guaviare,5,4,0.64,Nucleo 1
194,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
195,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
196,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
197,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
198,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
199,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
200,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
201,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
202,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
203,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
204,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
205,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
206,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
207,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
208,RVDa,Asociacion,Guaviare,4,4,0.555,Nucleo 1
209,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
210,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
211,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
212,RVDa,Asociacion,Guaviare,4,4,0.555,Nucleo 1
213,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
214,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
215,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
216,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
217,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
218,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
219,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
220,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
221,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
222,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
223,LVFd1,Asociacion,Guaviare,3,4,0.605,Nucleo 1
224,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
225,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
226,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
227,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
228,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
229,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
230,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
231,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
232,RVDa,Asociacion,Guaviare,4,4,0.555,Nucleo 1
233,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
234,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
235,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
236,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
237,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
238,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
239,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
240,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
241,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
242,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
243,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
244,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
245,LVCc,Complejo,Guaviare,6,4,0.63,Nucleo 1
246,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
247,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
248,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
249,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
250,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
251,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
252,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
253,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
254,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
255,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
256,LVFe2,Asociacion,Guaviare,3,4,0.605,Nucleo 1
257,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
258,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
259,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
260,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
261,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
262,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
263,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
264,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
265,LVEd1,Consociacion,Guaviare,1,4,0.095,Nucleo 1
266,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
267,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
268,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
269,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
270,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
271,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
272,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
273,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
274,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
275,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
276,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
277,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
278,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
279,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
280,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
281,LVEd1,Consociacion,Guaviare,1,4,0.095,Nucleo 1
282,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
283,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
284,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
285,LVEd1,Consociacion,Guaviare,1,4,0.095,Nucleo 1
286,LVEd1,Consociacion,Guaviare,1,4,0.095,Nucleo 1
287,ZVCc,Consociacion,Guaviare,3,4,0.32,Nucleo 1
288,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
289,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
290,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
291,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
292,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
293,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
294,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
295,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
296,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
297,LVEd1,Consociacion,Guaviare,1,4,0.095,Nucleo 1
298,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
299,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
300,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
301,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
302,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
303,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
304,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
305,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
306,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
307,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
308,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
309,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
310,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
311,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
312,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
313,ZVBd1,Asociacion,Guaviare,3,4,0.375,Nucleo 1
314,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
315,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
316,ZVBc,Asociacion,Guaviare,3,4,0.375,Nucleo 1
317,LVGc,Asociacion,Guaviare,3,4,0.505,Nucleo 1
318,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
319,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
320,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
321,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
322,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
323,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
324,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
325,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
326,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
327,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
328,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
329,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
330,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
331,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
332,RVBai,Complejo,Guaviare,3,4,0.345,Nucleo 1
333,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
334,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
335,LVCc,Complejo,Guaviare,6,4,0.63,Nucleo 1
336,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
337,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
338,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
339,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
340,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
341,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
342,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
343,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
344,ZVBd1,Asociacion,Guaviare,3,4,0.375,Nucleo 1
345,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
348,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
349,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
350,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
351,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
352,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
353,LVCc,Complejo,Guaviare,6,4,0.63,Nucleo 1
354,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
355,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
356,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
357,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
358,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
359,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
360,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
361,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
362,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
363,AVAc,Consociacion,Guaviare,5,4,0.49125,Nucleo 1
364,RVCai,Asociacion,Guaviare,6,4,0.39625,Nucleo 1
365,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
366,RVAai,Asociacion,Guaviare,3,4,0.405,Nucleo 1
367,ZVCc,Consociacion,Guaviare,3,4,0.32,Nucleo 1
368,LVCb,Complejo,Guaviare,6,4,0.63,Nucleo 1
369,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
370,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
371,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
372,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
373,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
374,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
375,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
376,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
377,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
378,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
379,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
380,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
381,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
382,LVDd1,Asociacion,Guaviare,5,4,0.465,Nucleo 1
383,RVDa,Asociacion,Guaviare,4,4,0.555,Nucleo 1
384,LVAb,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
385,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
386,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
387,VVBa,Consociacion,Guaviare,4,4,0.57,Nucleo 1
388,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
389,LVHai,Disociacion,Guaviare,6,4,0.64625,Nucleo 1
390,LVAa,Consociacion,Guaviare,4,4,0.4825,Nucleo 1
391,LVDc,Asociacion,Guaviare,5,4,0.465,Nucleo 1
393,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
394,LVBb,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
395,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
396,LVBa,Consociacion,Guaviare,5,4,0.35375,Nucleo 1
