OBJECTID,UCS_F,UCS_TIPO,DEPTO,NUM_SUELOS,NIVEL_TAXO,RAO,NUCLEO
1,LVAb,Asociacion,Caqueta,4,4,0.5,Nucleo 2
2,VVDb,Asociacion,Caqueta,4,4,0.55,Nucleo 2
4,MVEa,Asociacion,Caqueta,3,4,0.53,Nucleo 2
5,MVEb,Asociacion,Caqueta,3,4,0.53,Nucleo 2
6,PVBb,Asociacion,Caqueta,4,4,0.41,Nucleo 2
7,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
8,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
9,MUAf,Asociacion,Caqueta,2,4,0.48,Nucleo 2
10,MUCai,Asociacion,Caqueta,2,4,0.36,Nucleo 2
11,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
12,VVDa,Asociacion,Caqueta,4,4,0.55,Nucleo 2
14,VVDb,Asociacion,Caqueta,4,4,0.55,Nucleo 2
15,VVDa,Asociacion,Caqueta,4,4,0.55,Nucleo 2
16,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
17,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
18,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
19,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
26,LVAe,Asociacion,Caqueta,4,4,0.5,Nucleo 2
31,LVAb,Asociacion,Caqueta,4,4,0.5,Nucleo 2
32,LVAb,Asociacion,Caqueta,4,4,0.5,Nucleo 2
33,MUAg,Asociacion,Caqueta,2,4,0.48,Nucleo 2
34,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
34,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
34,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
35,MUBg,Asociacion,Caqueta,3,4,0.58,Nucleo 2
36,MVDc,Asociacion,Caqueta,4,4,0.6,Nucleo 2
37,PVAa,Asociacion,Caqueta,3,4,0.66,Nucleo 2
38,LVCc,Asociacion,Caqueta,3,4,0.66,Nucleo 2
39,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
40,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
41,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
42,MUBg,Asociacion,Caqueta,3,4,0.58,Nucleo 2
43,MUAf,Asociacion,Caqueta,2,4,0.48,Nucleo 2
44,LVCa,Asociacion,Caqueta,3,4,0.66,Nucleo 2
46,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
48,MUAf,Asociacion,Caqueta,2,4,0.48,Nucleo 2
49,MUAe,Asociacion,Caqueta,2,4,0.48,Nucleo 2
50,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
51,MUCb,Asociacion,Caqueta,2,4,0.36,Nucleo 2
52,PUAa,Asociacion,Caqueta,2,4,0.5,Nucleo 2
53,MUAf,Asociacion,Caqueta,2,4,0.48,Nucleo 2
54,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
55,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
56,MUAe,Asociacion,Caqueta,2,4,0.48,Nucleo 2
57,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
58,LVAb,Asociacion,Caqueta,4,4,0.5,Nucleo 2
59,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
60,MKAg,Asociacion,Caqueta,3,4,0.54,Nucleo 2
61,MPAg,Asociacion,Caqueta,3,4,0.48,Nucleo 2
62,MPAf,Asociacion,Caqueta,3,4,0.48,Nucleo 2
64,MUCai,Asociacion,Caqueta,2,4,0.36,Nucleo 2
65,MUAf2,Asociacion,Caqueta,2,4,0.48,Nucleo 2
66,MUAf2,Asociacion,Caqueta,2,4,0.48,Nucleo 2
67,VUCb,Asociacion,Caqueta,2,4,0.48,Nucleo 2
68,PUBa,Asociacion,Caqueta,2,4,0.5,Nucleo 2
69,VUBa,Asociacion,Caqueta,3,4,0.66,Nucleo 2
70,LUBai,Asociacion,Caqueta,3,4,0.615,Nucleo 2
72,LUAc,Asociacion,Caqueta,3,4,0.54,Nucleo 2
73,LVAb,Asociacion,Caqueta,4,4,0.5,Nucleo 2
74,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
75,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
76,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
77,LVCa,Asociacion,Caqueta,3,4,0.66,Nucleo 2
78,LVCa,Asociacion,Caqueta,3,4,0.66,Nucleo 2
79,VVDa,Asociacion,Caqueta,4,4,0.55,Nucleo 2
80,VVDa,Asociacion,Caqueta,4,4,0.55,Nucleo 2
81,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
81,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
83,LVDc,Asociacion,Caqueta,2,4,0.48,Nucleo 2
84,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
85,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
86,LVAe2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
90,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
91,MUBe,Asociacion,Caqueta,3,4,0.58,Nucleo 2
92,LVAe2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
93,MUBf2,Asociacion,Caqueta,3,4,0.58,Nucleo 2
94,VVDb,Asociacion,Caqueta,4,4,0.55,Nucleo 2
96,MUAe,Asociacion,Caqueta,2,4,0.48,Nucleo 2
97,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
98,MUAe,Asociacion,Caqueta,2,4,0.48,Nucleo 2
99,MUAf,Asociacion,Caqueta,2,4,0.48,Nucleo 2
100,MUAf,Asociacion,Caqueta,2,4,0.48,Nucleo 2
101,LVAb,Asociacion,Caqueta,4,4,0.5,Nucleo 2
102,MUAf,Asociacion,Caqueta,2,4,0.48,Nucleo 2
103,MUAf,Asociacion,Caqueta,2,4,0.48,Nucleo 2
104,MUAe,Asociacion,Caqueta,2,4,0.48,Nucleo 2
104,MUAe,Asociacion,Caqueta,2,4,0.48,Nucleo 2
105,MVCg,Asociacion,Caqueta,3,4,0.47,Nucleo 2
106,MUAd,Asociacion,Caqueta,2,4,0.48,Nucleo 2
107,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
108,PVAb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
110,PVAc,Asociacion,Caqueta,3,4,0.66,Nucleo 2
111,MUAg,Asociacion,Caqueta,2,4,0.48,Nucleo 2
112,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
113,LVAe2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
114,VVDa,Asociacion,Caqueta,4,4,0.55,Nucleo 2
115,VVDa,Asociacion,Caqueta,4,4,0.55,Nucleo 2
116,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
117,PVAa,Asociacion,Caqueta,3,4,0.66,Nucleo 2
118,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
119,LVDb,Asociacion,Caqueta,2,4,0.48,Nucleo 2
120,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
121,LVCa,Asociacion,Caqueta,3,4,0.66,Nucleo 2
122,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
123,LVCa,Asociacion,Caqueta,3,4,0.66,Nucleo 2
124,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
125,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
126,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
127,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
128,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
129,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
130,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
131,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
133,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
134,MVDf,Asociacion,Caqueta,4,4,0.6,Nucleo 2
135,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
136,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
137,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
138,VUAai,Asociacion,Caqueta,3,4,0.46,Nucleo 2
140,MPAf,Asociacion,Caqueta,3,4,0.48,Nucleo 2
141,MPAg,Asociacion,Caqueta,3,4,0.48,Nucleo 2
142,MVAd,Asociacion,Caqueta,3,4,0.28,Nucleo 2
143,MVAc,Asociacion,Caqueta,3,4,0.28,Nucleo 2
144,MPAg,Asociacion,Caqueta,3,4,0.48,Nucleo 2
145,MPAe,Asociacion,Caqueta,3,4,0.48,Nucleo 2
146,MPAf,Asociacion,Caqueta,3,4,0.48,Nucleo 2
147,MPAe,Asociacion,Caqueta,3,4,0.48,Nucleo 2
148,MPAg,Asociacion,Caqueta,3,4,0.48,Nucleo 2
149,MPAf,Asociacion,Caqueta,3,4,0.48,Nucleo 2
150,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
151,LVAb,Asociacion,Caqueta,4,4,0.5,Nucleo 2
152,LVAb,Asociacion,Caqueta,4,4,0.5,Nucleo 2
153,MPAg,Asociacion,Caqueta,3,4,0.48,Nucleo 2
154,MVCf,Asociacion,Caqueta,3,4,0.47,Nucleo 2
155,MVEb,Asociacion,Caqueta,3,4,0.53,Nucleo 2
156,MPAd,Asociacion,Caqueta,3,4,0.48,Nucleo 2
158,VVDa,Asociacion,Caqueta,4,4,0.55,Nucleo 2
159,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
160,MVBd,Asociacion,Caqueta,3,4,0.64,Nucleo 2
161,MVEa,Asociacion,Caqueta,3,4,0.53,Nucleo 2
162,PVBa,Asociacion,Caqueta,4,4,0.41,Nucleo 2
163,PVAc,Asociacion,Caqueta,3,4,0.66,Nucleo 2
164,VUCa,Asociacion,Caqueta,2,4,0.48,Nucleo 2
165,PUCa,Asociacion,Caqueta,2,4,0.25,Nucleo 2
166,LVCa,Asociacion,Caqueta,3,4,0.66,Nucleo 2
167,LVCa,Asociacion,Caqueta,3,4,0.66,Nucleo 2
168,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
174,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
175,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
176,LVDe,Asociacion,Caqueta,2,4,0.48,Nucleo 2
178,LVDb,Asociacion,Caqueta,2,4,0.48,Nucleo 2
179,VVDa,Asociacion,Caqueta,4,4,0.55,Nucleo 2
182,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
183,LVCa,Asociacion,Caqueta,3,4,0.66,Nucleo 2
184,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
185,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
186,MVEa,Asociacion,Caqueta,3,4,0.53,Nucleo 2
188,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
189,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
190,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
191,LVAb,Asociacion,Caqueta,4,4,0.5,Nucleo 2
192,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
192,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
193,LVAb,Asociacion,Caqueta,4,4,0.5,Nucleo 2
194,LVAb,Asociacion,Caqueta,4,4,0.5,Nucleo 2
195,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
198,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
198,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
198,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
199,LVCc2,Asociacion,Caqueta,3,4,0.66,Nucleo 2
200,LVAb,Asociacion,Caqueta,4,4,0.5,Nucleo 2
201,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
202,VVDb,Asociacion,Caqueta,4,4,0.55,Nucleo 2
203,MVCd,Asociacion,Caqueta,3,4,0.47,Nucleo 2
203,MVCd,Asociacion,Caqueta,3,4,0.47,Nucleo 2
204,VVDa,Asociacion,Caqueta,4,4,0.55,Nucleo 2
228,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
230,LVDb,Asociacion,Caqueta,2,4,0.48,Nucleo 2
231,MVAe,Asociacion,Caqueta,3,4,0.28,Nucleo 2
232,MVAe,Asociacion,Caqueta,3,4,0.28,Nucleo 2
233,MVAf,Asociacion,Caqueta,3,4,0.28,Nucleo 2
236,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
239,VVDb,Asociacion,Caqueta,4,4,0.55,Nucleo 2
240,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
241,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
242,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
243,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
244,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
