OBJECTID,UCS_F,UCS_TIPO,DEPTO,NUM_SUELOS,NIVEL_TAXO,RAO,NUCLEO_ID
465,LVDc,Asociacion,Guaviare,5,4,0.465,1
466,RVDa,Asociacion,Guaviare,4,4,0.555,1
467,LVAa,Consociacion,Guaviare,4,4,0.4825,1
468,LVCb,Complejo,Guaviare,6,4,0.63,1
469,LVAa,Consociacion,Guaviare,4,4,0.4825,1
470,LVAb,Consociacion,Guaviare,4,4,0.4825,1
471,LVDd1,Asociacion,Guaviare,5,4,0.465,1
472,LVCb,Complejo,Guaviare,6,4,0.63,1
473,RVAai,Asociacion,Guaviare,3,4,0.405,1
474,RVBai,Complejo,Guaviare,3,4,0.345,1
475,LVBb,Consociacion,Guaviare,5,4,0.35375,1
476,LVBa,Consociacion,Guaviare,5,4,0.35375,1
477,LVHai,Disociacion,Guaviare,6,4,0.64625,1
478,LVHai,Disociacion,Guaviare,6,4,0.64625,1
479,LVHai,Disociacion,Guaviare,6,4,0.64625,1
480,LVAb,Consociacion,Guaviare,4,4,0.4825,1
481,LVAb,Consociacion,Guaviare,4,4,0.4825,1
482,LVHai,Disociacion,Guaviare,6,4,0.64625,1
483,LVCc,Complejo,Guaviare,6,4,0.63,1
484,LVHai,Disociacion,Guaviare,6,4,0.64625,1
485,LVHai,Disociacion,Guaviare,6,4,0.64625,1
486,LVBb,Consociacion,Guaviare,5,4,0.35375,1
487,LVHai,Disociacion,Guaviare,6,4,0.64625,1
488,LVAa,Consociacion,Guaviare,4,4,0.4825,1
489,LVDc,Asociacion,Guaviare,5,4,0.465,1
490,LVEd1,Consociacion,Guaviare,1,4,0.095,1
491,LVHai,Disociacion,Guaviare,6,4,0.64625,1
492,LVHai,Disociacion,Guaviare,6,4,0.64625,1
493,LVHai,Disociacion,Guaviare,6,4,0.64625,1
494,LVDc,Asociacion,Guaviare,5,4,0.465,1
495,LVFd1,Asociacion,Guaviare,3,4,0.605,1
496,ZVBf,Asociacion,Guaviare,3,4,0.375,1
497,ZVCc,Consociacion,Guaviare,3,4,0.32,1
498,LVHai,Disociacion,Guaviare,6,4,0.64625,1
499,LVDc,Asociacion,Guaviare,5,4,0.465,1
500,RVAai,Asociacion,Guaviare,3,4,0.405,1
501,RVBai,Complejo,Guaviare,3,4,0.345,1
502,RVAai,Asociacion,Guaviare,3,4,0.405,1
503,RVAai,Asociacion,Guaviare,3,4,0.405,1
504,RVAai,Asociacion,Guaviare,3,4,0.405,1
505,RVBai,Complejo,Guaviare,3,4,0.345,1
506,LVHai,Disociacion,Guaviare,6,4,0.64625,1
507,LVHai,Disociacion,Guaviare,6,4,0.64625,1
508,LVAa,Consociacion,Guaviare,4,4,0.4825,1
509,LVHai,Disociacion,Guaviare,6,4,0.64625,1
510,ZVAb,Disociacion,Guaviare,5,4,0.64,1
511,VVAai,Complejo,Guaviare,2,4,0.375,1
512,VVAai,Complejo,Guaviare,2,4,0.375,1
513,RVBai,Complejo,Guaviare,3,4,0.345,1
514,RVBai,Complejo,Guaviare,3,4,0.345,1
515,RVCai,Asociacion,Guaviare,6,4,0.39625,1
516,LVDc,Asociacion,Guaviare,5,4,0.465,1
517,RVBai,Complejo,Guaviare,3,4,0.345,1
518,RVBai,Complejo,Guaviare,3,4,0.345,1
519,RVBai,Complejo,Guaviare,3,4,0.345,1
520,RVAai,Asociacion,Guaviare,3,4,0.405,1
521,RVBai,Complejo,Guaviare,3,4,0.345,1
522,RVBai,Complejo,Guaviare,3,4,0.345,1
523,RVBai,Complejo,Guaviare,3,4,0.345,1
524,LVDc,Asociacion,Guaviare,5,4,0.465,1
525,ZVBc,Asociacion,Guaviare,3,4,0.375,1
526,LVDc,Asociacion,Guaviare,5,4,0.465,1
527,RVAai,Asociacion,Guaviare,3,4,0.405,1
528,RVAai,Asociacion,Guaviare,3,4,0.405,1
529,LVCb,Complejo,Guaviare,6,4,0.63,1
530,LVDd1,Asociacion,Guaviare,5,4,0.465,1
531,LVDd1,Asociacion,Guaviare,5,4,0.465,1
532,ZVAa,Disociacion,Guaviare,5,4,0.64,1
533,ZVAc,Disociacion,Guaviare,5,4,0.64,1
534,RVBai,Complejo,Guaviare,3,4,0.345,1
535,RVBai,Complejo,Guaviare,3,4,0.345,1
536,RVBai,Complejo,Guaviare,3,4,0.345,1
537,LVAa,Consociacion,Guaviare,4,4,0.4825,1
538,LVAb,Consociacion,Guaviare,4,4,0.4825,1
539,RVAai,Asociacion,Guaviare,3,4,0.405,1
540,RVAai,Asociacion,Guaviare,3,4,0.405,1
541,RVBai,Complejo,Guaviare,3,4,0.345,1
542,RVBai,Complejo,Guaviare,3,4,0.345,1
543,RVBai,Complejo,Guaviare,3,4,0.345,1
544,LVBa,Consociacion,Guaviare,5,4,0.35375,1
545,LVDd1,Asociacion,Guaviare,5,4,0.465,1
546,RVDa,Asociacion,Guaviare,4,4,0.555,1
547,RVDa,Asociacion,Guaviare,4,4,0.555,1
548,RVAai,Asociacion,Guaviare,3,4,0.405,1
549,RVAai,Asociacion,Guaviare,3,4,0.405,1
550,RVBai,Complejo,Guaviare,3,4,0.345,1
551,RVAai,Asociacion,Guaviare,3,4,0.405,1
552,RVAai,Asociacion,Guaviare,3,4,0.405,1
553,RVBai,Complejo,Guaviare,3,4,0.345,1
554,RVBai,Complejo,Guaviare,3,4,0.345,1
555,RVBai,Complejo,Guaviare,3,4,0.345,1
556,RVBai,Complejo,Guaviare,3,4,0.345,1
557,VVAai,Complejo,Guaviare,2,4,0.375,1
558,LVJbc1,Asociacion,Meta,2,5,0.655,1
559,LVJbc1,Asociacion,Meta,2,5,0.655,1
560,LVJbc1,Asociacion,Meta,2,5,0.655,1
561,LVJbc1,Asociacion,Meta,2,5,0.655,1
562,LVJbc1,Asociacion,Meta,2,5,0.655,1
563,MUJef1,Asociacion,Meta,3,5,0.51,1
564,PVFa,Consociacion,Meta,2,4,0.26125,1
565,LVHdc2,Complejo,Meta,2,5,0.655,1
566,LVHdc2,Complejo,Meta,2,5,0.655,1
567,LVHdc2,Complejo,Meta,2,5,0.655,1
568,LVHdc2,Complejo,Meta,2,5,0.655,1
569,LVHdc2,Complejo,Meta,2,5,0.655,1
570,LVHdc2,Complejo,Meta,2,5,0.655,1
571,LVHdc2,Complejo,Meta,2,5,0.655,1
572,LVHdc2,Complejo,Meta,2,5,0.655,1
573,LVHdc2,Complejo,Meta,2,5,0.655,1
574,LVHdc2,Complejo,Meta,2,5,0.655,1
575,LVHdc2,Complejo,Meta,2,5,0.655,1
576,LVHdc2,Complejo,Meta,2,5,0.655,1
577,LVHdc2,Complejo,Meta,2,5,0.655,1
578,LVHdc2,Complejo,Meta,2,5,0.655,1
579,LVHdc2,Complejo,Meta,2,5,0.655,1
580,LVHdc2,Complejo,Meta,2,5,0.655,1
581,LVHdc2,Complejo,Meta,2,5,0.655,1
582,LVHdc2,Complejo,Meta,2,5,0.655,1
583,LVHdc2,Complejo,Meta,2,5,0.655,1
584,LVHdc2,Complejo,Meta,2,5,0.655,1
585,LVHdc2,Complejo,Meta,2,5,0.655,1
586,LVHdc2,Complejo,Meta,2,5,0.655,1
587,LVHdc2,Complejo,Meta,2,5,0.655,1
588,LVHdc2,Complejo,Meta,2,5,0.655,1
589,LVHdc2,Complejo,Meta,2,5,0.655,1
590,LVHdc2,Complejo,Meta,2,5,0.655,1
591,LVHdc2,Complejo,Meta,2,5,0.655,1
592,LVHdc2,Complejo,Meta,2,5,0.655,1
593,LVHdc2,Complejo,Meta,2,5,0.655,1
594,LVHdc2,Complejo,Meta,2,5,0.655,1
595,LVHdc2,Complejo,Meta,2,5,0.655,1
596,LVHdc2,Complejo,Meta,2,5,0.655,1
597,LVHdc2,Complejo,Meta,2,5,0.655,1
598,LVHdc2,Complejo,Meta,2,5,0.655,1
599,LVHdc2,Complejo,Meta,2,5,0.655,1
600,LVHdc2,Complejo,Meta,2,5,0.655,1
601,LVHdc2,Complejo,Meta,2,5,0.655,1
602,LVHdc2,Complejo,Meta,2,5,0.655,1
603,LVHdc2,Complejo,Meta,2,5,0.655,1
604,LVHdc2,Complejo,Meta,2,5,0.655,1
605,LVHdc2,Complejo,Meta,2,5,0.655,1
606,LVHdc2,Complejo,Meta,2,5,0.655,1
607,LVHdc2,Complejo,Meta,2,5,0.655,1
608,LVHdc2,Complejo,Meta,2,5,0.655,1
609,LVHdc2,Complejo,Meta,2,5,0.655,1
610,LVHdc2,Complejo,Meta,2,5,0.655,1
611,LVHdc2,Complejo,Meta,2,5,0.655,1
612,LVHdc2,Complejo,Meta,2,5,0.655,1
613,LVHdc2,Complejo,Meta,2,5,0.655,1
614,LVHdc2,Complejo,Meta,2,5,0.655,1
615,LVHdc2,Complejo,Meta,2,5,0.655,1
616,LVHdc2,Complejo,Meta,2,5,0.655,1
617,LVHdc2,Complejo,Meta,2,5,0.655,1
618,LVHdc2,Complejo,Meta,2,5,0.655,1
619,AUAbc1,Consociacion,Meta,2,5,0.173,1
620,AUAbc1,Consociacion,Meta,2,5,0.173,1
621,AUBbc,Asociacion,Meta,2,5,0.615,1
622,AVCa,Consociacion,Meta,1,5,0.375,1
623,AVCa,Consociacion,Meta,1,5,0.375,1
624,AVCa,Consociacion,Meta,1,5,0.375,1
625,AVCa,Consociacion,Meta,1,5,0.375,1
626,AVCa,Consociacion,Meta,1,5,0.375,1
627,AVCa,Consociacion,Meta,1,5,0.375,1
628,AVCa,Consociacion,Meta,1,5,0.375,1
629,AVCa,Consociacion,Meta,1,5,0.375,1
630,AVCa,Consociacion,Meta,1,5,0.375,1
631,AVCa,Consociacion,Meta,1,5,0.375,1
632,AVCa,Consociacion,Meta,1,5,0.375,1
633,AVCa,Consociacion,Meta,1,5,0.375,1
634,AVCa,Consociacion,Meta,1,5,0.375,1
635,AVCa,Consociacion,Meta,1,5,0.375,1
636,AVCa,Consociacion,Meta,1,5,0.375,1
637,AVCa,Consociacion,Meta,1,5,0.375,1
638,AVCa,Consociacion,Meta,1,5,0.375,1
639,AVCa,Consociacion,Meta,1,5,0.375,1
640,AVCa,Consociacion,Meta,1,5,0.375,1
641,AVCa,Consociacion,Meta,1,5,0.375,1
642,AVCa,Consociacion,Meta,1,5,0.375,1
643,AVCa,Consociacion,Meta,1,5,0.375,1
644,AVCa,Consociacion,Meta,1,5,0.375,1
645,AVCa,Consociacion,Meta,1,5,0.375,1
646,AVCa,Consociacion,Meta,1,5,0.375,1
647,AVCa,Consociacion,Meta,1,5,0.375,1
648,AVDa,Consociacion,Meta,1,5,0.375,1
649,AVEb,Consociacion,Meta,1,5,0.375,1
650,LVKbc1,Asociacion,Meta,2,5,0.655,1
651,RVEa,Consociacion,Meta,1,4,0.375,1
652,RVEa,Consociacion,Meta,1,4,0.375,1
653,RVEa,Consociacion,Meta,1,4,0.375,1
654,RVEa,Consociacion,Meta,1,4,0.375,1
655,RVEa,Consociacion,Meta,1,4,0.375,1
656,RVEa,Consociacion,Meta,1,4,0.375,1
657,RVFay,Asociacion,Meta,2,4,0.5325,1
658,RVFay,Asociacion,Meta,2,4,0.5325,1
659,RVFay,Asociacion,Meta,2,4,0.5325,1
660,RVFay,Asociacion,Meta,2,4,0.5325,1
661,RVFay,Asociacion,Meta,2,4,0.5325,1
662,RVFay,Asociacion,Meta,2,4,0.5325,1
663,RVFay,Asociacion,Meta,2,4,0.5325,1
664,AVFb,Asociacion,Meta,2,5,0.635,1
665,AVFb,Asociacion,Meta,2,5,0.635,1
666,AVFb,Asociacion,Meta,2,5,0.635,1
667,AVFb,Asociacion,Meta,2,5,0.635,1
668,AVFb,Asociacion,Meta,2,5,0.635,1
669,AVFb,Asociacion,Meta,2,5,0.635,1
670,AVFb,Asociacion,Meta,2,5,0.635,1
671,AVFb,Asociacion,Meta,2,5,0.635,1
672,AVFb,Asociacion,Meta,2,5,0.635,1
673,AVFb,Asociacion,Meta,2,5,0.635,1
674,AVFb,Asociacion,Meta,2,5,0.635,1
675,AVFb,Asociacion,Meta,2,5,0.635,1
676,AVFb,Asociacion,Meta,2,5,0.635,1
677,AVFb,Asociacion,Meta,2,5,0.635,1
678,AVFb,Asociacion,Meta,2,5,0.635,1
679,AVFb,Asociacion,Meta,2,5,0.635,1
680,AVFb,Asociacion,Meta,2,5,0.635,1
681,AVFb,Asociacion,Meta,2,5,0.635,1
682,AVFb,Asociacion,Meta,2,5,0.635,1
683,AVFb,Asociacion,Meta,2,5,0.635,1
684,AVFb,Asociacion,Meta,2,5,0.635,1
685,AVFb,Asociacion,Meta,2,5,0.635,1
686,AVFb,Asociacion,Meta,2,5,0.635,1
687,AVFb,Asociacion,Meta,2,5,0.635,1
688,AVFb,Asociacion,Meta,2,5,0.635,1
689,AVFb,Asociacion,Meta,2,5,0.635,1
690,AVFb,Asociacion,Meta,2,5,0.635,1
691,AVFb,Asociacion,Meta,2,5,0.635,1
692,AVFb,Asociacion,Meta,2,5,0.635,1
693,AVFb,Asociacion,Meta,2,5,0.635,1
694,AVFb,Asociacion,Meta,2,5,0.635,1
695,AVFb,Asociacion,Meta,2,5,0.635,1
696,AVFb,Asociacion,Meta,2,5,0.635,1
697,AVFb,Asociacion,Meta,2,5,0.635,1
698,AVFb,Asociacion,Meta,2,5,0.635,1
699,AVFb,Asociacion,Meta,2,5,0.635,1
700,AVFb,Asociacion,Meta,2,5,0.635,1
701,AVFb,Asociacion,Meta,2,5,0.635,1
702,AVFb,Asociacion,Meta,2,5,0.635,1
703,AVFb,Asociacion,Meta,2,5,0.635,1
704,AVFb,Asociacion,Meta,2,5,0.635,1
705,AVFb,Asociacion,Meta,2,5,0.635,1
706,AVFb,Asociacion,Meta,2,5,0.635,1
707,AVFb,Asociacion,Meta,2,5,0.635,1
708,AVFb,Asociacion,Meta,2,5,0.635,1
709,AVFb,Asociacion,Meta,2,5,0.635,1
710,AVFb,Asociacion,Meta,2,5,0.635,1
711,AVFb,Asociacion,Meta,2,5,0.635,1
712,AVFb,Asociacion,Meta,2,5,0.635,1
713,AVFb,Asociacion,Meta,2,5,0.635,1
714,AVGb,Asociacion,Meta,2,4,0.635,1
715,AVGb,Asociacion,Meta,2,4,0.635,1
716,AVGb,Asociacion,Meta,2,4,0.635,1
717,AVGb,Asociacion,Meta,2,4,0.635,1
718,LUAec,Complejo,Meta,2,5,0.635,1
719,LUBcd,Asociacion,Meta,2,5,0.429,1
720,LUBcd,Asociacion,Meta,2,5,0.429,1
721,LUBcd,Asociacion,Meta,2,5,0.429,1
722,LUBcd,Asociacion,Meta,2,5,0.429,1
723,LUBcd,Asociacion,Meta,2,5,0.429,1
724,LUBcd,Asociacion,Meta,2,5,0.429,1
725,LUCe,Consociacion,Meta,1,5,0.16,1
726,LUCe,Consociacion,Meta,1,5,0.16,1
727,LUDcd,Complejo,Meta,3,5,0.72,1
728,LUDcd,Complejo,Meta,3,5,0.72,1
729,LUDcd,Complejo,Meta,3,5,0.72,1
730,LUDcd,Complejo,Meta,3,5,0.72,1
731,LUDcd,Complejo,Meta,3,5,0.72,1
732,LUDcd,Complejo,Meta,3,5,0.72,1
733,LUDcd,Complejo,Meta,3,5,0.72,1
734,LUDcd,Complejo,Meta,3,5,0.72,1
735,LUDcd,Complejo,Meta,3,5,0.72,1
736,LUDcd,Complejo,Meta,3,5,0.72,1
737,LVGdc2,Complejo,Meta,2,5,0.383,1
738,LVGdc2,Complejo,Meta,2,5,0.383,1
739,LVGdc2,Complejo,Meta,2,5,0.383,1
740,LVJbc1,Asociacion,Meta,2,5,0.655,1
741,LVJbc1,Asociacion,Meta,2,5,0.655,1
742,LVJbc1,Asociacion,Meta,2,5,0.655,1
743,LVJbc1,Asociacion,Meta,2,5,0.655,1
744,LVJbc1,Asociacion,Meta,2,5,0.655,1
745,LVJbc1,Asociacion,Meta,2,5,0.655,1
746,LVJbc1,Asociacion,Meta,2,5,0.655,1
747,LVJbc1,Asociacion,Meta,2,5,0.655,1
748,LVJbc1,Asociacion,Meta,2,5,0.655,1
749,LVJbc1,Asociacion,Meta,2,5,0.655,1
750,LVJbc1,Asociacion,Meta,2,5,0.655,1
751,LVJbc1,Asociacion,Meta,2,5,0.655,1
752,LVJbc1,Asociacion,Meta,2,5,0.655,1
753,LVJbc1,Asociacion,Meta,2,5,0.655,1
754,LVJbc1,Asociacion,Meta,2,5,0.655,1
755,LVJbc1,Asociacion,Meta,2,5,0.655,1
756,LVJbc1,Asociacion,Meta,2,5,0.655,1
757,LVJbc1,Asociacion,Meta,2,5,0.655,1
758,LVJbc1,Asociacion,Meta,2,5,0.655,1
759,LVJbc1,Asociacion,Meta,2,5,0.655,1
760,LVJbc1,Asociacion,Meta,2,5,0.655,1
761,LVJbc1,Asociacion,Meta,2,5,0.655,1
762,LVJbc1,Asociacion,Meta,2,5,0.655,1
763,LVJbc1,Asociacion,Meta,2,5,0.655,1
764,LVJbc1,Asociacion,Meta,2,5,0.655,1
765,LVJbc1,Asociacion,Meta,2,5,0.655,1
766,LVJbc1,Asociacion,Meta,2,5,0.655,1
767,LVJbc1,Asociacion,Meta,2,5,0.655,1
768,LVJbc1,Asociacion,Meta,2,5,0.655,1
769,LVJbc1,Asociacion,Meta,2,5,0.655,1
770,LVJbc1,Asociacion,Meta,2,5,0.655,1
771,LVJbc1,Asociacion,Meta,2,5,0.655,1
772,LVJbc1,Asociacion,Meta,2,5,0.655,1
773,LVJbc1,Asociacion,Meta,2,5,0.655,1
774,LVJbc1,Asociacion,Meta,2,5,0.655,1
775,LVJbc1,Asociacion,Meta,2,5,0.655,1
776,LVJbc1,Asociacion,Meta,2,5,0.655,1
777,LVJbc1,Asociacion,Meta,2,5,0.655,1
778,LVJbc1,Asociacion,Meta,2,5,0.655,1
779,LVJbc1,Asociacion,Meta,2,5,0.655,1
780,LVJbc1,Asociacion,Meta,2,5,0.655,1
781,LVJbc1,Asociacion,Meta,2,5,0.655,1
782,LVJbc1,Asociacion,Meta,2,5,0.655,1
783,LVJbc1,Asociacion,Meta,2,5,0.655,1
784,LVJbc1,Asociacion,Meta,2,5,0.655,1
785,LVJbc1,Asociacion,Meta,2,5,0.655,1
786,LVJbc1,Asociacion,Meta,2,5,0.655,1
787,LVKbc1,Asociacion,Meta,2,5,0.655,1
788,LVKbc1,Asociacion,Meta,2,5,0.655,1
789,MPMef,Asociacion,Meta,2,5,0.431,1
790,MUOef1,Complejo,Meta,3,5,0.595,1
791,PVAa,Consociacion,Meta,1,4,0.375,1
792,PVBa,Asociacion,Meta,2,5,0.591,1
793,PVBa,Asociacion,Meta,2,5,0.591,1
794,PVBa,Asociacion,Meta,2,5,0.591,1
795,PVFa,Consociacion,Meta,2,4,0.26125,1
796,RUAa,Consociacion,Meta,1,4,0.18,1
797,RUAa,Consociacion,Meta,1,4,0.18,1
798,RUBa,Consociacion,Meta,1,4,0.32,1
799,RUBa,Consociacion,Meta,1,4,0.32,1
800,RUBa,Consociacion,Meta,1,4,0.32,1
801,RUBa,Consociacion,Meta,1,4,0.32,1
802,RUBa,Consociacion,Meta,1,4,0.32,1
803,RUBa,Consociacion,Meta,1,4,0.32,1
804,RUBa,Consociacion,Meta,1,4,0.32,1
805,RUBa,Consociacion,Meta,1,4,0.32,1
806,RUBa,Consociacion,Meta,1,4,0.32,1
807,RUBa,Consociacion,Meta,1,4,0.32,1
808,RUBa,Consociacion,Meta,1,4,0.32,1
809,RUBa,Consociacion,Meta,1,4,0.32,1
810,RUBa,Consociacion,Meta,1,4,0.32,1
811,RUCapx,Asociacion,Meta,3,4,0.53125,1
812,RUDax,Asociacion,Meta,3,4,0.5888,1
813,RUDax,Asociacion,Meta,3,4,0.5888,1
814,RUDax,Asociacion,Meta,3,4,0.5888,1
815,RUDax,Asociacion,Meta,3,4,0.5888,1
816,RUDax,Asociacion,Meta,3,4,0.5888,1
817,RUDax,Asociacion,Meta,3,4,0.5888,1
818,RUDax,Asociacion,Meta,3,4,0.5888,1
819,RVEa,Consociacion,Meta,1,4,0.375,1
820,RVEa,Consociacion,Meta,1,4,0.375,1
821,RVEa,Consociacion,Meta,1,4,0.375,1
822,RVEa,Consociacion,Meta,1,4,0.375,1
823,RVEa,Consociacion,Meta,1,4,0.375,1
824,RVEa,Consociacion,Meta,1,4,0.375,1
825,RVEa,Consociacion,Meta,1,4,0.375,1
826,RVEa,Consociacion,Meta,1,4,0.375,1
827,RVEa,Consociacion,Meta,1,4,0.375,1
828,RVEa,Consociacion,Meta,1,4,0.375,1
829,RVFay,Asociacion,Meta,2,4,0.5325,1
830,RVFay,Asociacion,Meta,2,4,0.5325,1
831,RVFay,Asociacion,Meta,2,4,0.5325,1
832,RVFay,Asociacion,Meta,2,4,0.5325,1
833,RVFay,Asociacion,Meta,2,4,0.5325,1
834,RVGay,Consociacion,Meta,1,4,0.42,1
835,RVGay,Consociacion,Meta,1,4,0.42,1
836,RVGay,Consociacion,Meta,1,4,0.42,1
837,RVGay,Consociacion,Meta,1,4,0.42,1
838,RVGay,Consociacion,Meta,1,4,0.42,1
839,RVGay,Consociacion,Meta,1,4,0.42,1
840,RVGay,Consociacion,Meta,1,4,0.42,1
841,RVGay,Consociacion,Meta,1,4,0.42,1
842,RVGay,Consociacion,Meta,1,4,0.42,1
843,RVGay,Consociacion,Meta,1,4,0.42,1
844,RVGay,Consociacion,Meta,1,4,0.42,1
845,RVHay,Asociacion,Meta,2,4,0.39875,1
846,RVLax,Consociacion,Meta,1,4,0.255,1
847,RVLax,Consociacion,Meta,1,4,0.255,1
848,RVLax,Consociacion,Meta,1,4,0.255,1
849,RVLax,Consociacion,Meta,1,4,0.255,1
850,RVMax,Asociacion,Meta,3,4,0.4975,1
851,RVMax,Asociacion,Meta,3,4,0.4975,1
852,RVMax,Asociacion,Meta,3,4,0.4975,1
853,RVMax,Asociacion,Meta,3,4,0.4975,1
854,RVMax,Asociacion,Meta,3,4,0.4975,1
855,RVMax,Asociacion,Meta,3,4,0.4975,1
856,RVMax,Asociacion,Meta,3,4,0.4975,1
857,RVMax,Asociacion,Meta,3,4,0.4975,1
858,RVMax,Asociacion,Meta,3,4,0.4975,1
859,RVMax,Asociacion,Meta,3,4,0.4975,1
860,RVMax,Asociacion,Meta,3,4,0.4975,1
861,RVNax,Complejo,Meta,2,4,0.55625,1
862,RVNax,Complejo,Meta,2,4,0.55625,1
863,RVNax,Complejo,Meta,2,4,0.55625,1
864,RVNax,Complejo,Meta,2,4,0.55625,1
865,RVNax,Complejo,Meta,2,4,0.55625,1
866,RVNax,Complejo,Meta,2,4,0.55625,1
867,RVNax,Complejo,Meta,2,4,0.55625,1
868,RVNax,Complejo,Meta,2,4,0.55625,1
869,RVNax,Complejo,Meta,2,4,0.55625,1
870,RVNax,Complejo,Meta,2,4,0.55625,1
871,RVNax,Complejo,Meta,2,4,0.55625,1
872,RVNax,Complejo,Meta,2,4,0.55625,1
873,RVNax,Complejo,Meta,2,4,0.55625,1
874,RVNax,Complejo,Meta,2,4,0.55625,1
875,RVNax,Complejo,Meta,2,4,0.55625,1
876,RVNax,Complejo,Meta,2,4,0.55625,1
877,VVAaxy,Asociacion,Meta,3,4,0.495,1
878,VVAaxy,Asociacion,Meta,3,4,0.495,1
879,VVAaxy,Asociacion,Meta,3,4,0.495,1
880,VVAaxy,Asociacion,Meta,3,4,0.495,1
881,VVAaxy,Asociacion,Meta,3,4,0.495,1
882,VVAaxy,Asociacion,Meta,3,4,0.495,1
883,VVAaxy,Asociacion,Meta,3,4,0.495,1
884,VVAaxy,Asociacion,Meta,3,4,0.495,1
885,VVAaxy,Asociacion,Meta,3,4,0.495,1
886,VVBaxy,Asociacion,Meta,2,4,0.635,1
887,VVBaxy,Asociacion,Meta,2,4,0.635,1
888,AVBc1,Complejo,Vichada,4,4,0.49125,1
889,AVEc1,Consociacion,Vichada,3,4,0.51,1
890,AVEd1,Consociacion,Vichada,3,4,0.51,1
891,AVEd1,Consociacion,Vichada,3,4,0.51,1
892,AVEd1,Consociacion,Vichada,3,4,0.51,1
893,AVEd1,Consociacion,Vichada,3,4,0.51,1
894,AVBb,Complejo,Vichada,4,4,0.49125,1
895,LUBc1,Asociacion,Vichada,6,4,0.7125,1
896,LUBc1,Asociacion,Vichada,6,4,0.7125,1
897,LUBd2,Asociacion,Vichada,6,4,0.7125,1
898,LUBd2,Asociacion,Vichada,6,4,0.6125,1
899,LUBd2,Asociacion,Vichada,6,4,0.6125,1
900,LUBd2,Asociacion,Vichada,6,4,0.6125,1
901,LUBd2,Asociacion,Vichada,6,4,0.6125,1
902,LUBd2,Asociacion,Vichada,6,4,0.6125,1
903,LUBd2,Asociacion,Vichada,6,4,0.6125,1
904,LUBd2,Asociacion,Vichada,6,4,0.6125,1
905,LUBd2,Asociacion,Vichada,6,4,0.6125,1
906,AVBd2,Complejo,Vichada,4,4,0.49125,1
907,AVBd2,Complejo,Vichada,4,4,0.49125,1
908,AVBd2,Complejo,Vichada,4,4,0.49125,1
909,AVBb1,Complejo,Vichada,4,4,0.49125,1
910,AVBc1,Complejo,Vichada,4,4,0.49125,1
911,LUCai,Consociacion,Vichada,1,4,0.095,1
912,LUCai,Consociacion,Vichada,1,4,0.095,1
913,LUCai,Consociacion,Vichada,1,4,0.095,1
914,LUCai,Consociacion,Vichada,1,4,0.095,1
915,LUCai,Consociacion,Vichada,1,4,0.095,1
916,LUCai,Consociacion,Vichada,1,4,0.095,1
917,LUCai,Consociacion,Vichada,1,4,0.095,1
918,LUCai,Consociacion,Vichada,1,4,0.095,1
919,LUCai,Consociacion,Vichada,1,4,0.095,1
920,LUCai,Consociacion,Vichada,1,4,0.095,1
921,LUCai,Consociacion,Vichada,1,4,0.095,1
922,LUCai,Consociacion,Vichada,1,4,0.095,1
923,LUCai,Consociacion,Vichada,1,4,0.095,1
924,LUCai,Consociacion,Vichada,1,4,0.095,1
925,LUCai,Consociacion,Vichada,1,4,0.095,1
926,LUCai,Consociacion,Vichada,1,4,0.095,1
927,LUCai,Consociacion,Vichada,1,4,0.095,1
928,LUCai,Consociacion,Vichada,1,4,0.095,1
929,LUCai,Consociacion,Vichada,1,4,0.095,1
930,LUCai,Consociacion,Vichada,1,4,0.095,1
931,LUCai,Consociacion,Vichada,1,4,0.095,1
932,LUCai,Consociacion,Vichada,1,4,0.095,1
933,LUCai,Consociacion,Vichada,1,4,0.095,1
934,LUCai,Consociacion,Vichada,1,4,0.095,1
935,LUCai,Consociacion,Vichada,1,4,0.095,1
936,LUCai,Consociacion,Vichada,1,4,0.095,1
937,LUCai,Consociacion,Vichada,1,4,0.095,1
938,LUCai,Consociacion,Vichada,1,4,0.095,1
939,LUCai,Consociacion,Vichada,1,4,0.095,1
940,LUCai,Consociacion,Vichada,1,4,0.095,1
941,LUCai,Consociacion,Vichada,1,4,0.095,1
942,LUCai,Consociacion,Vichada,1,4,0.095,1
943,VVBai,Asociacion,Vichada,4,4,0.6425,1
944,VVBai,Asociacion,Vichada,4,4,0.6425,1
945,VVBai,Asociacion,Vichada,4,4,0.6425,1
946,VVBai,Asociacion,Vichada,4,4,0.6425,1
947,VVBai,Asociacion,Vichada,4,4,0.6425,1
948,VVBai,Asociacion,Vichada,4,4,0.6425,1
949,VVBai,Asociacion,Vichada,4,4,0.6425,1
950,VVBai,Asociacion,Vichada,4,4,0.6425,1
951,VVBai,Asociacion,Vichada,4,4,0.6425,1
952,VVBai,Asociacion,Vichada,4,4,0.6425,1
953,VVBai,Asociacion,Vichada,4,4,0.6425,1
954,VVBai,Asociacion,Vichada,4,4,0.6425,1
955,VVBai,Asociacion,Vichada,4,4,0.6425,1
956,VVBai,Asociacion,Vichada,4,4,0.6425,1
957,VVBai,Asociacion,Vichada,4,4,0.6425,1
958,VVBai,Asociacion,Vichada,4,4,0.6425,1
959,VVBai,Asociacion,Vichada,4,4,0.6425,1
