OBJECTID,UCS_F,UCS_TIPO,DEPTO,NUM_SUELOS,NIVEL_TAXO,RAO,NUCLEO_ID
960,VVBai,Asociacion,Vichada,4,4,0.6425,1
961,VVBai,Asociacion,Vichada,4,4,0.6425,1
962,VVBai,Asociacion,Vichada,4,4,0.6425,1
963,VVBai,Asociacion,Vichada,4,4,0.6425,1
964,VVBai,Asociacion,Vichada,4,4,0.6425,1
965,VVBai,Asociacion,Vichada,4,4,0.6425,1
966,VVBai,Asociacion,Vichada,4,4,0.6425,1
967,VVBai,Asociacion,Vichada,4,4,0.6425,1
968,VVBai,Asociacion,Vichada,4,4,0.6425,1
969,VVBai,Asociacion,Vichada,4,4,0.6425,1
970,VVBai,Asociacion,Vichada,4,4,0.6425,1
971,VVBai,Asociacion,Vichada,4,4,0.6425,1
972,VVBai,Asociacion,Vichada,4,4,0.6425,1
973,VVBai,Asociacion,Vichada,4,4,0.6425,1
974,VVBai,Asociacion,Vichada,4,4,0.6425,1
975,VVBai,Asociacion,Vichada,4,4,0.6425,1
976,VVBai,Asociacion,Vichada,4,4,0.6425,1
977,VVBai,Asociacion,Vichada,4,4,0.6425,1
978,LUCai,Consociacion,Vichada,1,4,0.095,1
979,LUCai,Consociacion,Vichada,1,4,0.095,1
980,LUCai,Consociacion,Vichada,1,4,0.095,1
981,LUCai,Consociacion,Vichada,1,4,0.095,1
982,LUCai,Consociacion,Vichada,1,4,0.095,1
983,LUCai,Consociacion,Vichada,1,4,0.095,1
984,LUCai,Consociacion,Vichada,1,4,0.095,1
985,LUCai,Consociacion,Vichada,1,4,0.095,1
986,LUCai,Consociacion,Vichada,1,4,0.095,1
987,LUCai,Consociacion,Vichada,1,4,0.095,1
988,LUCai,Consociacion,Vichada,1,4,0.095,1
989,LUCai,Consociacion,Vichada,1,4,0.095,1
990,LUCai,Consociacion,Vichada,1,4,0.095,1
991,LUBd1,Asociacion,Vichada,6,4,0.7125,1
992,LUBd1,Asociacion,Vichada,6,4,0.7125,1
993,LUAb1,Consociacion,Vichada,3,4,0.36,1
994,LUAb1,Consociacion,Vichada,3,4,0.36,1
995,LUAb1,Consociacion,Vichada,3,4,0.36,1
996,LUAb1,Consociacion,Vichada,3,4,0.36,1
997,LUAb1,Consociacion,Vichada,3,4,0.36,1
998,LUBd2,Asociacion,Vichada,6,4,0.6125,1
999,LUBd2,Asociacion,Vichada,6,4,0.6125,1
1000,LUBc2,Asociacion,Vichada,6,4,0.7125,1
1001,LUBc2,Asociacion,Vichada,6,4,0.7125,1
1002,LUBc2,Asociacion,Vichada,6,4,0.7125,1
1003,LUBc2,Asociacion,Vichada,6,4,0.7125,1
1004,LUBc2,Asociacion,Vichada,6,4,0.7125,1
1005,LUBc2,Asociacion,Vichada,6,4,0.7125,1
1006,VUBai,Complejo,Vichada,3,4,0.635,1
1007,VUBai,Complejo,Vichada,3,4,0.635,1
1008,VUBai,Complejo,Vichada,3,4,0.635,1
1009,VUBai,Complejo,Vichada,3,4,0.635,1
1010,VUBai,Complejo,Vichada,3,4,0.635,1
1011,VUBai,Complejo,Vichada,3,4,0.635,1
1012,VUBai,Complejo,Vichada,3,4,0.635,1
1013,VUBai,Complejo,Vichada,3,4,0.635,1
1014,VUBai,Complejo,Vichada,3,4,0.635,1
1015,AVBc1,Complejo,Vichada,4,4,0.49125,1
1016,AVBc1,Complejo,Vichada,4,4,0.49125,1
1017,AVBc1,Complejo,Vichada,4,4,0.49125,1
1018,AVBc1,Complejo,Vichada,4,4,0.49125,1
1019,AVBc1,Complejo,Vichada,4,4,0.49125,1
1020,AVBc1,Complejo,Vichada,4,4,0.49125,1
1021,AVBc1,Complejo,Vichada,4,4,0.49125,1
1022,AVBc1,Complejo,Vichada,4,4,0.49125,1
1023,AVBc1,Complejo,Vichada,4,4,0.49125,1
1024,AVBc1,Complejo,Vichada,4,4,0.49125,1
1025,AVBc1,Complejo,Vichada,4,4,0.49125,1
1026,AVBc1,Complejo,Vichada,4,4,0.49125,1
1027,AVBc1,Complejo,Vichada,4,4,0.49125,1
1028,AVBc1,Complejo,Vichada,4,4,0.49125,1
1029,AVBc1,Complejo,Vichada,4,4,0.49125,1
1030,AVBc1,Complejo,Vichada,4,4,0.49125,1
1031,AVBc1,Complejo,Vichada,4,4,0.49125,1
1032,AVBc1,Complejo,Vichada,4,4,0.49125,1
1033,AVBc1,Complejo,Vichada,4,4,0.49125,1
1034,AVBc1,Complejo,Vichada,4,4,0.49125,1
1035,AVBc1,Complejo,Vichada,4,4,0.49125,1
1036,AVBc1,Complejo,Vichada,4,4,0.49125,1
1037,AVBc1,Complejo,Vichada,4,4,0.49125,1
1038,AVBc1,Complejo,Vichada,4,4,0.49125,1
1039,AVBc1,Complejo,Vichada,4,4,0.49125,1
1040,AVBc1,Complejo,Vichada,4,4,0.49125,1
1041,AVBc1,Complejo,Vichada,4,4,0.49125,1
1042,AVBc1,Complejo,Vichada,4,4,0.49125,1
1043,AVBc1,Complejo,Vichada,4,4,0.49125,1
1044,AVBc1,Complejo,Vichada,4,4,0.49125,1
1045,AVBc1,Complejo,Vichada,4,4,0.49125,1
1046,AVBc1,Complejo,Vichada,4,4,0.49125,1
1047,AVBc1,Complejo,Vichada,4,4,0.49125,1
1048,AVBc1,Complejo,Vichada,4,4,0.49125,1
1049,AVBc1,Complejo,Vichada,4,4,0.49125,1
1050,AVBc1,Complejo,Vichada,4,4,0.49125,1
1051,AVBc1,Complejo,Vichada,4,4,0.49125,1
1052,AVBc1,Complejo,Vichada,4,4,0.49125,1
1053,AVBc1,Complejo,Vichada,4,4,0.49125,1
1054,AVBc1,Complejo,Vichada,4,4,0.49125,1
1055,AVBc1,Complejo,Vichada,4,4,0.49125,1
1056,AVBc1,Complejo,Vichada,4,4,0.49125,1
1057,AVBc1,Complejo,Vichada,4,4,0.49125,1
1058,AVBc1,Complejo,Vichada,4,4,0.49125,1
1059,AVBc1,Complejo,Vichada,4,4,0.49125,1
1060,AVBc1,Complejo,Vichada,4,4,0.49125,1
1061,AVBc1,Complejo,Vichada,4,4,0.49125,1
1062,AVBc1,Complejo,Vichada,4,4,0.49125,1
1063,AVBc1,Complejo,Vichada,4,4,0.49125,1
1064,AVBc1,Complejo,Vichada,4,4,0.49125,1
1065,AVBc1,Complejo,Vichada,4,4,0.49125,1
1066,AVBc1,Complejo,Vichada,4,4,0.49125,1
1067,AVBc1,Complejo,Vichada,4,4,0.49125,1
1068,AVBc1,Complejo,Vichada,4,4,0.49125,1
1069,AVBc1,Complejo,Vichada,4,4,0.49125,1
1070,AVBc1,Complejo,Vichada,4,4,0.49125,1
1071,AVBc1,Complejo,Vichada,4,4,0.49125,1
1072,AVBc1,Complejo,Vichada,4,4,0.49125,1
1073,AVBc1,Complejo,Vichada,4,4,0.49125,1
1074,AVBc1,Complejo,Vichada,4,4,0.49125,1
1075,AVBc1,Complejo,Vichada,4,4,0.49125,1
1076,AVBc1,Complejo,Vichada,4,4,0.49125,1
1077,AVBc1,Complejo,Vichada,4,4,0.49125,1
1078,AVBc1,Complejo,Vichada,4,4,0.49125,1
1079,AVBc1,Complejo,Vichada,4,4,0.49125,1
1080,AVBc1,Complejo,Vichada,4,4,0.49125,1
1081,AVBc1,Complejo,Vichada,4,4,0.49125,1
1082,AVBc1,Complejo,Vichada,4,4,0.49125,1
1083,AVBc1,Complejo,Vichada,4,4,0.49125,1
1084,AVBc1,Complejo,Vichada,4,4,0.49125,1
1085,AVBc1,Complejo,Vichada,4,4,0.49125,1
1086,AVBc1,Complejo,Vichada,4,4,0.49125,1
1087,AVBc1,Complejo,Vichada,4,4,0.49125,1
1088,AVBc1,Complejo,Vichada,4,4,0.49125,1
1089,AVBc1,Complejo,Vichada,4,4,0.49125,1
1090,AVBc1,Complejo,Vichada,4,4,0.49125,1
1091,AVBc1,Complejo,Vichada,4,4,0.49125,1
1092,AVBc1,Complejo,Vichada,4,4,0.49125,1
1093,AVBc1,Complejo,Vichada,4,4,0.49125,1
1094,AVBc1,Complejo,Vichada,4,4,0.49125,1
1095,AVBc1,Complejo,Vichada,4,4,0.49125,1
1096,AVBc1,Complejo,Vichada,4,4,0.49125,1
1097,AVBc1,Complejo,Vichada,4,4,0.49125,1
1098,AVBc1,Complejo,Vichada,4,4,0.49125,1
1099,AVBc1,Complejo,Vichada,4,4,0.49125,1
1100,AVBc1,Complejo,Vichada,4,4,0.49125,1
1101,AVBc1,Complejo,Vichada,4,4,0.49125,1
1102,AVBc1,Complejo,Vichada,4,4,0.49125,1
1103,AVBc1,Complejo,Vichada,4,4,0.49125,1
1104,AVBc1,Complejo,Vichada,4,4,0.49125,1
1105,AVBc1,Complejo,Vichada,4,4,0.49125,1
1106,AVBc1,Complejo,Vichada,4,4,0.49125,1
1107,AVDbi,Asociacion,Vichada,3,4,0.395,1
1108,AVDbi,Asociacion,Vichada,3,4,0.395,1
1109,AVDbi,Asociacion,Vichada,3,4,0.395,1
1110,AVDbi,Asociacion,Vichada,3,4,0.395,1
1111,AVDbi,Asociacion,Vichada,3,4,0.395,1
1112,AVDbi,Asociacion,Vichada,3,4,0.395,1
1113,AVDbi,Asociacion,Vichada,3,4,0.395,1
1114,AVDbi,Asociacion,Vichada,3,4,0.395,1
1115,AVDbi,Asociacion,Vichada,3,4,0.395,1
1116,AVDbi,Asociacion,Vichada,3,4,0.395,1
1117,AVDbi,Asociacion,Vichada,3,4,0.395,1
1118,AVDbi,Asociacion,Vichada,3,4,0.395,1
1119,AVDbi,Asociacion,Vichada,3,4,0.395,1
1120,AVDbi,Asociacion,Vichada,3,4,0.395,1
1121,AVDbi,Asociacion,Vichada,3,4,0.395,1
1122,AVDbi,Asociacion,Vichada,3,4,0.395,1
1123,AVDbi,Asociacion,Vichada,3,4,0.395,1
1124,AVDbi,Asociacion,Vichada,3,4,0.395,1
1125,AVDbi,Asociacion,Vichada,3,4,0.395,1
1126,AVDbi,Asociacion,Vichada,3,4,0.395,1
1127,AVDbi,Asociacion,Vichada,3,4,0.395,1
1128,AVDbi,Asociacion,Vichada,3,4,0.395,1
1129,AVDbi,Asociacion,Vichada,3,4,0.395,1
1130,AVDbi,Asociacion,Vichada,3,4,0.395,1
1131,AVDbi,Asociacion,Vichada,3,4,0.395,1
1132,AVDbi,Asociacion,Vichada,3,4,0.395,1
1133,AVDbi,Asociacion,Vichada,3,4,0.395,1
1134,AVDbi,Asociacion,Vichada,3,4,0.395,1
1135,AVDbi,Asociacion,Vichada,3,4,0.395,1
1136,AVDbi,Asociacion,Vichada,3,4,0.395,1
1137,AVDbi,Asociacion,Vichada,3,4,0.395,1
1138,AVDbi,Asociacion,Vichada,3,4,0.395,1
1139,AVDbi,Asociacion,Vichada,3,4,0.395,1
1140,AVDbi,Asociacion,Vichada,3,4,0.395,1
1141,AVDbi,Asociacion,Vichada,3,4,0.395,1
1142,AVDbi,Asociacion,Vichada,3,4,0.395,1
1143,AVDbi,Asociacion,Vichada,3,4,0.395,1
1144,AVDbi,Asociacion,Vichada,3,4,0.395,1
1145,AVDbi,Asociacion,Vichada,3,4,0.395,1
1146,AVDbi,Asociacion,Vichada,3,4,0.395,1
1147,AVDbi,Asociacion,Vichada,3,4,0.395,1
1148,AVDbi,Asociacion,Vichada,3,4,0.395,1
1149,AVDbi,Asociacion,Vichada,3,4,0.395,1
1150,AVDbi,Asociacion,Vichada,3,4,0.395,1
1151,AVDbi,Asociacion,Vichada,3,4,0.395,1
1152,AVDbi,Asociacion,Vichada,3,4,0.395,1
1153,AVDbi,Asociacion,Vichada,3,4,0.395,1
1154,AVDbi,Asociacion,Vichada,3,4,0.395,1
1155,AVDbi,Asociacion,Vichada,3,4,0.395,1
1156,AVDbi,Asociacion,Vichada,3,4,0.395,1
1157,AVDbi,Asociacion,Vichada,3,4,0.395,1
1158,AVDbi,Asociacion,Vichada,3,4,0.395,1
1159,AVDbi,Asociacion,Vichada,3,4,0.395,1
1160,AVDbi,Asociacion,Vichada,3,4,0.395,1
1161,AVDbi,Asociacion,Vichada,3,4,0.395,1
1162,AVDbi,Asociacion,Vichada,3,4,0.395,1
1163,AVDbi,Asociacion,Vichada,3,4,0.395,1
1164,AVDbi,Asociacion,Vichada,3,4,0.395,1
1165,AVDbi,Asociacion,Vichada,3,4,0.395,1
1166,AVDbi,Asociacion,Vichada,3,4,0.395,1
1167,AVDbi,Asociacion,Vichada,3,4,0.395,1
1168,AVDbi,Asociacion,Vichada,3,4,0.395,1
1169,AVDbi,Asociacion,Vichada,3,4,0.395,1
1170,AVDbi,Asociacion,Vichada,3,4,0.395,1
1171,AVDbi,Asociacion,Vichada,3,4,0.395,1
1172,AVDbi,Asociacion,Vichada,3,4,0.395,1
1173,AVDbi,Asociacion,Vichada,3,4,0.395,1
1174,AVDbi,Asociacion,Vichada,3,4,0.395,1
1175,AVDbi,Asociacion,Vichada,3,4,0.395,1
1176,AVDbi,Asociacion,Vichada,3,4,0.395,1
1177,AVDbi,Asociacion,Vichada,3,4,0.395,1
1178,AVDbi,Asociacion,Vichada,3,4,0.395,1
1179,AVBc1,Complejo,Vichada,4,4,0.49125,1
1180,AVBc1,Complejo,Vichada,4,4,0.49125,1
1181,AVBc1,Complejo,Vichada,4,4,0.49125,1
1182,AVBc1,Complejo,Vichada,4,4,0.49125,1
1183,AVBc1,Complejo,Vichada,4,4,0.49125,1
1184,AVBc1,Complejo,Vichada,4,4,0.49125,1
1185,AVBc1,Complejo,Vichada,4,4,0.49125,1
1186,AVBc1,Complejo,Vichada,4,4,0.49125,1
1187,AVBc1,Complejo,Vichada,4,4,0.49125,1
1188,AVBc1,Complejo,Vichada,4,4,0.49125,1
1189,AVBc1,Complejo,Vichada,4,4,0.49125,1
1190,AVBc1,Complejo,Vichada,4,4,0.49125,1
1191,AVBc1,Complejo,Vichada,4,4,0.49125,1
1192,AVBc1,Complejo,Vichada,4,4,0.49125,1
1193,AVBc1,Complejo,Vichada,4,4,0.49125,1
1194,AVBc1,Complejo,Vichada,4,4,0.49125,1
1195,AVBc1,Complejo,Vichada,4,4,0.49125,1
1196,AVBc1,Complejo,Vichada,4,4,0.49125,1
1197,AVBc1,Complejo,Vichada,4,4,0.49125,1
1198,AVBc1,Complejo,Vichada,4,4,0.49125,1
1199,AVBc1,Complejo,Vichada,4,4,0.49125,1
1200,AVBc1,Complejo,Vichada,4,4,0.49125,1
1201,AVBc1,Complejo,Vichada,4,4,0.49125,1
1202,AVBc1,Complejo,Vichada,4,4,0.49125,1
1203,AVBc1,Complejo,Vichada,4,4,0.49125,1
1204,AVBc1,Complejo,Vichada,4,4,0.49125,1
1205,AVBc1,Complejo,Vichada,4,4,0.49125,1
1206,AVBc1,Complejo,Vichada,4,4,0.49125,1
1207,AVBc1,Complejo,Vichada,4,4,0.49125,1
1208,AVBc1,Complejo,Vichada,4,4,0.49125,1
1209,AVBc1,Complejo,Vichada,4,4,0.49125,1
1210,AVBc1,Complejo,Vichada,4,4,0.49125,1
1211,AVBc1,Complejo,Vichada,4,4,0.49125,1
1212,AVBc1,Complejo,Vichada,4,4,0.49125,1
1213,AVBc1,Complejo,Vichada,4,4,0.49125,1
1214,AVBc1,Complejo,Vichada,4,4,0.49125,1
1215,AVBc1,Complejo,Vichada,4,4,0.49125,1
1216,AVBc1,Complejo,Vichada,4,4,0.49125,1
1217,AVBc1,Complejo,Vichada,4,4,0.49125,1
1218,AVBc1,Complejo,Vichada,4,4,0.49125,1
1219,AVBc1,Complejo,Vichada,4,4,0.49125,1
1220,AVBc1,Complejo,Vichada,4,4,0.49125,1
1221,AVBc1,Complejo,Vichada,4,4,0.49125,1
1222,AVBc1,Complejo,Vichada,4,4,0.49125,1
1223,AVBc1,Complejo,Vichada,4,4,0.49125,1
1224,AVBc1,Complejo,Vichada,4,4,0.49125,1
1225,AVBc1,Complejo,Vichada,4,4,0.49125,1
1226,AVBc1,Complejo,Vichada,4,4,0.49125,1
1227,AVBc1,Complejo,Vichada,4,4,0.49125,1
1228,AVBc1,Complejo,Vichada,4,4,0.49125,1
1229,AVBc1,Complejo,Vichada,4,4,0.49125,1
1230,AVBc1,Complejo,Vichada,4,4,0.49125,1
1231,AVBc1,Complejo,Vichada,4,4,0.49125,1
1232,AVBc1,Complejo,Vichada,4,4,0.49125,1
1233,AVBc1,Complejo,Vichada,4,4,0.49125,1
1234,AVBc1,Complejo,Vichada,4,4,0.49125,1
1235,AVBc1,Complejo,Vichada,4,4,0.49125,1
1236,AVBc1,Complejo,Vichada,4,4,0.49125,1
1237,AVBc1,Complejo,Vichada,4,4,0.49125,1
1238,AVBc1,Complejo,Vichada,4,4,0.49125,1
1239,AVBc1,Complejo,Vichada,4,4,0.49125,1
1240,AVBc1,Complejo,Vichada,4,4,0.49125,1
1241,AVBc1,Complejo,Vichada,4,4,0.49125,1
1242,AVBc1,Complejo,Vichada,4,4,0.49125,1
1243,AVBc1,Complejo,Vichada,4,4,0.49125,1
1244,AVBc1,Complejo,Vichada,4,4,0.49125,1
1245,AVBc1,Complejo,Vichada,4,4,0.49125,1
1246,AVBc1,Complejo,Vichada,4,4,0.49125,1
1247,AVBc1,Complejo,Vichada,4,4,0.49125,1
1248,AVBc1,Complejo,Vichada,4,4,0.49125,1
1249,AVBc1,Complejo,Vichada,4,4,0.49125,1
1250,AVBc1,Complejo,Vichada,4,4,0.49125,1
1251,AVBc1,Complejo,Vichada,4,4,0.49125,1
1252,AVBc1,Complejo,Vichada,4,4,0.49125,1
1253,AVBc1,Complejo,Vichada,4,4,0.49125,1
1254,AVBc1,Complejo,Vichada,4,4,0.49125,1
1255,AVBc1,Complejo,Vichada,4,4,0.49125,1
1256,AVBc1,Complejo,Vichada,4,4,0.49125,1
1257,AVBc1,Complejo,Vichada,4,4,0.49125,1
1258,AVBc1,Complejo,Vichada,4,4,0.49125,1
1259,AVBc1,Complejo,Vichada,4,4,0.49125,1
1260,AVBc1,Complejo,Vichada,4,4,0.49125,1
1261,AVBc1,Complejo,Vichada,4,4,0.49125,1
1262,AVBc1,Complejo,Vichada,4,4,0.49125,1
1263,AVBc1,Complejo,Vichada,4,4,0.49125,1
1264,AVBc1,Complejo,Vichada,4,4,0.49125,1
1265,AVBc1,Complejo,Vichada,4,4,0.49125,1
1266,AVBc1,Complejo,Vichada,4,4,0.49125,1
1267,AVBc1,Complejo,Vichada,4,4,0.49125,1
1268,AVBc1,Complejo,Vichada,4,4,0.49125,1
1269,AVBc1,Complejo,Vichada,4,4,0.49125,1
1270,AVBc1,Complejo,Vichada,4,4,0.49125,1
1271,AVBc1,Complejo,Vichada,4,4,0.49125,1
1272,AVBc1,Complejo,Vichada,4,4,0.49125,1
1273,AVBc1,Complejo,Vichada,4,4,0.49125,1
1274,AVBc1,Complejo,Vichada,4,4,0.49125,1
1275,AVBc1,Complejo,Vichada,4,4,0.49125,1
1276,AVBc1,Complejo,Vichada,4,4,0.49125,1
1277,AVBc1,Complejo,Vichada,4,4,0.49125,1
1278,AVBc1,Complejo,Vichada,4,4,0.49125,1
1279,AVBc1,Complejo,Vichada,4,4,0.49125,1
1280,AVBc1,Complejo,Vichada,4,4,0.49125,1
1281,AVBc1,Complejo,Vichada,4,4,0.49125,1
1282,AVBc1,Complejo,Vichada,4,4,0.49125,1
1283,AVBc1,Complejo,Vichada,4,4,0.49125,1
1284,AVBc1,Complejo,Vichada,4,4,0.49125,1
1285,AVBc1,Complejo,Vichada,4,4,0.49125,1
1286,AVBc1,Complejo,Vichada,4,4,0.49125,1
1287,AVBc1,Complejo,Vichada,4,4,0.49125,1
1288,AVBc1,Complejo,Vichada,4,4,0.49125,1
1289,AVBc1,Complejo,Vichada,4,4,0.49125,1
1290,AVBc1,Complejo,Vichada,4,4,0.49125,1
1291,AVBc1,Complejo,Vichada,4,4,0.49125,1
1292,AVBc1,Complejo,Vichada,4,4,0.49125,1
1293,AVBc1,Complejo,Vichada,4,4,0.49125,1
1294,AVBc1,Complejo,Vichada,4,4,0.49125,1
1295,AVBc1,Complejo,Vichada,4,4,0.49125,1
1296,AVBc1,Complejo,Vichada,4,4,0.49125,1
1297,AVBc1,Complejo,Vichada,4,4,0.49125,1
1298,AVBc1,Complejo,Vichada,4,4,0.49125,1
1299,AVBc1,Complejo,Vichada,4,4,0.49125,1
1300,AVBc1,Complejo,Vichada,4,4,0.49125,1
1301,AVBc1,Complejo,Vichada,4,4,0.49125,1
1302,AVBc1,Complejo,Vichada,4,4,0.49125,1
1303,AVBc1,Complejo,Vichada,4,4,0.49125,1
1304,AVBc1,Complejo,Vichada,4,4,0.49125,1
1305,AVBc1,Complejo,Vichada,4,4,0.49125,1
1306,AVBc1,Complejo,Vichada,4,4,0.49125,1
1307,AVBc1,Complejo,Vichada,4,4,0.49125,1
1308,AVBc1,Complejo,Vichada,4,4,0.49125,1
1309,AVBc1,Complejo,Vichada,4,4,0.49125,1
1310,AVBc1,Complejo,Vichada,4,4,0.49125,1
1311,AVBc1,Complejo,Vichada,4,4,0.49125,1
1312,AVBc1,Complejo,Vichada,4,4,0.49125,1
1313,AVBc1,Complejo,Vichada,4,4,0.49125,1
1314,AVBc1,Complejo,Vichada,4,4,0.49125,1
1315,AVBc1,Complejo,Vichada,4,4,0.49125,1
1316,AVBc1,Complejo,Vichada,4,4,0.49125,1
1317,AVBc1,Complejo,Vichada,4,4,0.49125,1
1318,AVBc1,Complejo,Vichada,4,4,0.49125,1
1319,AVBc1,Complejo,Vichada,4,4,0.49125,1
1320,AVBc1,Complejo,Vichada,4,4,0.49125,1
1321,AVBc1,Complejo,Vichada,4,4,0.49125,1
1322,AVBc1,Complejo,Vichada,4,4,0.49125,1
1323,AVBc1,Complejo,Vichada,4,4,0.49125,1
1324,AVBc1,Complejo,Vichada,4,4,0.49125,1
1325,AVBc1,Complejo,Vichada,4,4,0.49125,1
1326,AVBc1,Complejo,Vichada,4,4,0.49125,1
1327,AVBc1,Complejo,Vichada,4,4,0.49125,1
1328,AVBc1,Complejo,Vichada,4,4,0.49125,1
1329,AVBc1,Complejo,Vichada,4,4,0.49125,1
1330,AVBc1,Complejo,Vichada,4,4,0.49125,1
1331,AVBc1,Complejo,Vichada,4,4,0.49125,1
1332,AVBc1,Complejo,Vichada,4,4,0.49125,1
1333,AVBc1,Complejo,Vichada,4,4,0.49125,1
1334,AVBc1,Complejo,Vichada,4,4,0.49125,1
1335,AVBc1,Complejo,Vichada,4,4,0.49125,1
1336,AVBc1,Complejo,Vichada,4,4,0.49125,1
1337,AVBc1,Complejo,Vichada,4,4,0.49125,1
1338,AVBc1,Complejo,Vichada,4,4,0.49125,1
1339,AVBc1,Complejo,Vichada,4,4,0.49125,1
1340,AVBc1,Complejo,Vichada,4,4,0.49125,1
1341,AVBc1,Complejo,Vichada,4,4,0.49125,1
1342,AVBc1,Complejo,Vichada,4,4,0.49125,1
1343,AVBc1,Complejo,Vichada,4,4,0.49125,1
1344,AVBc1,Complejo,Vichada,4,4,0.49125,1
1345,AVBc1,Complejo,Vichada,4,4,0.49125,1
1346,AVBc1,Complejo,Vichada,4,4,0.49125,1
1347,AVBc1,Complejo,Vichada,4,4,0.49125,1
1348,AVBc1,Complejo,Vichada,4,4,0.49125,1
1349,AVBc1,Complejo,Vichada,4,4,0.49125,1
1350,AVBc1,Complejo,Vichada,4,4,0.49125,1
1351,AVBc1,Complejo,Vichada,4,4,0.49125,1
1352,AVBc1,Complejo,Vichada,4,4,0.49125,1
1353,AVBc1,Complejo,Vichada,4,4,0.49125,1
1354,AVBc1,Complejo,Vichada,4,4,0.49125,1
1355,AVBc1,Complejo,Vichada,4,4,0.49125,1
1356,AVBc1,Complejo,Vichada,4,4,0.49125,1
1357,AVBc1,Complejo,Vichada,4,4,0.49125,1
1358,AVBc1,Complejo,Vichada,4,4,0.49125,1
1359,AVBc1,Complejo,Vichada,4,4,0.49125,1
1360,AVBc1,Complejo,Vichada,4,4,0.49125,1
1361,AVBc1,Complejo,Vichada,4,4,0.49125,1
1362,AVBc1,Complejo,Vichada,4,4,0.49125,1
1363,AVBc1,Complejo,Vichada,4,4,0.49125,1
1364,AVBc1,Complejo,Vichada,4,4,0.49125,1
1365,AVBc1,Complejo,Vichada,4,4,0.49125,1
1366,AVBc1,Complejo,Vichada,4,4,0.49125,1
1367,AVBc1,Complejo,Vichada,4,4,0.49125,1
1368,AVBc1,Complejo,Vichada,4,4,0.49125,1
1369,AVBc1,Complejo,Vichada,4,4,0.49125,1
1370,AVBc1,Complejo,Vichada,4,4,0.49125,1
1371,AVBc1,Complejo,Vichada,4,4,0.49125,1
1372,AVBc1,Complejo,Vichada,4,4,0.49125,1
1373,AVBc1,Complejo,Vichada,4,4,0.49125,1
1374,AVBc1,Complejo,Vichada,4,4,0.49125,1
1375,AVBc1,Complejo,Vichada,4,4,0.49125,1
1376,AVBc1,Complejo,Vichada,4,4,0.49125,1
1377,AVBc1,Complejo,Vichada,4,4,0.49125,1
1378,AVBc1,Complejo,Vichada,4,4,0.49125,1
1379,AVBc1,Complejo,Vichada,4,4,0.49125,1
1380,AVBc1,Complejo,Vichada,4,4,0.49125,1
1381,AVBc1,Complejo,Vichada,4,4,0.49125,1
1382,AVBc1,Complejo,Vichada,4,4,0.49125,1
1383,AVBc1,Complejo,Vichada,4,4,0.49125,1
1384,AVBc1,Complejo,Vichada,4,4,0.49125,1
1385,AVBc1,Complejo,Vichada,4,4,0.49125,1
1386,AVBc1,Complejo,Vichada,4,4,0.49125,1
1387,AVBc1,Complejo,Vichada,4,4,0.49125,1
1388,AVBc1,Complejo,Vichada,4,4,0.49125,1
1389,AVBc1,Complejo,Vichada,4,4,0.49125,1
1390,AVBc1,Complejo,Vichada,4,4,0.49125,1
1391,AVBc1,Complejo,Vichada,4,4,0.49125,1
1392,AVBc1,Complejo,Vichada,4,4,0.49125,1
1393,AVBc1,Complejo,Vichada,4,4,0.49125,1
1394,AVBc1,Complejo,Vichada,4,4,0.49125,1
1395,AVBc1,Complejo,Vichada,4,4,0.49125,1
1396,AVBc1,Complejo,Vichada,4,4,0.49125,1
1397,AVBc1,Complejo,Vichada,4,4,0.49125,1
1398,AVBc1,Complejo,Vichada,4,4,0.49125,1
1399,AVBc1,Complejo,Vichada,4,4,0.49125,1
1400,AVBc1,Complejo,Vichada,4,4,0.49125,1
1401,AVBc1,Complejo,Vichada,4,4,0.49125,1
1402,AVBc1,Complejo,Vichada,4,4,0.49125,1
1403,AVBc1,Complejo,Vichada,4,4,0.49125,1
1404,AVBc1,Complejo,Vichada,4,4,0.49125,1
1405,AVBc1,Complejo,Vichada,4,4,0.49125,1
1406,AVBc1,Complejo,Vichada,4,4,0.49125,1
1407,AVBc1,Complejo,Vichada,4,4,0.49125,1
1408,AVBc1,Complejo,Vichada,4,4,0.49125,1
1409,AVBc1,Complejo,Vichada,4,4,0.49125,1
1410,AVBc1,Complejo,Vichada,4,4,0.49125,1
1411,AVBc1,Complejo,Vichada,4,4,0.49125,1
1412,AVBc1,Complejo,Vichada,4,4,0.49125,1
1413,AVBc1,Complejo,Vichada,4,4,0.49125,1
1414,AVBc1,Complejo,Vichada,4,4,0.49125,1
1415,AVBc1,Complejo,Vichada,4,4,0.49125,1
1416,AVBc1,Complejo,Vichada,4,4,0.49125,1
1417,AVBc1,Complejo,Vichada,4,4,0.49125,1
1418,AVBc1,Complejo,Vichada,4,4,0.49125,1
1419,AVHai,Consociacion,Vichada,3,4,0.25,1
1420,AVHai,Consociacion,Vichada,3,4,0.25,1
1421,AVHai,Consociacion,Vichada,3,4,0.25,1
1422,AVHai,Consociacion,Vichada,3,4,0.25,1
1423,AVHai,Consociacion,Vichada,3,4,0.25,1
1424,AVHai,Consociacion,Vichada,3,4,0.25,1
1425,AVHai,Consociacion,Vichada,3,4,0.25,1
